#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H       H*        P         m          K          tau         Di
   0.00000  1.00000  0.00000  0.90113  0.012813  0.007878  0.001639    1.6227    1.6766  0.00640  0.01155  0.00966
   0.00806  0.99208  0.00149  0.91172  0.012079  0.007545  0.001768    1.5972    1.6851  0.00627  0.01101  0.00963
   0.01925  0.98108  0.00354  0.92052  0.011552  0.007277  0.001859    1.5835    1.6899  0.00617  0.01063  0.00959
   0.03224  0.96831  0.00594  0.92812  0.011150  0.007052  0.001923    1.5770    1.6923  0.00607  0.01035  0.00954
   0.04654  0.95429  0.00873  0.93710  0.010695  0.006798  0.002002    1.5691    1.6952  0.00597  0.01002  0.00948
   0.06160  0.93954  0.01180  0.94644  0.010254  0.006545  0.002082    1.5625    1.6977  0.00586  0.00971  0.00942
   0.07708  0.92442  0.01508  0.95608  0.009830  0.006296  0.002161    1.5571    1.6999  0.00575  0.00940  0.00935
   0.09272  0.90916  0.01854  0.96607  0.009418  0.006049  0.002243    1.5524    1.7018  0.00565  0.00910  0.00928
   0.10848  0.89382  0.02215  0.97655  0.009011  0.005804  0.002328    1.5483    1.7035  0.00553  0.00880  0.00921
   0.12429  0.87847  0.02590  0.98764  0.008608  0.005557  0.002418    1.5444    1.7052  0.00542  0.00850  0.00913
   0.14018  0.86306  0.02981  0.99947  0.008204  0.005308  0.002515    1.5408    1.7069  0.00530  0.00820  0.00905
   0.15611  0.84764  0.03384  1.01200  0.007806  0.005060  0.002618    1.5379    1.7083  0.00518  0.00790  0.00896
   0.17215  0.83216  0.03800  1.02550  0.007406  0.004809  0.002729    1.5353    1.7096  0.00506  0.00759  0.00887
   0.18826  0.81663  0.04228  1.03965  0.007021  0.004561  0.002840    1.5343    1.7104  0.00493  0.00730  0.00877
   0.20446  0.80104  0.04668  1.05482  0.006641  0.004313  0.002956    1.5347    1.7108  0.00480  0.00701  0.00866
   0.22077  0.78536  0.05117  1.07087  0.006275  0.004068  0.003070    1.5374    1.7104  0.00466  0.00672  0.00854
   0.23718  0.76960  0.05576  1.08764  0.005933  0.003829  0.003173    1.5439    1.7086  0.00453  0.00645  0.00842
   0.25366  0.75379  0.06040  1.10507  0.005618  0.003598  0.003253    1.5557    1.7051  0.00439  0.00621  0.00828
   0.27018  0.73795  0.06510  1.12330  0.005332  0.003373  0.003300    1.5747    1.6993  0.00426  0.00599  0.00812
   0.28674  0.72208  0.06984  1.14271  0.005073  0.003152  0.003302    1.6034    1.6907  0.00412  0.00580  0.00795
   0.30330  0.70621  0.07457  1.16278  0.004867  0.002940  0.003212    1.6492    1.6772  0.00397  0.00566  0.00775
   0.31976  0.69043  0.07926  1.18312  0.004746  0.002740  0.002970    1.7253    1.6564  0.00384  0.00561  0.00752
   0.33606  0.67479  0.08384  1.20439  0.004744  0.002546  0.002507    1.8561    1.6250  0.00369  0.00571  0.00723
   0.35216  0.65932  0.08830  1.22932  0.004923  0.002336  0.001761    2.0994    1.5798  0.00353  0.00605  0.00686
   0.36804  0.64403  0.09259  1.26692  0.005349  0.002043  0.000788    2.6080    1.5254  0.00328  0.00678  0.00634
   0.38369  0.62893  0.09669  1.33911  0.005995  0.001526 -0.000019    3.9152    1.5161  0.00274  0.00803  0.00556
   0.39911  0.61401  0.10057  1.43137  0.006572  0.000927 -0.000199    7.0673    1.5645  0.00190  0.00941  0.00425
