#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H       H*        P         m          K          tau         Di
   0.00000  1.00000  0.00000  0.90062  0.011479  0.006634  0.001536    1.7264    1.6503  0.00538  0.01034  0.00800
   0.00902  0.99119  0.00195  0.91250  0.010706  0.006311  0.001689    1.6922    1.6603  0.00526  0.00977  0.00796
   0.02056  0.97995  0.00454  0.92356  0.010091  0.006026  0.001814    1.6706    1.6670  0.00514  0.00932  0.00791
   0.03339  0.96747  0.00755  0.93561  0.009487  0.005733  0.001947    1.6506    1.6735  0.00502  0.00888  0.00786
   0.04753  0.95376  0.01097  0.94831  0.008916  0.005443  0.002082    1.6338    1.6792  0.00490  0.00846  0.00779
   0.06287  0.93890  0.01480  0.96194  0.008365  0.005151  0.002221    1.6194    1.6842  0.00477  0.00805  0.00772
   0.07925  0.92306  0.01900  0.97643  0.007838  0.004862  0.002364    1.6078    1.6885  0.00464  0.00765  0.00764
   0.09649  0.90644  0.02356  0.99215  0.007323  0.004569  0.002516    1.5980    1.6924  0.00450  0.00727  0.00755
   0.11444  0.88917  0.02844  1.00938  0.006814  0.004273  0.002679    1.5899    1.6958  0.00435  0.00688  0.00745
   0.13296  0.87138  0.03359  1.02791  0.006327  0.003979  0.002847    1.5850    1.6983  0.00420  0.00650  0.00734
   0.15192  0.85319  0.03896  1.04782  0.005865  0.003690  0.003013    1.5841    1.6996  0.00405  0.00615  0.00722
   0.17124  0.83470  0.04453  1.06963  0.005420  0.003402  0.003179    1.5877    1.6995  0.00389  0.00580  0.00708
   0.19072  0.81605  0.05018  1.09231  0.005028  0.003129  0.003303    1.6011    1.6963  0.00373  0.00549  0.00692
   0.21012  0.79749  0.05583  1.11663  0.004676  0.002865  0.003377    1.6261    1.6898  0.00357  0.00522  0.00674
   0.22926  0.77917  0.06134  1.14009  0.004432  0.002632  0.003292    1.6780    1.6757  0.00342  0.00505  0.00654
   0.24804  0.76115  0.06665  1.16258  0.004326  0.002426  0.002958    1.7765    1.6508  0.00328  0.00503  0.00629
   0.26640  0.74349  0.07169  1.18564  0.004402  0.002232  0.002286    1.9652    1.6107  0.00314  0.00522  0.00599
   0.28437  0.72617  0.07643  1.21452  0.004764  0.002009  0.001252    2.3630    1.5535  0.00296  0.00579  0.00559
   0.30207  0.70903  0.08088  1.26619  0.005448  0.001639  0.000207    3.3127    1.5060  0.00263  0.00690  0.00501
