# CP-F1,   ALPHA= 30 DEG.,  RE= 43 MIO.
# 
# NOMENCLATURE:
# ALPHA     MODEL INCIDENCE
# RE        REYNOLDS NUMBER BASED ON MODEL LENGTH
# DPN       DATA POINT NUMBER
# PHI       CIRCUMFERENTIAL MODEL ANGLE
# I         NUMBER OF PRESSURE TAP
# X0/L      X-LOCATION OF PRESSURE TAP
# CP        PRESSURE COEFFICIENT
# 
# DPN    PHI  I   X0/L     CP
100304  65.1 16  0.1079 -0.3872
100304  65.1 17  0.1284 -0.4016
100304  65.1 18  0.1489 -0.4433
100304  65.1 19  0.1901 -0.4587
100304  65.1 20  0.2315 -0.4858
100304  65.1 21  0.2728 -0.5239
100304  65.1 22  0.3145 -0.5201
100304  65.1 23  0.3561 -0.5339
100304  65.1 24  0.3978 -0.5410
100304  65.1 25  0.4394 -0.5760
100304  65.1 26  0.4811 -0.5957
100304  65.1 27  0.5228 -0.5696
100304  65.1 28  0.5644 -0.5638
100304  65.3 29  0.6061 -0.5468
100304  65.1 30  0.6478 -0.5506
100304  65.1 31  0.6894 -0.5422
100304  65.1 32  0.7309 -0.5297
100304  65.1 33  0.7725 -0.5670
100304  65.1 34  0.8139 -0.4816
100304  65.1 35  0.8346 -0.4763
100304  65.1 36  0.8552 -0.4488
100304  65.1 37  0.8758 -0.4158
100304  65.1 38  0.9166 -0.3116
100304  65.1 39  0.9365 -0.2229
100304  65.1 40  0.9544 -0.0638
100304  65.1 41  0.9717  0.1161
100305  70.0  1  0.0000  0.1293
100305  70.0  2  0.0006  0.2062
100305  70.0  3  0.0022  0.1971
100305  70.0  4  0.0046  0.0996
100305  70.0  5  0.0074  0.0143
100305  70.0  6  0.0105 -0.0755
100305  70.0  7  0.0137 -0.1182
100305  70.0  8  0.0172 -0.1584
100305  70.0  9  0.0208 -0.2259
100305  70.0 10  0.0282 -0.2699
100305  70.0 11  0.0358 -0.3114
100305  70.0 12  0.0435 -0.3311
100305  70.0 13  0.0555 -0.3846
100305  70.0 14  0.0674 -0.4287
100305  70.0 15  0.0876 -0.4547
100305  70.0 16  0.1079 -0.4759
100305  70.0 17  0.1284 -0.4885
100305  70.0 18  0.1489 -0.5276
100305  70.0 19  0.1901 -0.5340
100305  70.0 20  0.2315 -0.5612
100305  70.0 21  0.2728 -0.5981
100305  70.0 22  0.3145 -0.5888
100305  70.0 23  0.3561 -0.6017
100305  70.0 24  0.3978 -0.6048
100305  70.0 25  0.4394 -0.6376
100305  70.0 26  0.4811 -0.6566
100305  70.0 27  0.5228 -0.6226
100305  70.0 28  0.5644 -0.6113
100305  70.0 29  0.6061 -0.5836
100305  70.0 30  0.6478 -0.5906
100305  70.0 31  0.6894 -0.5776
100305  70.0 32  0.7309 -0.5567
100305  70.0 33  0.7725 -0.5818
100305  70.0 34  0.8139 -0.5022
100305  70.0 35  0.8346 -0.4932
100305  70.0 36  0.8552 -0.4368
100305  70.0 37  0.8758 -0.4258
100305  70.0 38  0.9166 -0.2832
100305  70.0 39  0.9365 -0.1690
100305  70.0 40  0.9544 -0.0099
100305  70.0 41  0.9717  0.1579
100306  75.0  1  0.0000  0.1320
100306  75.0  2  0.0006  0.1596
100306  75.0  3  0.0022  0.1223
100306  75.0  4  0.0046  0.0098
100306  75.0  5  0.0074 -0.0911
100306  75.0  6  0.0105 -0.1821
100306  75.0  7  0.0137 -0.2208
100306  75.0  8  0.0172 -0.2598
100306  75.0  9  0.0208 -0.3245
100306  75.0 10  0.0282 -0.3632
100306  75.0 11  0.0358 -0.4021
100306  75.0 12  0.0435 -0.4222
100306  74.9 13  0.0555 -0.4691
100306  74.9 14  0.0674 -0.5111
100306  74.9 15  0.0876 -0.5319
100306  75.0 16  0.1079 -0.5492
100306  75.0 17  0.1284 -0.5650
100306  75.0 18  0.1489 -0.5935
100306  75.0 19  0.1901 -0.6042
100306  75.0 20  0.2315 -0.6193
100306  75.0 21  0.2728 -0.6533
100306  75.0 22  0.3145 -0.6430
100306  75.0 23  0.3561 -0.6524
100306  75.0 24  0.3978 -0.6566
100306  75.0 25  0.4394 -0.6874
100306  75.0 26  0.4811 -0.7030
100306  75.0 27  0.5228 -0.6699
100306  75.0 28  0.5644 -0.6450
100306  75.0 29  0.6061 -0.6230
100306  74.9 30  0.6478 -0.6129
100306  74.9 31  0.6894 -0.6002
100306  75.0 32  0.7309 -0.5747
100306  75.0 33  0.7725 -0.5949
100306  75.0 34  0.8139 -0.4974
100306  75.0 35  0.8346 -0.4820
100306  75.0 36  0.8552 -0.4499
100306  75.0 37  0.8758 -0.3865
100306  75.0 38  0.9166 -0.2101
100306  75.0 39  0.9365 -0.0892
100306  75.0 40  0.9544  0.0587
100306  75.0 41  0.9717  0.1853
100307  80.0  1  0.0000  0.1340
100307  80.0  2  0.0006  0.1185
100307  80.0  3  0.0022  0.0480
100307  80.0  4  0.0046 -0.0840
100307  80.0  5  0.0074 -0.1839
100307  80.0  6  0.0105 -0.2775
100307  80.0  7  0.0137 -0.3134
100307  80.0  8  0.0172 -0.3512
100307  80.0  9  0.0208 -0.4189
100307  80.0 10  0.0282 -0.4558
100307  79.9 11  0.0358 -0.4877
100307  79.9 12  0.0435 -0.5061
100307  80.0 13  0.0555 -0.5461
100307  80.0 14  0.0674 -0.5781
100307  80.0 15  0.0876 -0.6051
100307  80.0 16  0.1079 -0.6154
100307  80.0 17  0.1284 -0.6210
100307  80.0 18  0.1489 -0.6593
100307  80.0 19  0.1901 -0.6607
100307  80.0 20  0.2315 -0.6787
100307  80.0 21  0.2728 -0.7041
100307  80.0 22  0.3145 -0.6895
100307  80.0 23  0.3561 -0.6913
100307  80.0 24  0.3978 -0.6999
100307  80.0 25  0.4394 -0.7177
100307  80.0 26  0.4811 -0.7319
100307  79.8 27  0.5228 -0.6900
100307  79.8 28  0.5644 -0.6610
100307  79.8 29  0.6061 -0.6374
100307  80.0 30  0.6478 -0.6245
100307  80.0 31  0.6894 -0.5930
100307  80.0 32  0.7309 -0.5688
100307  80.0 33  0.7725 -0.5607
100307  80.0 34  0.8139 -0.4610
100307  80.0 35  0.8346 -0.4341
100307  80.0 36  0.8552 -0.3711
100307  80.0 37  0.8758 -0.3224
100307  80.0 38  0.9166 -0.1112
100307  80.0 39  0.9365 -0.0012
100307  80.0 40  0.9544  0.0921
100307  80.0 41  0.9717  0.2016
100308  85.2  1  0.0000  0.1243
100308  85.2  2  0.0006  0.0646
100308  85.2  3  0.0022 -0.0316
100308  85.2  4  0.0046 -0.1714
100308  85.2  5  0.0074 -0.2674
100308  85.2  6  0.0105 -0.3702
100308  85.2  7  0.0137 -0.4087
100308  85.2  8  0.0172 -0.4384
100308  85.1  9  0.0208 -0.5026
100308  85.0 10  0.0282 -0.5340
100308  85.2 11  0.0358 -0.5666
100308  85.2 12  0.0435 -0.5775
100308  85.2 13  0.0555 -0.6191
100308  85.2 14  0.0674 -0.6515
100308  85.2 15  0.0876 -0.6624
100308  85.2 16  0.1079 -0.6744
100308  85.2 17  0.1284 -0.6797
100308  85.2 18  0.1489 -0.7117
100308  85.2 19  0.1901 -0.7088
100308  85.2 20  0.2315 -0.7118
100308  85.2 21  0.2728 -0.7406
100308  85.2 22  0.3145 -0.7212
100308  85.2 23  0.3561 -0.7190
100308  85.1 24  0.3978 -0.7196
100308  85.0 25  0.4394 -0.7261
100308  85.2 26  0.4811 -0.7436
100308  85.2 27  0.5228 -0.7049
100308  85.2 28  0.5644 -0.6665
100308  85.2 29  0.6061 -0.6342
100308  85.2 30  0.6478 -0.6130
100308  85.2 31  0.6894 -0.5692
100308  85.2 32  0.7309 -0.5426
100308  85.2 33  0.7725 -0.5166
100308  85.2 34  0.8139 -0.3951
100308  85.2 35  0.8346 -0.3459
100308  85.2 36  0.8552 -0.2740
100308  85.2 37  0.8758 -0.2014
100308  85.2 38  0.9166 -0.0327
100308  85.2 39  0.9365  0.0501
100308  85.2 40  0.9544  0.1204
100308  85.2 41  0.9717  0.1973
100309  90.2  1  0.0000  0.1366
100309  90.2  2  0.0006  0.0171
100309  90.1  3  0.0022 -0.1029
100309  90.1  4  0.0046 -0.2466
100309  90.2  5  0.0074 -0.3559
100309  90.2  6  0.0105 -0.4516
100309  90.0  7  0.0137 -0.4855
100309  90.0  8  0.0172 -0.5241
100309  90.2  9  0.0208 -0.5760
100309  90.2 10  0.0282 -0.6015
100309  90.2 11  0.0358 -0.6287
100309  90.2 12  0.0435 -0.6444
100309  90.1 13  0.0555 -0.6748
100309  90.2 14  0.0674 -0.6956
100309  90.2 15  0.0876 -0.7052
100309  90.1 16  0.1079 -0.7124
100309  90.2 17  0.1284 -0.7136
100309  90.2 18  0.1489 -0.7410
100309  90.2 19  0.1901 -0.7314
100309  90.2 20  0.2315 -0.7416
100309  90.2 21  0.2728 -0.7568
100309  90.2 22  0.3145 -0.7372
100309  90.0 23  0.3561 -0.7324
100309  89.9 24  0.3978 -0.7175
100309  90.0 25  0.4394 -0.7395
100309  90.1 26  0.4811 -0.7414
100309  90.2 27  0.5228 -0.6965
100309  90.2 28  0.5644 -0.6591
100309  90.1 29  0.6061 -0.6200
100309  90.2 30  0.6478 -0.5910
100309  90.1 31  0.6894 -0.5348
100309  90.1 32  0.7309 -0.4902
100309  90.2 33  0.7725 -0.4532
100309  90.2 34  0.8139 -0.3290
100309  90.1 35  0.8346 -0.2510
100309  90.1 36  0.8552 -0.1937
100309  90.2 37  0.8758 -0.0973
100309  90.2 38  0.9166  0.0170
100309  90.2 39  0.9365  0.0663
100309  90.1 40  0.9544  0.1255
100309  90.0 41  0.9717  0.1876
100310   0.2  1  0.0000  0.0992
100310   0.2  2  0.0006  0.5750
100310   0.2  3  0.0022  0.8683
100310   0.2  4  0.0046  0.9852
100310   0.2  5  0.0074  1.0061
100310   0.2  6  0.0105  0.9969
100310   0.2  7  0.0137  0.9741
100310   0.2  8  0.0172  0.9392
100310   0.2  9  0.0208  0.9004
100310   0.2 10  0.0282  0.8457
100310   0.2 11  0.0358  0.7908
100310   0.2 12  0.0435  0.7490
100310   0.2 13  0.0555  0.6830
100310   0.2 14  0.0674  0.6351
100310   0.2 15  0.0876  0.5777
100310   0.2 16  0.1079  0.5329
100310   0.2 17  0.1284  0.4930
100310   0.2 18  0.1489  0.4628
100310   0.2 19  0.1901  0.4194
100310   0.2 20  0.2315  0.3746
100310   0.2 21  0.2728  0.3347
100310   0.2 22  0.3145  0.3061
100310   0.2 23  0.3561  0.2827
100310   0.2 24  0.3978  0.2616
100310   0.2 25  0.4394  0.2285
100310   0.2 26  0.4811  0.1829
100310   0.2 27  0.5228  0.1809
100310   0.2 28  0.5644  0.1646
100310   0.2 29  0.6061  0.1485
100310   0.2 30  0.6478  0.1263
100310   0.2 31  0.6894  0.1004
100310   0.2 32  0.7309  0.0703
100310   0.2 33  0.7725  0.0088
100310   0.2 34  0.8139  0.0063
100310   0.2 35  0.8346 -0.0064
100310   0.2 36  0.8552 -0.0145
100310   0.2 37  0.8758 -0.0402
100310   0.2 38  0.9166 -0.0517
100310   0.2 39  0.9365 -0.0738
100310   0.2 40  0.9544 -0.0323
100310   0.2 41  0.9717  0.2099
100311   0.2  1  0.0000  0.0972
100311   0.2  2  0.0006  0.5709
100311   0.2  3  0.0022  0.8665
100311   0.2  4  0.0046  0.9860
100311   0.2  5  0.0074  1.0135
100311   0.2  6  0.0105  0.9992
100311   0.2  7  0.0137  0.9726
100311   0.2  8  0.0172  0.9372
100311   0.2  9  0.0208  0.9057
100311   0.2 10  0.0282  0.8460
100311   0.2 11  0.0358  0.7946
100311   0.2 12  0.0435  0.7446
100311   0.2 13  0.0555  0.6869
100311   0.2 14  0.0674  0.6353
100311   0.1 15  0.0876  0.5786
100311   0.1 16  0.1079  0.5359
100311   0.2 17  0.1284  0.5005
100311   0.1 18  0.1489  0.4622
100311   0.2 19  0.1901  0.4103
100311   0.2 20  0.2315  0.3765
100311   0.2 21  0.2728  0.3323
100311   0.2 22  0.3145  0.3082
100311   0.1 23  0.3561  0.2784
100311   0.2 24  0.3978  0.2569
100311   0.1 25  0.4394  0.2235
100311   0.2 26  0.4811  0.1799
100311   0.2 27  0.5228  0.1832
100311   0.2 28  0.5644  0.1642
100311   0.2 29  0.6061  0.1534
100311   0.2 30  0.6478  0.1221
100311   0.2 31  0.6894  0.1042
100311   0.2 32  0.7309  0.0723
100311   0.2 33  0.7725  0.0118
100311   0.2 34  0.8139  0.0112
100311   0.2 35  0.8346 -0.0007
100311   0.1 36  0.8552 -0.0205
100311   0.2 37  0.8758 -0.0397
100311   0.2 38  0.9166 -0.0563
100311   0.2 39  0.9365 -0.0774
100311   0.2 40  0.9544 -0.0294
100311   0.2 41  0.9717  0.2095
100312  90.2  1  0.0000  0.1543
100312  90.2  2  0.0006  0.0233
100312  90.2  3  0.0022 -0.0876
100312  90.2  4  0.0046 -0.2287
100312  90.2  5  0.0074 -0.3347
100312  90.2  6  0.0105 -0.4376
100312  90.2  7  0.0137 -0.4688
100312  90.2  8  0.0172 -0.5028
100312  90.2  9  0.0208 -0.5697
100312  90.2 10  0.0282 -0.5920
100312  90.2 11  0.0358 -0.6134
100312  90.2 12  0.0435 -0.6279
100312  90.2 13  0.0555 -0.6574
100312  90.2 14  0.0674 -0.6945
100312  90.2 15  0.0876 -0.7041
100312  90.2 16  0.1079 -0.6992
100312  90.2 17  0.1284 -0.7093
100312  90.2 18  0.1489 -0.7323
100312  90.2 19  0.1901 -0.7173
100312  90.2 20  0.2315 -0.7270
100312  90.2 21  0.2728 -0.7543
100312  90.2 22  0.3145 -0.7265
100312  90.2 23  0.3561 -0.7242
100312  90.2 24  0.3978 -0.7190
100312  90.2 25  0.4394 -0.7303
100312  90.2 26  0.4811 -0.7312
100312  90.2 27  0.5228 -0.6884
100312  90.2 28  0.5644 -0.6513
100312  90.2 29  0.6061 -0.6128
100312  90.2 30  0.6478 -0.5851
100312  90.2 31  0.6894 -0.5485
100312  90.2 32  0.7309 -0.4948
100312  90.2 33  0.7725 -0.4558
100312  90.2 34  0.8139 -0.3321
100312  90.2 35  0.8346 -0.2699
100312  90.2 36  0.8552 -0.2142
100312  90.2 37  0.8758 -0.1323
100312  90.2 38  0.9166  0.0106
100312  90.2 39  0.9365  0.0623
100312  90.2 40  0.9544  0.1142
100312  90.2 41  0.9717  0.1846
100313  92.6  1  0.0000  0.1509
100313  92.6  2  0.0006 -0.0063
100313  92.6  3  0.0022 -0.1198
100313  92.6  4  0.0046 -0.2730
100313  92.6  5  0.0074 -0.3769
100313  92.6  6  0.0105 -0.4767
100313  92.6  7  0.0137 -0.5030
100313  92.6  8  0.0172 -0.5342
100313  92.6  9  0.0208 -0.5991
100313  92.6 10  0.0282 -0.6118
100313  92.6 11  0.0358 -0.6440
100313  92.6 12  0.0435 -0.6574
100313  92.6 13  0.0555 -0.6824
100313  92.6 14  0.0674 -0.7101
100313  92.6 15  0.0876 -0.7180
100313  92.6 16  0.1079 -0.7207
100313  92.6 17  0.1284 -0.7186
100313  92.6 18  0.1489 -0.7459
100313  92.6 19  0.1901 -0.7277
100313  92.6 20  0.2315 -0.7335
100313  92.6 21  0.2728 -0.7549
100313  92.6 22  0.3145 -0.7320
100313  92.6 23  0.3561 -0.7261
100313  92.6 24  0.3978 -0.7174
100313  92.6 25  0.4394 -0.7277
100313  92.6 26  0.4811 -0.7194
100313  92.6 27  0.5228 -0.6770
100313  92.6 28  0.5644 -0.6376
100313  92.6 29  0.6061 -0.5939
100313  92.6 30  0.6478 -0.5672
100313  92.6 31  0.6894 -0.5171
100313  92.6 32  0.7309 -0.4668
100313  92.6 33  0.7725 -0.4095
100313  92.6 34  0.8139 -0.2733
100313  92.6 35  0.8346 -0.2197
100313  92.6 36  0.8552 -0.1305
100313  92.6 37  0.8758 -0.0924
100313  92.6 38  0.9166  0.0198
100313  92.6 39  0.9365  0.0694
100313  92.6 40  0.9544  0.1172
100313  92.6 41  0.9717  0.1900
100314  95.2  1  0.0000  0.1525
100314  95.1  2  0.0006 -0.0200
100314  95.2  3  0.0022 -0.1488
100314  95.2  4  0.0046 -0.3072
100314  95.2  5  0.0074 -0.4065
100314  95.1  6  0.0105 -0.5109
100314  95.2  7  0.0137 -0.5346
100314  95.2  8  0.0172 -0.5718
100314  95.2  9  0.0208 -0.6252
100314  95.2 10  0.0282 -0.6467
100314  95.2 11  0.0358 -0.6663
100314  95.2 12  0.0435 -0.6757
100314  95.2 13  0.0555 -0.6970
100314  95.2 14  0.0674 -0.7219
100314  95.2 15  0.0876 -0.7338
100314  95.2 16  0.1079 -0.7279
100314  95.2 17  0.1284 -0.7267
100314  95.2 18  0.1489 -0.7512
100314  95.2 19  0.1901 -0.7332
100314  95.1 20  0.2315 -0.7369
100314  95.2 21  0.2728 -0.7533
100314  95.1 22  0.3145 -0.7299
100314  95.1 23  0.3561 -0.7202
100314  95.2 24  0.3978 -0.7086
100314  95.2 25  0.4394 -0.7189
100314  95.2 26  0.4811 -0.7085
100314  95.2 27  0.5228 -0.6611
100314  95.2 28  0.5644 -0.6178
100314  95.1 29  0.6061 -0.5700
100314  95.2 30  0.6478 -0.5376
100314  95.1 31  0.6894 -0.4889
100314  95.1 32  0.7309 -0.4244
100314  95.2 33  0.7725 -0.3534
100314  95.2 34  0.8139 -0.2153
100314  95.2 35  0.8346 -0.1466
100314  95.1 36  0.8552 -0.0955
100314  95.2 37  0.8758 -0.0614
100314  95.1 38  0.9166  0.0224
100314  95.1 39  0.9365  0.0641
100314  95.2 40  0.9544  0.1154
100314  95.2 41  0.9717  0.1943
100315  97.6  1  0.0000  0.1541
100315  97.5  2  0.0006 -0.0322
100315  97.6  3  0.0022 -0.1807
100315  97.6  4  0.0046 -0.3457
100315  97.6  5  0.0074 -0.4418
100315  97.6  6  0.0105 -0.5445
100315  97.5  7  0.0137 -0.5580
100315  97.6  8  0.0172 -0.5957
100315  97.6  9  0.0208 -0.6502
100315  97.6 10  0.0282 -0.6633
100315  97.6 11  0.0358 -0.6916
100315  97.6 12  0.0435 -0.6916
100315  97.6 13  0.0555 -0.7160
100315  97.6 14  0.0674 -0.7384
100315  97.6 15  0.0876 -0.7342
100315  97.6 16  0.1079 -0.7314
100315  97.6 17  0.1284 -0.7347
100315  97.6 18  0.1489 -0.7485
100315  97.6 19  0.1901 -0.7309
100315  97.6 20  0.2315 -0.7378
100315  97.6 21  0.2728 -0.7502
100315  97.6 22  0.3145 -0.7206
100315  97.6 23  0.3561 -0.7111
100315  97.6 24  0.3978 -0.6975
100315  97.5 25  0.4394 -0.7033
100315  97.6 26  0.4811 -0.6904
100315  97.6 27  0.5228 -0.6423
100315  97.6 28  0.5644 -0.5933
100315  97.6 29  0.6061 -0.5474
100315  97.6 30  0.6478 -0.5008
100315  97.6 31  0.6894 -0.4489
100315  97.6 32  0.7309 -0.3742
100315  97.5 33  0.7725 -0.3003
100315  97.6 34  0.8139 -0.1627
100315  97.6 35  0.8346 -0.1143
100315  97.6 36  0.8552 -0.0975
100315  97.6 37  0.8758 -0.0647
100315  97.5 38  0.9166  0.0181
100315  97.6 39  0.9365  0.0656
100315  97.6 40  0.9544  0.1072
100315  97.5 41  0.9717  0.2073
100316 100.1  1  0.0000  0.1560
100316 100.1  2  0.0006 -0.0617
100316 100.1  3  0.0022 -0.2110
100316 100.1  4  0.0046 -0.3816
100316 100.1  5  0.0074 -0.4851
100316 100.1  6  0.0105 -0.5696
100316 100.1  7  0.0137 -0.5996
100316 100.1  8  0.0172 -0.6224
100316 100.1  9  0.0208 -0.6693
100316 100.1 10  0.0282 -0.6831
100316 100.1 11  0.0358 -0.7054
100316 100.1 12  0.0435 -0.7085
100316 100.1 13  0.0555 -0.7247
100316 100.1 14  0.0674 -0.7463
100316 100.1 15  0.0876 -0.7438
100316 100.1 16  0.1079 -0.7366
100316 100.1 17  0.1284 -0.7385
100316 100.1 18  0.1489 -0.7487
100316 100.1 19  0.1901 -0.7269
100316 100.1 20  0.2315 -0.7253
100316 100.1 21  0.2728 -0.7380
100316 100.1 22  0.3145 -0.7107
100316 100.1 23  0.3561 -0.6985
100316 100.1 24  0.3978 -0.6796
100316 100.1 25  0.4394 -0.6803
100316 100.1 26  0.4811 -0.6640
100316 100.0 27  0.5228 -0.6165
100316 100.1 28  0.5644 -0.5609
100316 100.1 29  0.6061 -0.5022
100316 100.1 30  0.6478 -0.4550
100316 100.1 31  0.6894 -0.3821
100316 100.1 32  0.7309 -0.3125
100316 100.1 33  0.7725 -0.2161
100316 100.1 34  0.8139 -0.1226
100316 100.1 35  0.8346 -0.0918
100316 100.1 36  0.8552 -0.0832
100316 100.1 37  0.8758 -0.0461
100316 100.1 38  0.9166  0.0203
100316 100.1 39  0.9365  0.0508
100316 100.1 40  0.9544  0.1073
100316 100.1 41  0.9717  0.2187
100317 102.5  1  0.0000  0.1475
100317 102.5  2  0.0006 -0.0834
100317 102.5  3  0.0022 -0.2422
100317 102.5  4  0.0046 -0.4122
100317 102.5  5  0.0074 -0.5070
100317 102.5  6  0.0105 -0.5944
100317 102.5  7  0.0137 -0.6249
100317 102.5  8  0.0172 -0.6522
100317 102.5  9  0.0208 -0.6971
100317 102.5 10  0.0282 -0.7067
100317 102.5 11  0.0358 -0.7184
100317 102.5 12  0.0435 -0.7223
100317 102.5 13  0.0555 -0.7358
100317 102.5 14  0.0674 -0.7563
100317 102.5 15  0.0876 -0.7466
100317 102.5 16  0.1079 -0.7418
100317 102.5 17  0.1284 -0.7324
100317 102.5 18  0.1489 -0.7492
100317 102.5 19  0.1901 -0.7256
100317 102.5 20  0.2315 -0.7273
100317 102.5 21  0.2728 -0.7282
100317 102.5 22  0.3145 -0.7012
100317 102.5 23  0.3561 -0.6831
100317 102.5 24  0.3978 -0.6618
100317 102.5 25  0.4394 -0.6599
100317 102.5 26  0.4811 -0.6403
100317 102.5 27  0.5228 -0.5830
100317 102.5 28  0.5644 -0.5241
100317 102.5 29  0.6061 -0.4651
100317 102.5 30  0.6478 -0.4089
100317 102.5 31  0.6894 -0.3306
100317 102.5 32  0.7309 -0.2374
100317 102.5 33  0.7725 -0.1662
100317 102.5 34  0.8139 -0.1117
100317 102.5 35  0.8346 -0.0808
100317 102.5 36  0.8552 -0.0742
100317 102.5 37  0.8758 -0.0566
100317 102.5 38  0.9166  0.0196
100317 102.5 39  0.9365  0.0607
100317 102.5 40  0.9544  0.1040
100317 102.5 41  0.9717  0.2212
100318 105.1  1  0.0000  0.1510
100318 105.1  2  0.0006 -0.1106
100318 105.1  3  0.0022 -0.2754
100318 105.1  4  0.0046 -0.4401
100318 105.1  5  0.0074 -0.5414
100318 105.1  6  0.0105 -0.6325
100318 105.1  7  0.0137 -0.6433
100318 105.1  8  0.0172 -0.6670
100318 105.1  9  0.0208 -0.7170
100318 105.1 10  0.0282 -0.7139
100318 105.1 11  0.0358 -0.7291
100318 105.1 12  0.0435 -0.7325
100318 105.1 13  0.0555 -0.7346
100318 105.1 14  0.0674 -0.7584
100318 105.1 15  0.0876 -0.7471
100318 105.1 16  0.1079 -0.7350
100318 105.1 17  0.1284 -0.7290
100318 105.1 18  0.1489 -0.7493
100318 105.1 19  0.1901 -0.7170
100318 105.1 20  0.2315 -0.7014
100318 105.1 21  0.2728 -0.7110
100318 105.1 22  0.3145 -0.6751
100318 105.1 23  0.3561 -0.6613
100318 105.1 24  0.3978 -0.6353
100318 105.1 25  0.4394 -0.6256
100318 105.1 26  0.4811 -0.5970
100318 105.1 27  0.5228 -0.5365
100318 105.1 28  0.5644 -0.4761
100318 105.1 29  0.6061 -0.3994
100318 105.1 30  0.6478 -0.3429
100318 105.1 31  0.6894 -0.2543
100318 105.1 32  0.7309 -0.1897
100318 105.1 33  0.7725 -0.1329
100318 105.1 34  0.8139 -0.0959
100318 105.1 35  0.8346 -0.0786
100318 105.1 36  0.8552 -0.0712
100318 105.1 37  0.8758 -0.0479
100318 105.0 38  0.9166  0.0100
100318 105.1 39  0.9365  0.0586
100318 105.1 40  0.9544  0.1077
100318 105.1 41  0.9717  0.2172
100319 107.7  1  0.0000  0.1463
100319 107.7  2  0.0006 -0.1267
100319 107.7  3  0.0022 -0.3046
100319 107.7  4  0.0046 -0.4719
100319 107.6  5  0.0074 -0.5613
100319 107.7  6  0.0105 -0.6464
100319 107.7  7  0.0137 -0.6704
100319 107.7  8  0.0172 -0.6878
100319 107.7  9  0.0208 -0.7254
100319 107.7 10  0.0282 -0.7283
100319 107.7 11  0.0358 -0.7353
100319 107.7 12  0.0435 -0.7352
100319 107.7 13  0.0555 -0.7439
100319 107.7 14  0.0674 -0.7552
100319 107.7 15  0.0876 -0.7424
100319 107.7 16  0.1079 -0.7286
100319 107.7 17  0.1284 -0.7182
100319 107.7 18  0.1489 -0.7265
100319 107.7 19  0.1901 -0.6959
100319 107.7 20  0.2315 -0.6969
100319 107.7 21  0.2728 -0.6887
100319 107.7 22  0.3145 -0.6550
100319 107.7 23  0.3561 -0.6289
100319 107.7 24  0.3978 -0.6024
100319 107.7 25  0.4394 -0.5937
100319 107.7 26  0.4811 -0.5574
100319 107.7 27  0.5228 -0.4874
100319 107.7 28  0.5644 -0.4264
100319 107.7 29  0.6061 -0.3491
100319 107.7 30  0.6478 -0.2736
100319 107.7 31  0.6894 -0.2066
100319 107.7 32  0.7309 -0.1595
100319 107.7 33  0.7725 -0.1263
100319 107.7 34  0.8139 -0.0929
100319 107.7 35  0.8346 -0.0871
100319 107.7 36  0.8552 -0.0700
100319 107.7 37  0.8758 -0.0649
100319 107.6 38  0.9166  0.0100
100319 107.7 39  0.9365  0.0533
100319 107.7 40  0.9544  0.1100
100319 107.7 41  0.9717  0.2172
100320 110.0  1  0.0000  0.1456
100320 110.0  2  0.0006 -0.1502
100320 110.0  3  0.0022 -0.3233
100320 110.0  4  0.0046 -0.4993
100320 110.0  5  0.0074 -0.5799
100320 110.0  6  0.0105 -0.6677
100320 110.0  7  0.0137 -0.6838
100320 110.0  8  0.0172 -0.7133
100320 110.0  9  0.0208 -0.7452
100320 110.0 10  0.0282 -0.7357
100320 110.0 11  0.0358 -0.7423
100320 110.0 12  0.0435 -0.7416
100320 110.0 13  0.0555 -0.7418
100320 110.0 14  0.0674 -0.7560
100320 110.0 15  0.0876 -0.7386
100320 110.0 16  0.1079 -0.7232
100320 110.0 17  0.1284 -0.7081
100320 110.0 18  0.1489 -0.7183
100320 110.0 19  0.1901 -0.6829
100320 110.0 20  0.2315 -0.6738
100320 110.0 21  0.2728 -0.6682
100320 110.0 22  0.3145 -0.6268
100320 110.0 23  0.3561 -0.6028
100320 110.0 24  0.3978 -0.5744
100320 110.0 25  0.4394 -0.5439
100320 110.0 26  0.4811 -0.5106
100320 110.0 27  0.5228 -0.4365
100320 110.0 28  0.5644 -0.3680
100320 110.0 29  0.6061 -0.2863
100320 110.0 30  0.6478 -0.2240
100320 110.0 31  0.6894 -0.1763
100320 110.0 32  0.7309 -0.1452
100320 110.0 33  0.7725 -0.1287
100320 110.0 34  0.8139 -0.0849
100320 110.0 35  0.8346 -0.0907
100320 110.0 36  0.8552 -0.0751
100320 110.0 37  0.8758 -0.0658
100320 110.0 38  0.9166  0.0031
100320 110.0 39  0.9365  0.0539
100320 110.0 40  0.9544  0.1191
100320 110.0 41  0.9717  0.2192
100321 112.6  1  0.0000  0.1494
100321 112.7  2  0.0006 -0.1756
100321 112.7  3  0.0022 -0.3602
100321 112.7  4  0.0046 -0.5271
100321 112.6  5  0.0074 -0.5669
100321 112.6  6  0.0105 -0.6909
100321 112.7  7  0.0137 -0.7029
100321 112.6  8  0.0172 -0.7170
100321 112.6  9  0.0208 -0.7483
100321 112.7 10  0.0282 -0.7436
100321 112.7 11  0.0358 -0.7398
100321 112.7 12  0.0435 -0.7167
100321 112.7 13  0.0555 -0.7388
