##     BOUNDARY LAYER MEASUREMENT
#
#     MODEL: PROLATE SPHEROID 1:6, L =2.4 M
#     ARTIFICIAL TRANSITION AT X/2A = 0.2
#
#
# NOMENCLATURE:
# Z        DISTANCE FROM MODEL SURFACE (WALL NORMAL)
# UR       RESULTANT VELOCITY
# GAMMA    CROSS FLOW ANGLE
# U        LONGITUDINAL VELOCITY COMPONENT
# V        CIRCUMFERENTIAL VELOCITY COMPONENT
# URE      UR AT BOUNDARY LAYER EDGE
#
##     RUN: 124500                                        DATE:  6.10.  81
# 
#     MEASURING STATION:    X/2A= 0.64
# 
#     ANGLE OF INCIDENCE   ALPHA= 10.0 DEG.    CIRC. ANGLE  PHI= 155.2 DEG.
# 
#     FREE STREAM VELOCITY  UINF=  55.0 M/S       PATM=    98939.9 PA
# 
#     FREE STREAM TEMPERATURE TO= 314.5 K
# 
# 
#              Z      UR/URE     GAMMA     U/URE     V/URE      UR
#             (MM)      (-)      (DEG.)     (-)       (-)      (M/S)
              0.22     0.421     -3.83     0.419     -.028     23.08
              0.22     0.422     -3.82     0.419     -.028     23.12
              0.24     0.423     -3.82     0.420     -.028     23.18
              0.24     0.428     -3.74     0.426     -.028     23.48
              0.25     0.431     -3.75     0.428     -.028     23.62
              0.26     0.434     -3.76     0.432     -.028     23.80
              0.27     0.437     -3.73     0.434     -.028     23.95
              0.29     0.444     -3.74     0.442     -.029     24.35
              0.31     0.446     -3.78     0.444     -.029     24.47
              0.34     0.452     -3.79     0.450     -.030     24.80
              0.35     0.456     -3.80     0.454     -.030     25.03
              0.39     0.464     -3.82     0.462     -.031     25.47
              0.44     0.469     -3.87     0.467     -.032     25.74
              0.47     0.474     -3.87     0.472     -.032     26.03
              0.51     0.478     -3.81     0.476     -.032     26.22
              0.61     0.489     -3.66     0.487     -.031     26.83
              0.71     0.496     -3.59     0.494     -.031     27.21
              0.81     0.503     -3.64     0.501     -.032     27.62
              0.91     0.512     -3.64     0.510     -.032     28.10
              1.01     0.518     -3.59     0.516     -.032     28.45
              1.11     0.524     -3.52     0.522     -.032     28.76
              1.21     0.530     -3.46     0.528     -.032     29.10
              1.41     0.540     -3.45     0.538     -.032     29.64
              1.61     0.552     -3.36     0.550     -.032     30.30
              1.81     0.560     -3.24     0.558     -.032     30.74
              2.01     0.569     -3.07     0.566     -.030     31.21
              2.21     0.573     -2.94     0.571     -.029     31.45
              2.71     0.592     -2.69     0.591     -.028     32.52
              3.21     0.605     -2.47     0.603     -.026     33.20
              3.71     0.620     -2.22     0.618     -.024     34.04
              4.21     0.631     -1.86     0.629     -.020     34.65
              4.71     0.639     -1.57     0.638     -.017     35.10
              5.21     0.656     -1.24     0.655     -.014     36.04
              5.71     0.665     -1.00     0.664     -.012     36.54
              6.21     0.673     -0.57     0.672     -.007     36.97
              6.71     0.681     -0.15     0.680     -.002     37.41
              7.21     0.692      0.22     0.691     0.003     37.99
              7.71     0.703      0.51     0.702     0.006     38.61
              8.21     0.707      0.84     0.706     0.010     38.85
              8.71     0.716      1.18     0.715     0.015     39.36
              9.21     0.724      1.55     0.723     0.020     39.78
              9.71     0.731      1.89     0.729     0.024     40.15
             10.21     0.739      2.18     0.738     0.028     40.61
             11.21     0.752      2.87     0.750     0.038     41.32
             12.21     0.770      3.53     0.768     0.047     42.32
             13.21     0.783      4.15     0.780     0.057     43.03
             14.21     0.793      4.64     0.790     0.064     43.60
             15.21     0.806      5.15     0.802     0.072     44.31
             16.21     0.820      5.71     0.815     0.081     45.05
             18.21     0.846      6.77     0.839     0.100     46.50
             20.21     0.878      7.53     0.869     0.115     48.25
             22.21     0.901      8.20     0.892     0.128     49.56
             24.21     0.924      8.69     0.913     0.139     50.79
             26.21     0.949      8.86     0.937     0.146     52.17
             28.21     0.968      8.82     0.957     0.148     53.27
             30.21     0.983      8.56     0.972     0.146     54.09
             35.21     1.000      8.06     0.990     0.140     55.02
