##     BOUNDARY LAYER MEASUREMENT
#
#     MODEL: PROLATE SPHEROID 1:6, L =2.4 M
#     ARTIFICIAL TRANSITION AT X/2A = 0.2
#
#
# NOMENCLATURE:
# Z        DISTANCE FROM MODEL SURFACE (WALL NORMAL)
# UR       RESULTANT VELOCITY
# GAMMA    CROSS FLOW ANGLE
# U        LONGITUDINAL VELOCITY COMPONENT
# V        CIRCUMFERENTIAL VELOCITY COMPONENT
# URE      UR AT BOUNDARY LAYER EDGE
#
##     RUN: 124800                                        DATE:  6.10.  81
# 
#     MEASURING STATION:    X/2A= 0.64
# 
#     ANGLE OF INCIDENCE   ALPHA= 10.0 DEG.    CIRC. ANGLE  PHI= 180.0 DEG.
# 
#     FREE STREAM VELOCITY  UINF=  55.0 M/S       PATM=    98939.9 PA
# 
#     FREE STREAM TEMPERATURE TO= 315.4 K
# 
# 
#              Z      UR/URE     GAMMA     U/URE     V/URE      UR
#             (MM)      (-)      (DEG.)     (-)       (-)      (M/S)
              0.22     0.494      0.94     0.493     0.0       26.86
              0.23     0.498      0.96     0.496     0.0       27.05
              0.24     0.503      0.95     0.501     0.0       27.33
              0.25     0.507      0.85     0.505     0.0       27.55
              0.26     0.509      0.78     0.507     0.0       27.64
              0.28     0.517      0.64     0.516     0.0       28.12
              0.30     0.524      0.59     0.522     0.0       28.46
              0.32     0.527      0.61     0.526     0.0       28.67
              0.34     0.532      0.65     0.531     0.0       28.93
              0.38     0.537      0.68     0.536     0.0       29.21
              0.42     0.544      0.60     0.542     0.0       29.57
              0.46     0.550      0.61     0.549     0.0       29.93
              0.50     0.556      0.56     0.554     0.0       30.21
              0.60     0.570      0.60     0.568     0.0       30.97
              0.70     0.579      0.49     0.578     0.0       31.48
              0.80     0.590      0.52     0.589     0.0       32.08
              0.90     0.596      0.53     0.595     0.0       32.42
              1.00     0.606      0.61     0.604     0.0       32.94
              1.10     0.611      0.59     0.610     0.0       33.23
              1.20     0.622      0.59     0.621     0.0       33.84
              1.40     0.633      0.54     0.632     0.0       34.44
              1.60     0.642      0.57     0.641     0.0       34.93
              1.80     0.653      0.57     0.651     0.0       35.50
              2.00     0.663      0.59     0.662     0.0       36.06
              2.20     0.669      0.60     0.668     0.0       36.39
              2.70     0.691      0.66     0.690     0.0       37.60
              3.20     0.711      0.60     0.710     0.0       38.70
              3.70     0.724      0.56     0.723     0.0       39.40
              4.20     0.741      0.58     0.739     0.0       40.31
              4.70     0.752      0.63     0.751     0.0       40.94
              5.20     0.771      0.62     0.770     0.0       41.95
              5.70     0.782      0.58     0.781     0.0       42.57
              6.20     0.795      0.57     0.794     0.0       43.30
              6.70     0.806      0.58     0.805     0.0       43.86
              7.20     0.816      0.59     0.815     0.0       44.43
              7.70     0.828      0.61     0.827     0.0       45.08
              8.20     0.838      0.60     0.837     0.0       45.64
              8.70     0.850      0.62     0.849     0.0       46.29
              9.20     0.857      0.63     0.856     0.0       46.65
              9.70     0.865      0.65     0.864     0.0       47.09
             10.20     0.873      0.65     0.872     0.0       47.54
             11.20     0.890      0.66     0.889     0.0       48.46
             12.20     0.902      0.70     0.902     0.0       49.15
             13.20     0.916      0.72     0.915     0.0       49.90
             14.20     0.930      0.70     0.930     0.0       50.68
             15.20     0.939      0.72     0.939     0.0       51.16
             16.20     0.949      0.70     0.949     0.0       51.72
             18.20     0.963      0.78     0.962     0.0       52.47
             20.20     0.975      0.84     0.974     0.0       53.12
             22.20     0.986      0.91     0.986     0.0       53.74
             24.20     0.994      0.88     0.994     0.0       54.17
             26.20     0.997      0.84     0.997     0.0       54.34
             28.20     0.999      0.86     0.999     0.0       54.47
             30.20     1.000      0.91     1.000     0.0       54.51
