## NOMENCLATURE:
# PHI      CIRCUMFERENTIAL MODEL ANGLE
# CF       WALL SHEAR STRESS COEFFICIENT (= LOCAL WALL SHEAR STRESS
#                           NORMALIZED WITH FREE STREAM DYNAMIC PRESSURE)
# GAMMA    WALL SHEAR STRESS ANGLE
# 
# 
##                D F V L R   RESEARCH CENTER   A V A   GOETTINGEN
# 
#            WALL SHEAR STRESS MEASUREMENTS ON A 1:6 PROLATE SPHEROID
# 
#    3MX3M LOW SPEED WIND TUNNEL       ARTIFICIAL TRANSITION AT X0/2A= 0.2
# 
#    RUN: 0   3 5                             INCIDENCE  ALPHA= 10.0 DEG.
# 
#    VELOCITY  UINF= 55.0 M/S                 REYNOLDS N0.  RE= 0.770E+07
# 
#    MEASURING STATION:    NO.  1  ,  X0/2A= 0.053
# 
#   PHI     CF    GAMMA
#  (DEG)    --    (DEG)
   -4.8  0.00180  -3.4    
   -2.4  0.00181  -1.9    
    0.0  0.00189  -0.6    
    2.4  0.00193   0.8    
    4.8  0.00193   2.2    
    7.2  0.00196   3.3    
    9.6  0.00199   5.2    
   12.0  0.00199   6.2    
   14.4  0.00203   7.8    
   16.8  0.00206   9.2    
   19.2  0.00207  10.3    
   20.8  0.00209  11.5    
   24.0  0.00211  12.4    
   26.4  0.00211  13.7    
   28.8  0.00213  14.8    
   31.2  0.00214  15.8    
   33.6  0.00217  17.0    
   35.2  0.00216  17.8    
   37.6  0.00221  18.9    
   40.8  0.00222  19.5    
   43.2  0.00222  20.4    
   45.6  0.00225  21.1    
   48.0  0.00228  22.0    
   50.4  0.00226  22.5    
   52.8  0.00228  23.1    
   55.2  0.00229  23.9    
   57.6  0.00230  24.5    
   60.0  0.00228  24.7    
   62.4  0.00228  25.1    
   64.8  0.00229  25.5    
   67.2  0.00229  25.7    
   69.6  0.00230  25.9    
   72.0  0.00229  26.1    
   74.4  0.00230  26.3    
   76.8  0.00230  26.5    
   79.2  0.00228  26.5    
   81.6  0.00228  26.7    
   84.0  0.00226  26.6    
   86.4  0.00227  26.5    
   88.8  0.00223  26.6    
   91.2  0.00224  26.3
   93.6  0.00221  26.2
   96.0  0.00220  26.0
   98.4  0.00219  25.6
  100.8  0.00216  25.6
  103.2  0.00213  25.0
  105.6  0.00212  24.6
  108.0  0.00207  23.9
  110.4  0.00205  23.7
  112.8  0.00203  23.5
  114.4  0.00200  22.8
  117.6  0.00199  22.4
  120.0  0.00195  21.8
  122.4  0.00192  21.1
  124.8  0.00190  20.9
  127.2  0.00185  20.2
  129.6  0.00182  19.3
  132.0  0.00179  18.2
  134.4  0.00177  17.7
  136.8  0.00174  16.9
  139.2  0.00169  16.1
  141.6  0.00167  15.4
  144.0  0.00165  14.7
  146.4  0.00162  13.6
  148.8  0.00160  12.9
  151.2  0.00158  11.8
  153.6  0.00156  11.1
  156.0  0.00153  10.3
  158.4  0.00150   8.9
  160.8  0.00148   8.0
  163.2  0.00147   7.3
  165.6  0.00145   6.4
  168.0  0.00143   5.8
  170.4  0.00141   4.7
  172.8  0.00138   3.9
  175.2  0.00138   2.8
  177.6  0.00136   1.8
  180.0  0.00135   1.1
  182.4  0.00134  -0.0
  184.8  0.00133  -0.7
