##     BOUNDARY LAYER MEASUREMENT
#
#     MODEL: PROLATE SPHEROID 1:6, L =2.4 M
#     ARTIFICIAL TRANSITION AT X/2A = 0.2
#
#
# NOMENCLATURE:
# Z        DISTANCE FROM MODEL SURFACE (WALL NORMAL)
# UR       RESULTANT VELOCITY
# GAMMA    CROSS FLOW ANGLE
# U        LONGITUDINAL VELOCITY COMPONENT
# V        CIRCUMFERENTIAL VELOCITY COMPONENT
# URE      UR AT BOUNDARY LAYER EDGE
#
##     RUN: 405100                                        DATE: 23.08.1982
# 
#     MEASURING STATION:    X/2A= 0.56
# 
#     ANGLE OF INCIDENCE   ALPHA= 10.0 DEG.    CIRC. ANGLE  PHI= 150.0 DEG.
# 
#     FREE STREAM VELOCITY  UINF=  55.1 M/S       PATM=    99410.0 PA
# 
#     FREE STREAM TEMPERATURE TO= 309.8 K
# 
# 
#              Z      UR/URE     GAMMA     U/URE     V/URE      UR
#             (MM)      (-)      (DEG.)     (-)       (-)      (M/S)
              0.22     0.439     -0.28     0.438     -.002     24.63
              0.23     0.445     -0.21     0.444     -.002     24.97
              0.24     0.449     -0.19     0.447     -.001     25.19
              0.24     0.453     -0.24     0.452     -.002     25.43
              0.25     0.453     -0.24     0.452     -.002     25.43
              0.27     0.459     -0.26     0.457     -.002     25.73
              0.28     0.458     -0.21     0.457     -.002     25.71
              0.29     0.464     -0.25     0.462     -.002     26.01
              0.32     0.470     -0.20     0.468     -.002     26.34
              0.34     0.472     -0.17     0.470     -.001     26.47
              0.35     0.476     -0.13     0.474     -.001     26.70
              0.39     0.481     -0.02     0.480     -.000     27.01
              0.44     0.485      0.02     0.483     0.000     27.22
              0.48     0.493     -0.04     0.492     -.000     27.68
              0.52     0.498     -0.05     0.496     -.000     27.92
              0.62     0.505      0.04     0.504     0.000     28.36
              0.72     0.515      0.18     0.514     0.002     28.92
              0.82     0.526      0.25     0.524     0.002     29.51
              0.92     0.533      0.28     0.531     0.003     29.90
              1.02     0.538      0.29     0.537     0.003     30.21
              1.12     0.543      0.49     0.541     0.005     30.48
              1.22     0.550      0.55     0.548     0.005     30.85
              1.42     0.557      0.55     0.555     0.005     31.27
              1.62     0.569      0.70     0.567     0.007     31.94
              1.82     0.578      0.94     0.576     0.009     32.44
              2.02     0.588      1.07     0.586     0.011     33.01
              2.22     0.595      1.16     0.593     0.012     33.41
              2.72     0.612      1.47     0.610     0.016     34.38
              3.22     0.626      1.83     0.625     0.020     35.18
              3.72     0.642      2.18     0.640     0.024     36.03
              4.22     0.653      2.59     0.651     0.029     36.69
              4.72     0.671      2.86     0.669     0.033     37.71
              5.22     0.682      3.23     0.680     0.038     38.34
              5.72     0.696      3.55     0.693     0.043     39.10
              6.22     0.704      3.96     0.701     0.049     39.54
              6.72     0.717      4.18     0.714     0.052     40.29
              7.22     0.729      4.42     0.726     0.056     40.97
              7.72     0.738      4.69     0.735     0.060     41.49
              8.22     0.749      5.07     0.745     0.066     42.09
              8.72     0.761      5.28     0.757     0.070     42.79
              9.22     0.770      5.41     0.765     0.072     43.27
              9.72     0.779      5.71     0.774     0.077     43.78
             10.22     0.793      5.96     0.787     0.082     44.55
             11.22     0.808      6.56     0.801     0.092     45.41
             12.22     0.825      7.08     0.818     0.102     46.39
             13.22     0.845      7.52     0.836     0.110     47.49
             14.22     0.862      7.79     0.854     0.117     48.49
             15.22     0.876      8.07     0.866     0.123     49.25
             16.22     0.891      8.34     0.881     0.129     50.11
             18.22     0.921      8.83     0.909     0.141     51.79
             20.22     0.950      9.09     0.938     0.150     53.46
             22.22     0.969      9.19     0.956     0.155     54.52
             24.22     0.983      9.00     0.970     0.154     55.29
             26.22     0.990      8.85     0.978     0.152     55.71
             28.22     0.997      8.73     0.985     0.151     56.12
             30.22     0.998      8.64     0.986     0.150     56.16
             35.22     0.998      8.46     0.987     0.147     56.18
             40.22     0.998      8.28     0.988     0.144     56.19
             45.22     1.000      8.10     0.990     0.141     56.29
