# CP-NWG,  ALPHA= 10 DEG., RE= 7.7 MIO.
# 
# NOMENCLATURE:
# ALPHA     MODEL INCIDENCE
# RE        REYNOLDS NUMBER BASED ON MODEL LENGTH
# DPN       DATA POINT NUMBER
# PHI       CIRCUMFERENTIAL MODEL ANGLE
# I         NUMBER OF PRESSURE TAP
# X0/L      X-LOCATION OF PRESSURE TAP
# CP        PRESSURE COEFFICIENT
# 
# DPN    PHI  I   X0/L     CP
410215  48.0 36  0.8552 -0.1067
410215  48.0 37  0.8758 -0.0950
410215  48.0 38  0.8962 -0.0834
410215  48.0 39  0.9166 -0.0566
410215  48.0 40  0.9365 -0.0066
410215  48.0 41  0.9544  0.0792
410215  48.0 42  0.9717  0.2011
410216  52.8  1  0.0000  0.8961
410216  52.8  2  0.0006  0.9323
410216  52.8  3  0.0022  0.8453
410216  52.8  4  0.0046  0.7155
410216  52.8  5  0.0074  0.5994
410216  52.8  6  0.0105  0.4894
410216  52.8  7  0.0137  0.4305
410216  52.8  8  0.0172  0.3731
410216  52.8  9  0.0208  0.3276
410216  52.8 10  0.0282  0.2533
410216  52.8 11  0.0358  0.2004
410216  52.8 12  0.0435  0.1611
410216  52.8 13  0.0555  0.1128
410216  52.8 14  0.0674  0.0718
410216  52.8 15  0.0876  0.0573
410216  52.8 16  0.1079  0.0258
410216  52.8 17  0.1284  0.0059
410216  52.8 18  0.1489 -0.0103
410216  52.8 19  0.1901 -0.0262
410216  52.8 20  0.2315 -0.0380
410216  52.8 21  0.2728 -0.0550
410216  52.8 22  0.3145 -0.0718
410216  52.8 23  0.3561 -0.0782
410216  52.8 24  0.3978 -0.0847
410216  52.8 25  0.4394 -0.0934
410216  52.8 26  0.4811 -0.0999
410216  52.8 27  0.5228 -0.1087
410216  52.8 28  0.5644 -0.1141
410216  52.8 29  0.6061 -0.1149
410216  52.8 30  0.6478 -0.1176
410216  52.8 31  0.6894 -0.1273
410216  52.8 32  0.7309 -0.1230
410216  52.8 33  0.7725 -0.1199
410216  52.8 34  0.8139 -0.1183
410216  52.8 35  0.8346 -0.1181
410216  52.8 36  0.8552 -0.1078
410216  52.8 37  0.8758 -0.0937
410216  52.8 38  0.8962 -0.0798
410216  52.8 39  0.9166 -0.0493
410216  52.8 40  0.9365  0.0060
410216  52.8 41  0.9544  0.0907
410216  52.8 42  0.9717  0.1979
410217  57.6  1  0.0000  0.8964
410217  57.6  2  0.0006  0.9214
410217  57.6  3  0.0022  0.8239
410217  57.6  4  0.0046  0.6901
410217  57.6  5  0.0074  0.5700
410217  57.6  6  0.0105  0.4666
410217  57.6  7  0.0137  0.4017
410217  57.6  8  0.0172  0.3414
410217  57.6  9  0.0208  0.3024
410217  57.6 10  0.0282  0.2281
410217  57.6 11  0.0358  0.1767
410217  57.6 12  0.0435  0.1370
410217  57.6 13  0.0555  0.0861
410217  57.6 14  0.0674  0.0491
410217  57.6 15  0.0876  0.0404
410217  57.6 16  0.1079  0.0099
410217  57.6 17  0.1284 -0.0114
410217  57.6 18  0.1489 -0.0303
410217  57.6 19  0.1901 -0.0439
410217  57.6 20  0.2315 -0.0534
410217  57.6 21  0.2728 -0.0671
410217  57.6 22  0.3145 -0.0835
410217  57.6 23  0.3561 -0.0906
410217  57.6 24  0.3978 -0.0961
410217  57.6 25  0.4394 -0.1020
410217  57.6 26  0.4811 -0.1095
410217  57.6 27  0.5228 -0.1173
410217  57.6 28  0.5644 -0.1221
410217  57.6 29  0.6061 -0.1235
410217  57.6 30  0.6478 -0.1256
410217  57.6 31  0.6894 -0.1322
410217  57.6 32  0.7309 -0.1272
410217  57.6 33  0.7725 -0.1264
410217  57.6 34  0.8139 -0.1208
410217  57.6 35  0.8346 -0.1202
410217  57.6 36  0.8552 -0.1065
410217  57.6 37  0.8758 -0.0913
410217  57.6 38  0.8962 -0.0763
410217  57.6 39  0.9166 -0.0415
410217  57.6 40  0.9365  0.0186
410217  57.6 41  0.9544  0.1042
410217  57.6 42  0.9717  0.1912
410218  62.4  1  0.0000  0.8968
410218  62.4  2  0.0006  0.9067
410218  62.4  3  0.0022  0.8048
410218  62.4  4  0.0046  0.6637
410218  62.4  5  0.0074  0.5495
410218  62.4  6  0.0105  0.4367
410218  62.4  7  0.0137  0.3769
410218  62.4  8  0.0172  0.3184
410218  62.4  9  0.0208  0.2743
410218  62.4 10  0.0282  0.2029
410218  62.4 11  0.0358  0.1506
410218  62.4 12  0.0435  0.1142
410218  62.4 13  0.0555  0.0667
410218  62.4 14  0.0674  0.0273
410218  62.4 15  0.0876  0.0168
410218  62.4 16  0.1079 -0.0061
410218  62.4 17  0.1284 -0.0284
410218  62.4 18  0.1489 -0.0418
410218  62.4 19  0.1901 -0.0566
410218  62.4 20  0.2315 -0.0652
410218  62.4 21  0.2728 -0.0790
410218  62.4 22  0.3145 -0.0936
410218  62.4 23  0.3561 -0.0983
410218  62.4 24  0.3978 -0.1051
410218  62.4 25  0.4394 -0.1119
410218  62.4 26  0.4811 -0.1187
410218  62.4 27  0.5228 -0.1257
410218  62.4 28  0.5644 -0.1316
410218  62.4 29  0.6061 -0.1299
410218  62.4 30  0.6478 -0.1303
410218  62.4 31  0.6894 -0.1366
410218  62.4 32  0.7309 -0.1326
410218  62.4 33  0.7725 -0.1274
410218  62.4 34  0.8139 -0.1211
410218  62.4 35  0.8346 -0.1205
410218  62.4 36  0.8552 -0.1054
410218  62.4 37  0.8758 -0.0882
410218  62.4 38  0.8962 -0.0712
410218  62.4 39  0.9166 -0.0294
410218  62.4 40  0.9365  0.0338
410218  62.4 41  0.9544  0.1163
410218  62.4 42  0.9717  0.1842
410219  67.2  1  0.0000  0.8924
410219  67.2  2  0.0006  0.8978
410219  67.2  3  0.0022  0.7775
410219  67.2  4  0.0046  0.6363
410219  67.2  5  0.0074  0.5184
410219  67.2  6  0.0105  0.4091
410219  67.2  7  0.0137  0.3453
410219  67.2  8  0.0172  0.2869
410219  67.2  9  0.0208  0.2494
410219  67.2 10  0.0282  0.1771
410219  67.2 11  0.0358  0.1302
410219  67.2 12  0.0435  0.0933
410219  67.2 13  0.0555  0.0472
410219  67.2 14  0.0674  0.0065
410219  67.2 15  0.0876 -0.0015
410219  67.2 16  0.1079 -0.0255
410219  67.2 17  0.1284 -0.0447
410219  67.2 18  0.1489 -0.0602
410219  67.2 19  0.1901 -0.0710
410219  67.2 20  0.2315 -0.0813
410219  67.2 21  0.2728 -0.0913
410219  67.2 22  0.3145 -0.1063
410219  67.2 23  0.3561 -0.1120
410219  67.2 24  0.3978 -0.1159
410219  67.2 25  0.4394 -0.1189
410219  67.2 26  0.4811 -0.1272
410219  67.2 27  0.5228 -0.1310
410219  67.2 28  0.5644 -0.1384
410219  67.2 29  0.6061 -0.1343
410219  67.2 30  0.6478 -0.1370
410219  67.2 31  0.6894 -0.1403
410219  67.2 32  0.7309 -0.1347
410219  67.2 33  0.7725 -0.1285
410219  67.2 34  0.8139 -0.1207
410219  67.2 35  0.8346 -0.1174
410219  67.2 36  0.8552 -0.1023
410219  67.2 37  0.8758 -0.0811
410219  67.2 38  0.8962 -0.0602
410219  67.2 39  0.9166 -0.0156
410219  67.2 40  0.9365  0.0525
410219  67.2 41  0.9544  0.1277
410219  67.2 42  0.9717  0.1730
410220  72.0  1  0.0000  0.8913
410220  72.0  2  0.0006  0.8809
410220  72.0  3  0.0022  0.7556
410220  72.0  4  0.0046  0.6074
410220  72.0  5  0.0074  0.4858
410220  72.0  6  0.0105  0.3750
410220  72.0  7  0.0137  0.3175
410220  72.0  8  0.0172  0.2654
410220  72.0  9  0.0208  0.2207
410220  72.0 10  0.0282  0.1499
410220  72.0 11  0.0358  0.1029
410220  72.0 12  0.0435  0.0682
410220  72.0 13  0.0555  0.0236
410220  72.0 14  0.0674 -0.0145
410220  72.0 15  0.0876 -0.0196
410220  72.0 16  0.1079 -0.0421
410220  72.0 17  0.1284 -0.0618
410220  72.0 18  0.1489 -0.0723
410220  72.0 19  0.1901 -0.0844
410220  72.0 20  0.2315 -0.0872
410220  72.0 21  0.2728 -0.1011
410220  72.0 22  0.3145 -0.1149
410220  72.0 23  0.3561 -0.1204
410220  72.0 24  0.3978 -0.1232
410220  72.0 25  0.4394 -0.1286
410220  72.0 26  0.4811 -0.1330
410220  72.0 27  0.5228 -0.1379
410220  72.0 28  0.5644 -0.1421
410220  72.0 29  0.6061 -0.1381
410220  72.0 30  0.6478 -0.1377
410220  72.0 31  0.6894 -0.1432
410220  72.0 32  0.7309 -0.1367
410220  72.0 33  0.7725 -0.1281
410220  72.0 34  0.8139 -0.1183
410220  72.0 35  0.8346 -0.1138
410220  72.0 36  0.8552 -0.0946
410220  72.0 37  0.8758 -0.0712
410220  72.0 38  0.8962 -0.0481
410220  72.0 39  0.9166 -0.0008
410220  72.0 40  0.9365  0.0693
410220  72.0 41  0.9544  0.1321
410220  72.0 42  0.9717  0.1615
410221  76.8  1  0.0000  0.8927
410221  76.8  2  0.0006  0.8661
410221  76.8  3  0.0022  0.7312
410221  76.8  4  0.0046  0.5819
410221  76.8  5  0.0074  0.4568
410221  76.8  6  0.0105  0.3515
410221  76.8  7  0.0137  0.2912
410221  76.8  8  0.0172  0.2316
410221  76.8  9  0.0208  0.1918
410221  76.8 10  0.0282  0.1284
410221  76.8 11  0.0358  0.0836
410221  76.8 12  0.0435  0.0460
410221  76.8 13  0.0555  0.0025
410221  76.8 14  0.0674 -0.0326
410221  76.8 15  0.0876 -0.0357
410221  76.8 16  0.1079 -0.0581
410221  76.8 17  0.1284 -0.0772
410221  76.8 18  0.1489 -0.0863
410221  76.8 19  0.1901 -0.0968
410221  76.8 20  0.2315 -0.0993
410221  76.8 21  0.2728 -0.1119
410221  76.8 22  0.3145 -0.1244
410221  76.8 23  0.3561 -0.1271
410221  76.8 24  0.3978 -0.1317
410221  76.8 25  0.4394 -0.1356
410221  76.8 26  0.4811 -0.1387
410221  76.8 27  0.5228 -0.1448
410221  76.8 28  0.5644 -0.1448
410221  76.8 29  0.6061 -0.1412
410221  76.8 30  0.6478 -0.1399
410221  76.8 31  0.6894 -0.1447
410221  76.8 32  0.7309 -0.1351
410221  76.8 33  0.7725 -0.1277
410221  76.8 34  0.8139 -0.1156
410221  76.8 35  0.8346 -0.1081
410221  76.8 36  0.8552 -0.0888
410221  76.8 37  0.8758 -0.0627
410221  76.8 38  0.8962 -0.0369
410221  76.8 39  0.9166  0.0169
410221  76.8 40  0.9365  0.0883
410221  76.8 41  0.9544  0.1352
410221  76.8 42  0.9717  0.1533
410222  81.6  1  0.0000  0.8891
410222  81.6  2  0.0006  0.8532
410222  81.6  3  0.0022  0.7070
410222  81.6  4  0.0046  0.5497
410222  81.6  5  0.0074  0.4310
410222  81.6  6  0.0105  0.3208
410222  81.6  7  0.0137  0.2571
410222  81.6  8  0.0172  0.2104
410222  81.6  9  0.0208  0.1688
410222  81.6 10  0.0282  0.1003
410222  81.6 11  0.0358  0.0586
410222  81.6 12  0.0435  0.0271
410222  81.6 13  0.0555 -0.0150
410222  81.6 14  0.0674 -0.0529
410222  81.6 15  0.0876 -0.0523
410222  81.6 16  0.1079 -0.0723
410222  81.6 17  0.1284 -0.0877
410222  81.6 18  0.1489 -0.1005
410222  81.6 19  0.1901 -0.1062
410222  81.6 20  0.2315 -0.1080
410222  81.6 21  0.2728 -0.1201
410222  81.6 22  0.3145 -0.1316
410222  81.6 23  0.3561 -0.1345
410222  81.6 24  0.3978 -0.1370
410222  81.6 25  0.4394 -0.1392
410222  81.6 26  0.4811 -0.1433
410222  81.6 27  0.5228 -0.1480
410222  81.6 28  0.5644 -0.1490
410222  81.6 29  0.6061 -0.1438
410222  81.6 30  0.6478 -0.1417
410222  81.6 31  0.6894 -0.1446
410222  81.6 32  0.7309 -0.1348
410222  81.6 33  0.7725 -0.1229
410222  81.6 34  0.8139 -0.1109
410222  81.6 35  0.8346 -0.1011
410222  81.6 36  0.8552 -0.0790
410222  81.6 37  0.8758 -0.0503
410222  81.6 38  0.8962 -0.0219
410222  81.6 39  0.9166  0.0359
410222  81.6 40  0.9365  0.1029
410222  81.6 41  0.9544  0.1347
410222  81.6 42  0.9717  0.1458
410223  86.4  1  0.0000  0.8896
410223  86.4  2  0.0006  0.8383
410223  86.4  3  0.0022  0.6876
410223  86.4  4  0.0046  0.5193
410223  86.4  5  0.0074  0.3988
410223  86.4  6  0.0105  0.2937
410223  86.4  7  0.0137  0.2319
410223  86.4  8  0.0172  0.1779
410223  86.4  9  0.0208  0.1430
410223  86.4 10  0.0282  0.0795
410223  86.4 11  0.0358  0.0341
410223  86.4 12  0.0435  0.0027
410223  86.4 13  0.0555 -0.0346
410223  86.4 14  0.0674 -0.0659
410223  86.4 15  0.0876 -0.0666
410223  86.4 16  0.1079 -0.0860
410223  86.4 17  0.1284 -0.1018
410223  86.4 18  0.1489 -0.1157
410223  86.4 19  0.1901 -0.1199
410223  86.4 20  0.2315 -0.1179
410223  86.4 21  0.2728 -0.1276
410223  86.4 22  0.3145 -0.1383
410223  86.4 23  0.3561 -0.1407
410223  86.4 24  0.3978 -0.1415
410223  86.4 25  0.4394 -0.1433
410223  86.4 26  0.4811 -0.1467
410223  86.4 27  0.5228 -0.1495
410223  86.4 28  0.5644 -0.1482
410223  86.4 29  0.6061 -0.1438
410223  86.4 30  0.6478 -0.1409
410223  86.4 31  0.6894 -0.1408
410223  86.4 32  0.7309 -0.1302
410223  86.4 33  0.7725 -0.1169
410223  86.4 34  0.8139 -0.1027
410223  86.4 35  0.8346 -0.0896
410223  86.4 36  0.8552 -0.0691
410223  86.4 37  0.8758 -0.0357
410223  86.4 38  0.8962 -0.0027
410223  86.4 39  0.9166  0.0517
410223  86.4 40  0.9365  0.1110
410223  86.4 41  0.9544  0.1319
410223  86.4 42  0.9717  0.1432
410224  91.2  1  0.0000  0.8886
410224  91.2  2  0.0006  0.8246
410224  91.2  3  0.0022  0.6662
410224  91.2  4  0.0046  0.4956
410224  91.2  5  0.0074  0.3723
410224  91.2  6  0.0105  0.2666
410224  91.2  7  0.0137  0.2018
410224  91.2  8  0.0172  0.1538
410224  91.2  9  0.0208  0.1158
410224  91.2 10  0.0282  0.0544
410224  91.2 11  0.0358  0.0160
410224  91.2 12  0.0435 -0.0163
410224  91.2 13  0.0555 -0.0520
410224  91.2 14  0.0674 -0.0826
410224  91.2 15  0.0876 -0.0820
410224  91.2 16  0.1079 -0.0995
410224  91.2 17  0.1284 -0.1132
410224  91.2 18  0.1489 -0.1215
410224  91.2 19  0.1901 -0.1285
410224  91.2 20  0.2315 -0.1236
410224  91.2 21  0.2728 -0.1332
410224  91.2 22  0.3145 -0.1436
410224  91.2 23  0.3561 -0.1442
410224  91.2 24  0.3978 -0.1429
410224  91.2 25  0.4394 -0.1464
410224  91.2 26  0.4811 -0.1487
410224  91.2 27  0.5228 -0.1481
410224  91.2 28  0.5644 -0.1484
410224  91.2 29  0.6061 -0.1443
410224  91.2 30  0.6478 -0.1389
410224  91.2 31  0.6894 -0.1378
410224  91.2 32  0.7309 -0.1235
410224  91.2 33  0.7725 -0.1090
410224  91.2 34  0.8139 -0.0912
410224  91.2 35  0.8346 -0.0790
410224  91.2 36  0.8552 -0.0542
410224  91.2 37  0.8758 -0.0204
410224  91.2 38  0.8962  0.0131
410224  91.2 39  0.9166  0.0677
410224  91.2 40  0.9365  0.1164
410224  91.2 41  0.9544  0.1311
410224  91.2 42  0.9717  0.1432
410225  96.0  1  0.0000  0.8868
410225  96.0  2  0.0006  0.8096
410225  96.0  3  0.0022  0.6385
410225  96.0  4  0.0046  0.4693
410225  96.0  5  0.0074  0.3446
410225  96.0  6  0.0105  0.2393
410225  96.0  7  0.0137  0.1796
410225  96.0  8  0.0172  0.1295
410225  96.0  9  0.0208  0.0947
410225  96.0 10  0.0282  0.0343
410225  96.0 11  0.0358 -0.0029
410225  96.0 12  0.0435 -0.0341
410225  96.0 13  0.0555 -0.0694
410225  96.0 14  0.0674 -0.0979
410225  96.0 15  0.0876 -0.0947
410225  96.0 16  0.1079 -0.1089
410225  96.0 17  0.1284 -0.1232
410225  96.0 18  0.1489 -0.1323
410225  96.0 19  0.1901 -0.1350
410225  96.0 20  0.2315 -0.1296
410225  96.0 21  0.2728 -0.1393
410225  96.0 22  0.3145 -0.1471
410225  96.0 23  0.3561 -0.1474
410225  96.0 24  0.3978 -0.1467
410225  96.0 25  0.4394 -0.1455
410225  96.0 26  0.4811 -0.1473
410225  96.0 27  0.5228 -0.1494
410225  96.0 28  0.5644 -0.1465
410225  96.0 29  0.6061 -0.1395
410225  96.0 30  0.6478 -0.1334
410225  96.0 31  0.6894 -0.1311
410225  96.0 32  0.7309 -0.1181
410225  96.0 33  0.7725 -0.1021
410225  96.0 34  0.8139 -0.0808
410225  96.0 35  0.8346 -0.0663
410225  96.0 36  0.8552 -0.0402
410225  96.0 37  0.8758 -0.0057
410225  96.0 38  0.8962  0.0285
410225  96.0 39  0.9166  0.0748
410225  96.0 40  0.9365  0.1181
410225  96.0 41  0.9544  0.1307
410225  96.0 42  0.9717  0.1414
410226 100.8  1  0.0000  0.8888
410226 100.8  2  0.0006  0.7944
410226 100.8  3  0.0022  0.6097
410226 100.8  4  0.0046  0.4396
410226 100.8  5  0.0074  0.3142
410226 100.8  6  0.0105  0.2031
410226 100.8  7  0.0137  0.1500
410226 100.8  8  0.0172  0.0944
410226 100.8  9  0.0208  0.0643
410226 100.8 10  0.0282  0.0059
410226 100.8 11  0.0358 -0.0289
410226 100.8 12  0.0435 -0.0564
410226 100.8 13  0.0555 -0.0857
410226 100.8 14  0.0674 -0.1162
410226 100.8 15  0.0876 -0.1116
410226 100.8 16  0.1079 -0.1216
410226 100.8 17  0.1284 -0.1350
410226 100.8 18  0.1489 -0.1412
410226 100.8 19  0.1901 -0.1403
410226 100.8 20  0.2315 -0.1422
410226 100.8 21  0.2728 -0.1461
410226 100.8 22  0.3145 -0.1532
410226 100.8 23  0.3561 -0.1493
410226 100.8 24  0.3978 -0.1494
410226 100.8 25  0.4394 -0.1487
410226 100.8 26  0.4811 -0.1463
410226 100.8 27  0.5228 -0.1470
410226 100.8 28  0.5644 -0.1456
410226 100.8 29  0.6061 -0.1382
410226 100.8 30  0.6478 -0.1310
410226 100.8 31  0.6894 -0.1276
410226 100.8 32  0.7309 -0.1067
410226 100.8 33  0.7725 -0.0951
410226 100.8 34  0.8139 -0.0668
410226 100.8 35  0.8346 -0.0531
410226 100.8 36  0.8552 -0.0270
410226 100.8 37  0.8758  0.0049
410226 100.8 38  0.8962  0.0365
410226 100.8 39  0.9166  0.0807
410226 100.8 40  0.9365  0.1205
410226 100.8 41  0.9544  0.1336
410226 100.8 42  0.9717  0.1435
410227 105.6  1  0.0000  0.8906
410227 105.6  2  0.0006  0.7790
410227 105.6  3  0.0022  0.5948
410227 105.6  4  0.0046  0.4146
410227 105.6  5  0.0074  0.2875
410227 105.6  6  0.0105  0.1847
410227 105.6  7  0.0137  0.1235
410227 105.6  8  0.0172  0.0729
410227 105.6  9  0.0208  0.0440
410227 105.6 10  0.0282 -0.0087
410227 105.6 11  0.0358 -0.0444
410227 105.6 12  0.0435 -0.0695
410227 105.6 13  0.0555 -0.1048
410227 105.6 14  0.0674 -0.1273
410227 105.6 15  0.0876 -0.1205
410227 105.6 16  0.1079 -0.1300
410227 105.6 17  0.1284 -0.1399
410227 105.6 18  0.1489 -0.1456
410227 105.6 19  0.1901 -0.1438
410227 105.6 20  0.2315 -0.1458
410227 105.6 21  0.2728 -0.1471
410227 105.6 22  0.3145 -0.1506
410227 105.6 23  0.3561 -0.1478
410227 105.6 24  0.3978 -0.1485
410227 105.6 25  0.4394 -0.1463
410227 105.6 26  0.4811 -0.1461
410227 105.6 27  0.5228 -0.1448
410227 105.6 28  0.5644 -0.1402
410227 105.6 29  0.6061 -0.1325
410227 105.6 30  0.6478 -0.1249
410227 105.6 31  0.6894 -0.1185
410227 105.6 32  0.7309 -0.0976
410227 105.6 33  0.7725 -0.0811
410227 105.6 34  0.8139 -0.0534
410227 105.6 35  0.8346 -0.0378
410227 105.6 36  0.8552 -0.0132
410227 105.6 37  0.8758  0.0157
410227 105.6 38  0.8962  0.0444
410227 105.6 39  0.9166  0.0839
410227 105.6 40  0.9365  0.1205
410227 105.6 41  0.9544  0.1333
410227 105.6 42  0.9717  0.1440
410228 110.4  1  0.0000  0.8866
410228 110.4  2  0.0006  0.7700
410228 110.4  3  0.0022  0.5738
410228 110.4  4  0.0046  0.3880
410228 110.4  5  0.0074  0.2639
410228 110.4  6  0.0105  0.1582
410228 110.4  7  0.0137  0.1021
410228 110.4  8  0.0172  0.0525
410228 110.4  9  0.0208  0.0257
410228 110.4 10  0.0282 -0.0302
410228 110.4 11  0.0358 -0.0615
410228 110.4 12  0.0435 -0.0838
410228 110.4 13  0.0555 -0.1127
410228 110.4 14  0.0674 -0.1372
410228 110.4 15  0.0876 -0.1299
410228 110.4 16  0.1079 -0.1370
410228 110.4 17  0.1284 -0.1454
410228 110.4 18  0.1489 -0.1486
410228 110.4 19  0.1901 -0.1446
410228 110.4 20  0.2315 -0.1463
410228 110.4 21  0.2728 -0.1445
410228 110.4 22  0.3145 -0.1504
410228 110.4 23  0.3561 -0.1468
410228 110.4 24  0.3978 -0.1450
410228 110.4 25  0.4394 -0.1412
410228 110.4 26  0.4811 -0.1398
410228 110.4 27  0.5228 -0.1380
410228 110.4 28  0.5644 -0.1337
410228 110.4 29  0.6061 -0.1247
410228 110.4 30  0.6478 -0.1137
410228 110.4 31  0.6894 -0.1056
410228 110.4 32  0.7309 -0.0854
410228 110.4 33  0.7725 -0.0664
410228 110.4 34  0.8139 -0.0395
410228 110.4 35  0.8346 -0.0240
410228 110.4 36  0.8552 -0.0037
410228 110.4 37  0.8758  0.0229
410228 110.4 38  0.8962  0.0493
410228 110.4 39  0.9166  0.0853
410228 110.4 40  0.9365  0.1218
410228 110.4 41  0.9544  0.1324
410228 110.4 42  0.9717  0.1454
410229 115.2  1  0.0000  0.8867
410229 115.2  2  0.0006  0.7520
410229 115.2  3  0.0022  0.5522
410229 115.2  4  0.0046  0.3633
410229 115.2  5  0.0074  0.2399
410229 115.2  6  0.0105  0.1389
410229 115.2  7  0.0137  0.0802
410229 115.2  8  0.0172  0.0359
410229 115.2  9  0.0208  0.0072
410229 115.2 10  0.0282 -0.0451
410229 115.2 11  0.0358 -0.0738
410229 115.2 12  0.0435 -0.0965
410229 115.2 13  0.0555 -0.1227
410229 115.2 14  0.0674 -0.1462
410229 115.2 15  0.0876 -0.1334
410229 115.2 16  0.1079 -0.1402
410229 115.2 17  0.1284 -0.1481
410229 115.2 18  0.1489 -0.1508
410229 115.2 19  0.1901 -0.1480
410229 115.2 20  0.2315 -0.1436
410229 115.2 21  0.2728 -0.1437
410229 115.2 22  0.3145 -0.1488
410229 115.2 23  0.3561 -0.1424
410229 115.2 24  0.3978 -0.1396
410229 115.2 25  0.4394 -0.1371
410229 115.2 26  0.4811 -0.1329
410229 115.2 27  0.5228 -0.1304
410229 115.2 28  0.5644 -0.1249
410229 115.2 29  0.6061 -0.1151
410229 115.2 30  0.6478 -0.1042
410229 115.2 31  0.6894 -0.0951
410229 115.2 32  0.7309 -0.0707
410229 115.2 33  0.7725 -0.0548
410229 115.2 34  0.8139 -0.0287
410229 115.2 35  0.8346 -0.0183
410229 115.2 36  0.8552  0.0033
410229 115.2 37  0.8758  0.0259
410229 115.2 38  0.8962  0.0483
410229 115.2 39  0.9166  0.0855
410229 115.2 40  0.9365  0.1211
410229 115.2 41  0.9544  0.1335
410229 115.2 42  0.9717  0.1456
410230 120.0  1  0.0000  0.8862
410230 120.0  2  0.0006  0.7442
410230 120.0  3  0.0022  0.5334
410230 120.0  4  0.0046  0.3413
410230 120.0  5  0.0074  0.2198
410230 120.0  6  0.0105  0.1187
410230 120.0  7  0.0137  0.0628
410230 120.0  8  0.0172  0.0181
410230 120.0  9  0.0208 -0.0113
410230 120.0 10  0.0282 -0.0597
410230 120.0 11  0.0358 -0.0879
410230 120.0 12  0.0435 -0.1065
410230 120.0 13  0.0555 -0.1324
410230 120.0 14  0.0674 -0.1541
410230 120.0 15  0.0876 -0.1410
410230 120.0 16  0.1079 -0.1453
410230 120.0 17  0.1284 -0.1524
410230 120.0 18  0.1489 -0.1529
410230 120.0 19  0.1901 -0.1491
410230 120.0 20  0.2315 -0.1424
410230 120.0 21  0.2728 -0.1398
410230 120.0 22  0.3145 -0.1430
410230 120.0 23  0.3561 -0.1388
410230 120.0 24  0.3978 -0.1352
410230 120.0 25  0.4394 -0.1300
410230 120.0 26  0.4811 -0.1271
410230 120.0 27  0.5228 -0.1239
410230 120.0 28  0.5644 -0.1178
410230 120.0 29  0.6061 -0.1053
410230 120.0 30  0.6478 -0.0938
410230 120.0 31  0.6894 -0.0825
410230 120.0 32  0.7309 -0.0623
410230 120.0 33  0.7725 -0.0446
410230 120.0 34  0.8139 -0.0232
410230 120.0 35  0.8346 -0.0100
410230 120.0 36  0.8552  0.0065
410230 120.0 37  0.8758  0.0281
410230 120.0 38  0.8962  0.0494
410230 120.0 39  0.9166  0.0832
410230 120.0 40  0.9365  0.1221
410230 120.0 41  0.9544  0.1331
410230 120.0 42  0.9717  0.1468
410231 124.8  1  0.0000  0.8851
410231 124.8  2  0.0006  0.7296
410231 124.8  3  0.0022  0.5133
410231 124.8  4  0.0046  0.3210
410231 124.8  5  0.0074  0.1973
410231 124.8  6  0.0105  0.0994
410231 124.8  7  0.0137  0.0442
410231 124.8  8  0.0172  0.0013
410231 124.8  9  0.0208 -0.0246
410231 124.8 10  0.0282 -0.0693
410231 124.8 11  0.0358 -0.0938
410231 124.8 12  0.0435 -0.1137
410231 124.8 13  0.0555 -0.1402
410231 124.8 14  0.0674 -0.1598
410231 124.8 15  0.0876 -0.1437
410231 124.8 16  0.1079 -0.1462
410231 124.8 17  0.1284 -0.1523
410231 124.8 18  0.1489 -0.1538
410231 124.8 19  0.1901 -0.1490
410231 124.8 20  0.2315 -0.1377
410231 124.8 21  0.2728 -0.1367
410231 124.8 22  0.3145 -0.1375
410231 124.8 23  0.3561 -0.1344
410231 124.8 24  0.3978 -0.1268
410231 124.8 25  0.4394 -0.1217
410231 124.8 26  0.4811 -0.1193
410231 124.8 27  0.5228 -0.1144
410231 124.8 28  0.5644 -0.1078
410231 124.8 29  0.6061 -0.0948
410231 124.8 30  0.6478 -0.0834
410231 124.8 31  0.6894 -0.0726
410231 124.8 32  0.7309 -0.0526
410231 124.8 33  0.7725 -0.0367
410231 124.8 34  0.8139 -0.0187
410231 124.8 35  0.8346 -0.0072
410231 124.8 36  0.8552  0.0087
410231 124.8 37  0.8758  0.0290
410231 124.8 38  0.8962  0.0491
410231 124.8 39  0.9166  0.0816
410231 124.8 40  0.9365  0.1193
410231 124.8 41  0.9544  0.1332
410231 124.8 42  0.9717  0.1457
410232 129.6  1  0.0000  0.8846
410232 129.6  2  0.0006  0.7176
410232 129.6  3  0.0022  0.4981
410232 129.6  4  0.0046  0.3062
410232 129.6  5  0.0074  0.1799
410232 129.6  6  0.0105  0.0831
410232 129.6  7  0.0137  0.0311
410232 129.6  8  0.0172 -0.0113
410232 129.6  9  0.0208 -0.0340
410232 129.6 10  0.0282 -0.0818
410232 129.6 11  0.0358 -0.1045
410232 129.6 12  0.0435 -0.1230
410232 129.6 13  0.0555 -0.1450
410232 129.6 14  0.0674 -0.1628
410232 129.6 15  0.0876 -0.1456
410232 129.6 16  0.1079 -0.1499
410232 129.6 17  0.1284 -0.1528
410232 129.6 18  0.1489 -0.1514
410232 129.6 19  0.1901 -0.1467
410232 129.6 20  0.2315 -0.1346
410232 129.6 21  0.2728 -0.1309
410232 129.6 22  0.3145 -0.1323
410232 129.6 23  0.3561 -0.1269
