## NOMENCLATURE:
# PHI      CIRCUMFERENTIAL MODEL ANGLE
# CF       WALL SHEAR STRESS COEFFICIENT (= LOCAL WALL SHEAR STRESS
#                           NORMALIZED WITH FREE STREAM DYNAMIC PRESSURE)
# GAMMA    WALL SHEAR STRESS ANGLE
# 
# 
##                D F V L R   RESEARCH CENTER   A V A   GOETTINGEN
# 
#            WALL SHEAR STRESS MEASUREMENTS ON A 1:6 PROLATE SPHEROID
# 
#    3MX3M LOW SPEED WIND TUNNEL       ARTIFICIAL TRANSITION AT X0/2A= 0.2
# 
#    RUN: 0   3 5                             INCIDENCE  ALPHA= 10.0 DEG.
# 
#    VELOCITY  UINF= 55.0 M/S                 REYNOLDS N0.  RE= 0.770E+07
# 
#    MEASURING STATION:    NO.  7  ,  X0/2A= 0.565
# 
#   PHI     CF    GAMMA
#  (DEG)    --    (DEG)
   -3.6  0.00402  -2.8    
   -1.2  0.00401  -2.0    
    1.2  0.00407  -0.7    
    3.6  0.00410   0.1    
    6.0  0.00411   1.1    
    8.4  0.00415   1.7    
   10.8  0.00415   2.7    
   13.2  0.00414   3.4    
   15.6  0.00418   4.6    
   18.0  0.00422   5.5    
   20.4  0.00421   6.1    
   22.8  0.00425   6.9    
   25.2  0.00423   7.9    
   27.6  0.00427   8.6    
   30.0  0.00432   9.6    
   32.4  0.00435  10.2    
   34.8  0.00433  10.9    
   37.2  0.00430  11.7    
   39.6  0.00434  12.1    
   42.0  0.00437  12.8    
   44.4  0.00434  13.4    
   46.8  0.00435  13.8    
   49.2  0.00437  14.6    
   51.6  0.00434  15.0    
   54.0  0.00435  15.4    
   56.4  0.00437  15.9    
   58.8  0.00435  16.2    
   61.2  0.00431  16.4    
   63.6  0.00430  17.0    
   66.0  0.00432  17.2    
   68.4  0.00436  17.4    
   70.8  0.00427  17.3    
   73.2  0.00429  17.6    
   75.6  0.00430  17.7    
   78.0  0.00428  17.7    
   80.4  0.00422  17.4    
   82.8  0.00420  17.4    
   85.2  0.00420  17.5    
   87.6  0.00413  17.5    
   90.0  0.00421  17.2
   92.4  0.00421  17.0
   94.8  0.00409  16.7
   97.2  0.00403  16.4
   99.6  0.00397  15.9
  102.0  0.00389  15.8
  104.4  0.00385  15.5
  106.8  0.00379  15.0
  109.2  0.00368  14.5
  110.8  0.00360  13.9
  114.0  0.00350  13.2
  116.4  0.00340  12.7
  118.8  0.00330  12.2
  121.2  0.00317  11.3
  123.6  0.00309  10.3
  125.2  0.00297   9.1
  127.6  0.00288   8.4
  130.8  0.00279   7.4
  133.2  0.00264   6.1
  135.6  0.00258   4.9
  138.0  0.00250   3.6
  140.4  0.00239   3.0
  142.8  0.00234   1.7
  145.2  0.00227   0.6
  147.6  0.00225  -0.5
  150.0  0.00224  -1.5
  152.4  0.00227  -2.3
  154.8  0.00230  -2.9
  157.2  0.00234  -3.3
  159.6  0.00237  -3.2
  162.0  0.00238  -3.4
  164.4  0.00242  -3.9
  166.8  0.00248  -3.8
  169.2  0.00254  -3.7
  171.6  0.00262  -3.2
  174.0  0.00267  -2.3
  176.4  0.00268  -2.2
  178.8  0.00268  -1.8
  181.2  0.00274  -1.1
  183.6  0.00274  -0.4
