##     BOUNDARY LAYER MEASUREMENT
#
#     MODEL: PROLATE SPHEROID 1:6, L =2.4 M
#     ARTIFICIAL TRANSITION AT X/2A = 0.2
#
#
# NOMENCLATURE:
# Z        DISTANCE FROM MODEL SURFACE (WALL NORMAL)
# UR       RESULTANT VELOCITY
# GAMMA    CROSS FLOW ANGLE
# U        LONGITUDINAL VELOCITY COMPONENT
# V        CIRCUMFERENTIAL VELOCITY COMPONENT
# URE      UR AT BOUNDARY LAYER EDGE
#
##     RUN: 405300                                        DATE: 23.08.1982
# 
#     MEASURING STATION:    X/2A= 0.56
# 
#     ANGLE OF INCIDENCE   ALPHA= 10.0 DEG.    CIRC. ANGLE  PHI= 160.0 DEG.
# 
#     FREE STREAM VELOCITY  UINF=  55.1 M/S       PATM=    99360.0 PA
# 
#     FREE STREAM TEMPERATURE TO= 310.8 K
# 
# 
#              Z      UR/URE     GAMMA     U/URE     V/URE      UR
#             (MM)      (-)      (DEG.)     (-)       (-)      (M/S)
              0.22     0.463     -2.41     0.461     -.019     25.87
              0.23     0.469     -2.29     0.467     -.019     26.19
              0.24     0.476     -2.18     0.474     -.018     26.57
              0.24     0.478     -2.16     0.476     -.018     26.72
              0.25     0.483     -2.11     0.481     -.018     27.00
              0.27     0.486     -2.07     0.485     -.018     27.17
              0.28     0.486     -2.07     0.484     -.017     27.15
              0.29     0.490     -2.07     0.488     -.018     27.39
              0.32     0.497     -2.05     0.495     -.018     27.75
              0.34     0.500     -2.00     0.499     -.017     27.96
              0.35     0.506     -1.97     0.504     -.017     28.26
              0.39     0.509     -1.98     0.508     -.018     28.47
              0.44     0.513     -1.96     0.511     -.017     28.65
              0.48     0.520     -1.86     0.519     -.017     29.08
              0.52     0.526     -1.77     0.525     -.016     29.42
              0.62     0.533     -1.71     0.531     -.016     29.79
              0.72     0.543     -1.60     0.542     -.015     30.38
              0.82     0.554     -1.60     0.553     -.015     30.99
              0.92     0.560     -1.53     0.558     -.015     31.31
              1.02     0.565     -1.51     0.564     -.015     31.60
              1.12     0.574     -1.43     0.572     -.014     32.06
              1.22     0.578     -1.36     0.576     -.014     32.32
              1.42     0.592     -1.19     0.591     -.012     33.10
              1.62     0.600     -1.07     0.599     -.011     33.57
              1.82     0.612     -0.94     0.610     -.010     34.20
              2.02     0.620     -0.93     0.618     -.010     34.64
              2.22     0.628     -0.89     0.627     -.010     35.13
              2.72     0.645     -0.66     0.643     -.007     36.06
              3.22     0.662     -0.32     0.661     -.004     37.05
              3.72     0.673     -0.02     0.672     -.000     37.66
              4.22     0.695      0.25     0.694     0.003     38.88
              4.72     0.701      0.50     0.700     0.006     39.23
              5.22     0.712      0.79     0.711     0.010     39.86
              5.72     0.729      1.07     0.727     0.014     40.77
              6.22     0.739      1.40     0.738     0.018     41.37
              6.72     0.751      1.67     0.749     0.022     42.01
              7.22     0.761      1.90     0.759     0.025     42.58
              7.72     0.765      2.17     0.763     0.029     42.81
              8.22     0.784      2.33     0.782     0.032     43.86
              8.72     0.789      2.60     0.787     0.036     44.13
              9.22     0.796      2.90     0.794     0.040     44.57
              9.72     0.805      3.15     0.803     0.044     45.08
             10.22     0.820      3.26     0.818     0.047     45.93
             11.22     0.831      3.77     0.829     0.055     46.55
             12.22     0.845      4.27     0.842     0.063     47.33
             13.22     0.860      4.73     0.857     0.071     48.18
             14.22     0.877      5.04     0.873     0.077     49.12
             15.22     0.892      5.31     0.887     0.082     49.94
             16.22     0.901      5.63     0.896     0.088     50.45
             18.22     0.929      6.01     0.924     0.097     52.06
             20.22     0.954      6.33     0.948     0.105     53.45
             22.22     0.971      6.52     0.964     0.110     54.39
             24.22     0.983      6.58     0.976     0.113     55.07
             26.22     0.996      6.38     0.989     0.111     55.80
             28.22     0.999      6.31     0.993     0.110     55.97
             30.22     1.000      6.15     0.994     0.107     56.05
