## NOMENCLATURE:
# PHI      CIRCUMFERENTIAL MODEL ANGLE
# CF       WALL SHEAR STRESS COEFFICIENT (= LOCAL WALL SHEAR STRESS
#                           NORMALIZED WITH FREE STREAM DYNAMIC PRESSURE)
# GAMMA    WALL SHEAR STRESS ANGLE
# 
# 
##                D F V L R   RESEARCH CENTER   A V A   GOETTINGEN
# 
#            WALL SHEAR STRESS MEASUREMENTS ON A 1:6 PROLATE SPHEROID
# 
#    3MX3M LOW SPEED WIND TUNNEL       ARTIFICIAL TRANSITION AT X0/2A= 0.2
# 
#    RUN: 0   3 5                             INCIDENCE  ALPHA= 10.0 DEG.
# 
#    VELOCITY  UINF= 55.0 M/S                 REYNOLDS N0.  RE= 0.770E+07
# 
#    MEASURING STATION:    NO.  5  ,  X0/2A= 0.395
# 
#   PHI     CF    GAMMA
#  (DEG)    --    (DEG)
   -4.8  0.00396  -2.5    
   -2.4  0.00396  -1.7    
    0.0  0.00403  -0.5    
    2.4  0.00409   0.8    
    4.8  0.00412   1.8    
    7.2  0.00411   2.9    
    9.6  0.00416   3.9    
   12.0  0.00422   5.2    
   14.4  0.00422   6.1    
   16.8  0.00423   6.9    
   19.2  0.00426   7.9    
   21.6  0.00426   9.0    
   24.0  0.00431  10.0    
   26.4  0.00436  11.0    
   28.8  0.00436  11.6    
   31.2  0.00434  12.5    
   33.6  0.00438  13.3    
   36.0  0.00442  13.7    
   38.4  0.00448  14.7    
   40.8  0.00442  15.6    
   43.2  0.00446  16.4    
   45.6  0.00449  17.0    
   48.0  0.00450  17.6    
   50.4  0.00450  18.3    
   52.8  0.00450  18.7    
   55.2  0.00454  19.3    
   57.6  0.00451  19.4    
   60.0  0.00469  20.0    
   62.4  0.00473  20.4    
   64.8  0.00468  20.6    
   67.2  0.00466  21.0    
   69.6  0.00466  21.3    
   72.0  0.00460  21.5    
   74.4  0.00466  21.7    
   76.8  0.00465  21.7    
   79.2  0.00458  22.3    
   80.8  0.00455  21.9    
   84.0  0.00452  22.1    
   86.4  0.00448  21.9    
   88.8  0.00442  21.9    
   91.2  0.00439  21.7
   93.6  0.00437  21.5
   95.2  0.00428  21.5
   97.6  0.00428  21.4
  100.8  0.00425  21.0
  103.2  0.00416  20.8
  105.6  0.00416  20.2
  108.0  0.00414  19.8
  110.4  0.00404  19.4
  112.8  0.00400  18.8
  115.2  0.00396  18.4
  117.6  0.00390  17.8
  120.0  0.00381  16.8
  122.4  0.00376  16.2
  124.8  0.00371  15.6
  127.2  0.00366  15.0
  129.6  0.00357  13.9
  132.0  0.00352  13.3
  134.4  0.00345  12.5
  136.8  0.00341  11.6
  139.2  0.00334  10.6
  141.6  0.00330   9.7
  144.0  0.00327   9.1
  146.4  0.00327   8.5
  148.8  0.00325   7.6
  151.2  0.00329   7.3
  153.6  0.00324   6.2
  156.0  0.00324   5.8
  158.4  0.00324   5.4
  160.8  0.00322   4.3
  163.2  0.00325   3.7
  165.6  0.00326   3.1
  168.0  0.00323   2.7
  170.4  0.00325   2.7
  172.8  0.00326   2.1
  174.4  0.00321   1.8
  177.6  0.00325   1.5
  180.0  0.00320   1.0
  182.4  0.00322   0.9
  184.8  0.00322   0.4
