## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  104    X0/2A= 0.6571    PHI=  90.0    RE= 6.36E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.2  199.8    0.0    9.9 -0.876  0.017 -0.830 44.8 1624.3 -501.3
   377.5  204.8    0.0   14.9 -0.881  0.018 -0.815 44.8 1608.7 -483.4
   377.7  209.8    0.0   19.9 -0.881  0.014 -0.799 44.7 1574.2 -448.7
   378.1  214.8   -0.1   25.0 -0.880  0.012 -0.786 44.8 1557.9 -434.2
   378.4  219.9   -0.1   30.1 -0.882  0.009 -0.773 44.8 1540.8 -413.1
   378.6  224.8    0.0   35.0 -0.882  0.004 -0.759 44.8 1519.1 -387.2
   378.9  229.9    0.0   40.1 -0.881  0.004 -0.752 44.8 1499.7 -379.1
   379.5  239.8    0.0   50.0 -0.882 -0.002 -0.730 44.7 1460.9 -343.2
   380.0  249.7    0.0   59.9 -0.884 -0.006 -0.712 44.8 1441.9 -318.4
   380.5  259.8    0.0   70.0 -0.883 -0.013 -0.695 44.8 1413.6 -278.6
   381.0  269.8    0.1   80.0 -0.887 -0.014 -0.678 44.8 1396.3 -260.9
   381.7  279.7    0.0   89.9 -0.886 -0.015 -0.668 44.8 1378.0 -244.3
   382.1  289.7    0.0  100.0 -0.884 -0.014 -0.662 44.7 1362.2 -236.7
   382.6  299.7    0.1  110.0 -0.883 -0.016 -0.648 44.8 1345.0 -216.8
   383.1  309.6    0.2  119.9 -0.884 -0.016 -0.641 44.8 1337.3 -209.2
   383.8  319.6    0.0  129.9 -0.883 -0.018 -0.632 44.8 1322.8 -193.6
   384.3  329.6    0.1  139.9 -0.882 -0.018 -0.625 44.7 1305.6 -183.5
   385.4  349.5    0.1  159.8 -0.887 -0.020 -0.606 44.8 1294.0 -159.1
   386.6  369.5    0.1  179.9 -0.882 -0.019 -0.598 44.8 1275.7 -144.8
   387.5  389.5    0.1  199.9 -0.883 -0.023 -0.585 44.7 1253.7 -123.7
   388.6  409.5    0.0  219.9 -0.880 -0.019 -0.581 44.8 1246.4 -119.3
   389.8  429.4    0.1  239.9 -0.881 -0.019 -0.571 44.8 1235.4 -108.9
   391.0  449.5    0.1  260.0 -0.881 -0.022 -0.564 44.7 1221.2  -95.3
   391.9  469.4    0.1  279.9 -0.880 -0.019 -0.561 44.8 1221.7  -93.1
   393.1  489.4    0.1  300.0 -0.879 -0.017 -0.556 44.8 1213.5  -89.3
   394.2  509.3    0.1  319.9 -0.881 -0.022 -0.546 44.8 1205.9  -70.9
   395.4  529.3    0.1  339.9 -0.878 -0.021 -0.545 44.8 1198.2  -72.3
