## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  111    X0/2A= 0.6571    PHI= 145.0    RE= 6.48E06
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.5  114.6 -163.6    9.9 -0.730 -0.061  0.028 46.1  634.5 -159.2
   377.7  117.5 -167.7   14.9 -0.737 -0.138  0.062 46.1  667.8 -146.0
   378.0  120.4 -171.8   19.9 -0.798 -0.216  0.079 46.2  817.1 -142.4
   378.2  123.3 -175.9   25.0 -0.866 -0.253  0.061 46.1  967.8 -123.5
   378.7  126.1 -180.0   30.0 -0.913 -0.268  0.031 46.2 1073.9  -97.6
   378.9  129.1 -184.1   35.0 -0.942 -0.264 -0.027 46.2 1138.0  -86.6
   379.1  131.9 -188.2   40.0 -0.939 -0.224 -0.085 46.1 1110.6  -80.5
   379.8  137.6 -196.4   50.0 -0.895 -0.107 -0.222 46.2 1022.7  -86.0
   380.3  143.3 -204.5   59.9 -0.874  0.017 -0.402 46.0 1089.4 -194.2
   380.9  149.1 -212.8   70.1 -0.856  0.106 -0.556 46.2 1246.0 -248.7
   381.4  154.8 -220.9   80.0 -0.864  0.137 -0.630 46.2 1380.0 -272.2
   382.1  160.5 -229.1   90.0 -0.870  0.168 -0.649 46.2 1428.6 -260.6
   382.5  166.2 -237.2   99.9 -0.869  0.180 -0.646 46.2 1429.6 -243.5
   383.2  172.0 -245.5  110.1 -0.873  0.199 -0.620 46.1 1400.5 -220.8
   383.7  177.7 -253.6  120.0 -0.868  0.206 -0.614 46.2 1390.3 -202.2
   384.4  183.4 -261.8  130.0 -0.867  0.214 -0.595 46.1 1361.4 -177.9
   384.8  189.1 -270.0  140.0 -0.876  0.208 -0.570 46.1 1341.7 -150.2
   386.0  200.5 -286.4  160.0 -0.872  0.202 -0.547 46.2 1304.4 -118.6
   387.1  212.0 -302.7  180.0 -0.883  0.182 -0.513 46.1 1273.2  -85.9
   388.2  223.5 -319.1  200.0 -0.879  0.166 -0.505 46.1 1246.8  -69.3
   389.4  235.0 -335.4  220.0 -0.886  0.147 -0.491 46.1 1240.3  -52.3
   390.5  246.4 -351.8  240.0 -0.883  0.135 -0.489 46.2 1232.9  -47.1
   391.8  257.8 -368.3  260.1 -0.886  0.119 -0.480 46.2 1219.3  -35.7
   392.8  269.2 -384.5  279.9 -0.886  0.110 -0.476 46.2 1217.1  -31.5
   394.1  280.8 -401.0  300.2 -0.889  0.094 -0.471 46.2 1211.1  -22.5
   395.1  292.2 -417.2  320.0 -0.885  0.089 -0.473 46.1 1200.1  -26.1
   396.2  303.6 -433.6  340.0 -0.888  0.079 -0.471 46.2 1204.6  -19.4
