## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3192    X0/2A= 0.9167    PHI= 150.0    RE= 6.42E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
  1002.5   60.2 -104.4   10.3 -0.756 -0.043  0.095 45.2  668.4   50.7
  1003.8   62.6 -108.7   15.4 -0.840 -0.107  0.112 45.2  839.1   66.7
  1004.9   65.0 -112.8   20.2 -0.911 -0.142  0.080 45.2  986.1   81.6
  1006.2   67.5 -117.0   25.3 -0.930 -0.159  0.089 45.2 1033.8   81.9
  1007.3   69.9 -121.2   30.3 -0.940 -0.171  0.046 45.3 1055.4   77.1
  1008.6   72.4 -125.5   35.4 -0.944 -0.183  0.032 45.3 1066.5   64.7
  1009.8   74.7 -129.6   40.2 -0.944 -0.189  0.083 45.2 1074.6   60.7
  1012.2   79.6 -138.0   50.3 -0.952 -0.201  0.046 45.2 1089.5   30.8
  1014.6   84.4 -146.4   60.2 -0.955 -0.213 -0.053 45.3 1105.9    2.5
  1017.0   89.2 -154.8   70.2 -0.958 -0.220 -0.101 45.2 1123.2  -38.4
  1019.5   94.1 -163.1   80.2 -0.954 -0.226 -0.177 45.3 1144.0  -76.9
  1021.9   99.0 -171.6   90.3 -0.950 -0.222 -0.271 45.2 1174.6 -133.5
  1024.4  103.9 -179.9  100.2 -0.960 -0.197 -0.289 45.2 1198.6 -169.3
  1026.8  108.7 -188.4  110.3 -0.966 -0.164 -0.350 45.2 1242.8 -214.0
  1029.2  113.5 -196.7  120.1 -0.944 -0.126 -0.441 45.3 1267.1 -237.5
  1031.6  118.3 -205.2  130.2 -0.948 -0.052 -0.504 45.2 1325.8 -315.4
  1034.1  123.3 -213.5  140.2 -0.912 -0.038 -0.564 45.3 1324.0 -330.8
  1038.9  133.0 -230.3  160.2 -0.827  0.047 -0.697 45.3 1347.4 -404.0
  1043.8  142.7 -247.1  180.2 -0.784  0.139 -0.719 45.2 1315.4 -350.1
  1048.7  152.4 -263.9  200.2 -0.806  0.168 -0.693 45.2 1328.0 -280.7
  1053.5  162.0 -280.7  220.1 -0.812  0.196 -0.667 45.2 1311.7 -179.9
  1058.4  171.7 -297.5  240.1 -0.809  0.194 -0.645 45.3 1275.8 -118.7
  1063.2  181.5 -314.3  260.2 -0.825  0.184 -0.602 45.4 1243.9  -81.6
  1068.3  191.2 -331.2  280.3 -0.823  0.170 -0.589 45.2 1210.3  -54.7
  1073.0  200.8 -347.9  300.1 -0.828  0.154 -0.572 45.4 1197.5  -37.5
  1077.8  210.5 -364.7  320.1 -0.830  0.139 -0.560 45.3 1174.8  -19.6
  1082.7  220.2 -381.5  340.1 -0.839  0.125 -0.541 45.2 1159.6   -9.1
