## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  206    X0/2A= 0.5272    PHI= 140.0    RE= 6.38E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
    65.7  134.8 -161.1   10.4 -0.909 -0.025  0.162 45.1  966.4 -181.5
    65.6  138.0 -164.9   15.3 -0.834 -0.064  0.135 45.2  817.8 -146.7
    65.7  141.3 -168.8   20.4 -0.753 -0.067  0.048 45.1  652.8 -114.7
    65.7  144.5 -172.5   25.3 -0.714  0.068 -0.145 45.3  612.4 -136.0
    65.6  147.7 -176.3   30.3 -0.755  0.156 -0.351 45.2  817.7  -94.6
    65.8  151.0 -180.2   35.4 -0.843  0.170 -0.532 45.2 1165.6 -114.5
    65.7  154.1 -183.9   40.2 -0.866  0.165 -0.598 45.2 1293.5 -157.9
    66.0  160.6 -191.7   50.4 -0.866  0.180 -0.626 45.3 1341.3 -201.0
    66.0  167.0 -199.3   60.3 -0.869  0.195 -0.627 45.1 1348.0 -213.0
    66.1  173.4 -206.9   70.3 -0.878  0.209 -0.609 45.1 1339.2 -202.9
    66.3  179.8 -214.7   80.3 -0.876  0.215 -0.601 45.1 1330.6 -195.8
    66.4  186.3 -222.4   90.4 -0.880  0.215 -0.584 45.2 1325.5 -180.3
    66.5  192.7 -230.0  100.4 -0.888  0.207 -0.564 45.2 1306.4 -161.6
    66.5  199.1 -237.6  110.3 -0.884  0.204 -0.561 45.1 1291.4 -154.1
    66.8  205.6 -245.4  120.5 -0.890  0.193 -0.548 45.2 1285.6 -142.5
    66.8  211.9 -253.0  130.3 -0.887  0.186 -0.540 45.1 1263.6 -132.6
    66.9  218.4 -260.6  140.3 -0.891  0.175 -0.530 45.1 1252.8 -121.3
    67.2  231.2 -276.0  160.3 -0.893  0.158 -0.518 45.2 1241.7 -107.7
    67.3  244.1 -291.3  180.4 -0.896  0.139 -0.512 45.1 1232.7  -93.9
    67.7  256.9 -306.7  200.4 -0.898  0.124 -0.503 45.2 1222.5  -85.8
    67.8  269.8 -321.9  220.3 -0.898  0.113 -0.497 45.1 1212.2  -79.9
    68.1  282.7 -337.4  240.5 -0.896  0.099 -0.496 45.2 1204.6  -71.3
    68.2  295.6 -352.6  260.4 -0.900  0.089 -0.491 45.2 1206.5  -64.0
    68.5  308.4 -368.0  280.5 -0.898  0.077 -0.489 45.1 1193.9  -59.1
    68.7  321.2 -383.2  300.3 -0.896  0.073 -0.491 45.1 1190.3  -60.1
    69.0  334.0 -398.6  320.4 -0.897  0.064 -0.489 45.0 1184.6  -57.6
    69.1  346.9 -413.9  340.4 -0.896  0.057 -0.490 45.2 1195.4  -51.1
