## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3174    X0/2A= 0.8758    PHI= 160.0    RE= 6.55E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.8   48.6 -133.3   10.1 -0.987 -0.180  0.133 45.2 1189.0  -37.8
   904.7   50.2 -137.9   15.1 -0.994 -0.219  0.155 45.3 1237.6  -78.8
   905.6   52.0 -142.5   20.1 -0.992 -0.227  0.168 45.3 1237.1  -85.1
   906.5   53.6 -147.0   25.0 -0.994 -0.239  0.153 45.3 1242.1  -98.9
   907.4   55.3 -151.7   30.0 -0.986 -0.261  0.174 45.2 1242.4 -117.8
   908.4   56.9 -156.3   35.0 -0.986 -0.254  0.110 45.3 1218.9 -112.5
   909.1   58.6 -160.8   39.9 -0.981 -0.269  0.112 45.2 1215.6 -127.7
   911.0   61.9 -170.1   49.9 -0.976 -0.311  0.095 45.3 1231.4 -187.7
   912.8   65.4 -179.3   59.9 -0.973 -0.339  0.119 45.3 1252.5 -250.2
   914.8   68.6 -188.5   69.9 -0.976 -0.362  0.052 45.3 1262.3 -304.3
   916.7   72.0 -197.8   80.0 -0.986 -0.373  0.106 45.3 1303.0 -415.9
   918.5   75.4 -207.0   89.9 -1.006 -0.366 -0.060 45.3 1334.3 -529.5
   920.4   78.7 -216.3  100.0 -1.041 -0.285 -0.044 45.4 1355.1 -639.1
   922.1   82.0 -225.4  109.8 -1.006 -0.198 -0.253 45.3 1294.6 -674.0
   924.1   85.4 -234.7  119.9 -0.973  0.008 -0.538 45.3 1430.8 -766.9
   926.0   88.8 -244.0  130.0 -1.024  0.111 -0.472 45.2 1482.1 -796.7
   927.8   92.1 -253.2  139.9 -0.969  0.215 -0.577 45.3 1526.3 -715.9
   931.5   98.8 -271.6  159.8 -0.982  0.290 -0.440 45.3 1440.5 -525.2
   935.4  105.6 -290.1  179.9 -0.864  0.325 -0.507 45.3 1291.5 -343.5
   939.0  112.3 -308.6  199.9 -0.822  0.355 -0.478 45.3 1199.3 -183.9
   942.8  119.0 -327.0  219.9 -0.813  0.337 -0.496 45.3 1187.7  -99.5
   946.5  125.7 -345.4  239.8 -0.809  0.302 -0.506 45.3 1166.7  -22.0
   950.3  132.4 -364.0  259.9 -0.828  0.285 -0.460 45.3 1139.0   35.1
   954.0  139.2 -382.5  280.0 -0.820  0.235 -0.476 45.3 1113.5   58.6
   957.7  145.9 -400.9  299.9 -0.831  0.196 -0.468 45.3 1106.8   62.3
   961.4  152.6 -419.4  320.0 -0.844  0.164 -0.447 45.3 1099.1   66.1
   965.3  159.4 -437.9  340.0 -0.845  0.136 -0.454 45.3 1095.0   70.8
