## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  101    X0/2A= 0.6571    PHI=   0.0    RE= 6.43E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   376.9    0.0  199.9   10.0 -0.964  0.020 -0.040 44.6 1048.7   80.7
   377.5    0.0  204.2   14.3 -0.965  0.003 -0.077 44.7 1056.5   75.6
   377.4    0.0  209.8   19.9 -0.957 -0.006 -0.100 44.6 1040.6   83.2
   377.7    0.0  214.8   24.9 -0.951 -0.007 -0.123 44.7 1039.6   90.0
   378.0    0.0  219.8   29.9 -0.948 -0.006 -0.141 44.7 1035.8   89.4
   378.3    0.0  224.8   35.0 -0.945 -0.016 -0.158 44.8 1040.6   99.1
   379.0    0.0  229.1   39.3 -0.943 -0.015 -0.175 44.6 1032.7   96.2
   379.3    0.4  239.6   49.8 -0.940 -0.025 -0.197 44.6 1036.2  102.4
   379.7    0.0  249.7   59.9 -0.935 -0.019 -0.221 44.8 1046.1   98.9
   380.3    0.0  259.7   69.9 -0.934 -0.017 -0.243 44.7 1051.6   93.2
   380.7    0.0  269.7   79.9 -0.931 -0.017 -0.262 44.6 1052.4   80.3
   381.2    0.0  279.7   89.9 -0.924 -0.021 -0.281 44.8 1057.1   79.8
   381.8    0.0  289.7   99.9 -0.925 -0.015 -0.294 44.7 1061.9   69.9
   382.3    0.0  299.7  110.0 -0.921 -0.024 -0.308 44.7 1065.7   67.9
   382.7    0.0  309.7  120.0 -0.919 -0.022 -0.319 44.7 1070.1   65.2
   383.3    0.0  319.7  130.0 -0.920 -0.022 -0.327 44.7 1074.9   66.1
   383.9    0.0  329.7  140.0 -0.917 -0.024 -0.337 44.8 1081.1   63.1
   384.8    0.0  349.7  160.0 -0.913 -0.024 -0.353 44.7 1082.7   57.3
   385.9    0.0  369.6  179.9 -0.910 -0.023 -0.371 44.6 1084.8   43.4
   387.0    0.0  389.5  199.9 -0.906 -0.024 -0.384 44.7 1091.7   39.7
   388.2    0.0  409.5  219.9 -0.905 -0.025 -0.392 44.6 1090.4   36.7
   389.1    0.0  429.6  240.0 -0.902 -0.023 -0.403 44.8 1103.1   30.7
   390.2    0.0  449.5  260.0 -0.901 -0.023 -0.408 44.7 1105.8   27.4
   391.4    0.0  469.5  280.0 -0.899 -0.028 -0.413 44.6 1101.8   33.2
   392.3    0.0  489.5  300.0 -0.897 -0.026 -0.419 44.7 1106.5   29.6
   393.4    0.0  509.4  319.9 -0.896 -0.028 -0.423 44.7 1106.8   28.1
   394.5    0.0  529.3  339.9 -0.893 -0.025 -0.431 44.6 1105.1   19.8
