## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  199    X0/2A= 0.5272    PHI=  60.0    RE= 6.43E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
    64.9  181.6  104.5    9.8 -0.880 -0.423 -0.665 45.0 1573.4 -427.6
    65.0  185.9  107.1   14.8 -0.896 -0.385 -0.682 45.3 1617.8 -461.0
    65.0  190.3  109.5   19.9 -0.893 -0.363 -0.677 45.1 1572.1 -426.3
    65.0  194.5  112.1   24.8 -0.893 -0.346 -0.667 45.1 1548.6 -395.7
    65.2  198.9  114.4   29.7 -0.893 -0.332 -0.658 45.1 1524.3 -368.4
    65.2  203.2  116.9   34.7 -0.891 -0.319 -0.649 45.0 1492.2 -344.6
    65.3  207.5  119.4   39.7 -0.889 -0.307 -0.641 45.1 1473.9 -325.2
    65.2  216.2  124.6   49.8 -0.888 -0.289 -0.628 45.1 1441.5 -288.0
    65.4  224.8  129.4   59.7 -0.887 -0.273 -0.614 45.1 1406.9 -255.9
    65.3  233.5  134.6   69.8 -0.888 -0.258 -0.603 45.1 1385.2 -232.3
    65.5  242.1  139.5   79.7 -0.886 -0.243 -0.596 45.1 1363.9 -216.6
    65.4  250.8  144.6   89.8 -0.888 -0.222 -0.588 45.1 1344.1 -199.2
    65.5  259.5  149.6   99.8 -0.889 -0.215 -0.580 45.1 1335.9 -185.4
    65.6  268.0  154.6  109.7 -0.888 -0.209 -0.570 45.1 1317.3 -168.8
    65.6  276.7  159.7  119.8 -0.885 -0.203 -0.567 45.2 1306.6 -155.1
    65.7  285.4  164.6  129.8 -0.881 -0.190 -0.557 45.1 1274.0 -132.1
    65.7  294.0  169.6  139.7 -0.876 -0.180 -0.553 45.1 1258.8 -113.0
    66.1  311.4  179.6  159.8 -0.869 -0.153 -0.540 45.0 1212.6  -78.0
    66.2  328.6  189.6  179.7 -0.868 -0.136 -0.531 45.1 1199.9  -59.9
    66.3  346.0  199.6  199.7 -0.869 -0.121 -0.528 45.1 1193.7  -56.9
    66.4  363.4  209.6  219.8 -0.867 -0.112 -0.525 45.1 1183.6  -47.7
    66.7  380.7  219.5  239.7 -0.868 -0.105 -0.520 45.1 1180.7  -38.8
    66.9  398.0  229.6  259.8 -0.868 -0.096 -0.518 45.1 1172.0  -36.0
    67.0  415.3  239.6  279.8 -0.867 -0.090 -0.515 45.1 1168.5  -27.3
    67.1  432.7  249.6  299.8 -0.868 -0.085 -0.511 45.1 1162.0  -21.5
    67.4  450.0  259.5  319.8 -0.866 -0.077 -0.511 45.2 1161.4  -23.7
    67.6  467.3  269.6  339.8 -0.867 -0.073 -0.510 45.2 1164.5  -21.5
