## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  122    X0/2A= 0.7420    PHI=  60.0    RE= 6.48E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   581.4  160.2   92.6   10.0 -0.905 -0.341 -0.680 45.0 1590.1 -434.7
   581.9  164.5   95.1   15.0 -0.918 -0.306 -0.689 45.0 1605.1 -448.6
   582.3  168.8   97.5   20.0 -0.914 -0.283 -0.678 45.0 1563.4 -410.3
   582.8  173.2  100.0   25.1 -0.913 -0.272 -0.670 45.0 1545.6 -388.0
   583.1  177.4  102.6   30.0 -0.911 -0.263 -0.667 45.1 1535.4 -378.3
   583.6  181.8  105.0   35.0 -0.908 -0.251 -0.656 45.1 1509.5 -351.8
   584.1  186.0  107.5   40.0 -0.906 -0.240 -0.647 45.0 1476.4 -327.4
   585.0  194.6  112.5   49.9 -0.906 -0.219 -0.633 45.1 1446.2 -295.8
   585.8  203.3  117.5   60.0 -0.902 -0.209 -0.617 45.0 1410.7 -261.1
   586.8  211.9  122.5   70.0 -0.902 -0.204 -0.603 45.1 1393.2 -233.6
   587.7  220.5  127.5   80.0 -0.900 -0.192 -0.590 45.0 1361.4 -205.7
   588.7  229.2  132.4   90.0 -0.896 -0.177 -0.582 45.0 1337.0 -181.7
   589.5  237.7  137.5  100.0 -0.888 -0.158 -0.573 45.0 1299.7 -156.9
   590.4  246.4  142.4  110.0 -0.887 -0.144 -0.565 45.0 1282.7 -139.0
   591.4  255.1  147.4  120.1 -0.884 -0.134 -0.558 45.0 1267.1 -125.7
   592.4  263.7  152.3  130.0 -0.880 -0.125 -0.554 45.0 1250.3 -107.1
   593.1  272.3  157.3  140.0 -0.881 -0.122 -0.549 45.0 1246.4  -99.5
   595.1  289.6  167.3  160.1 -0.879 -0.112 -0.539 45.0 1227.9  -76.2
   596.8  306.8  177.3  180.0 -0.877 -0.101 -0.533 45.0 1213.8  -67.3
   598.7  324.0  187.1  199.9 -0.875 -0.092 -0.530 45.1 1210.8  -59.5
   600.4  341.3  197.2  220.0 -0.875 -0.087 -0.525 45.1 1203.0  -50.9
   602.3  358.5  207.0  239.9 -0.876 -0.081 -0.519 45.1 1196.0  -39.7
   604.1  375.8  217.1  260.0 -0.876 -0.072 -0.517 45.1 1190.8  -39.7
   606.0  393.0  227.0  280.0 -0.872 -0.067 -0.519 45.0 1180.5  -39.8
   607.7  410.2  236.9  299.9 -0.875 -0.064 -0.513 45.1 1181.1  -35.0
   609.7  427.5  246.9  320.0 -0.877 -0.062 -0.507 45.1 1176.1  -24.8
   611.4  444.8  256.9  340.0 -0.874 -0.059 -0.509 45.1 1172.8  -23.9
