## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  254    X0/2A= 0.7856    PHI=   0.0    RE= 6.31E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   686.0    0.0  175.0   10.9 -1.002  0.017 -0.103 45.0 1140.2  -14.2
   686.5    0.0  180.1   16.0 -0.995 -0.002 -0.142 45.0 1134.0  -13.3
   687.0    0.0  185.0   20.9 -0.986 -0.011 -0.170 44.9 1122.5   -1.5
   687.5    0.0  190.0   25.9 -0.981 -0.010 -0.193 45.0 1125.1    0.6
   688.2    0.0  194.9   30.9 -0.974 -0.014 -0.210 45.0 1116.2    6.2
   688.7    0.0  199.9   35.9 -0.970 -0.015 -0.227 45.0 1115.9    8.7
   689.3    0.0  204.9   40.9 -0.967 -0.019 -0.238 45.1 1118.9   17.3
   690.5    0.0  214.8   50.9 -0.960 -0.018 -0.264 45.0 1115.2   12.7
   691.5    0.0  224.8   60.9 -0.953 -0.019 -0.289 44.9 1112.0   12.1
   692.7    0.0  234.7   70.9 -0.947 -0.019 -0.308 44.8 1106.3    8.5
   693.8    0.0  244.7   81.0 -0.944 -0.020 -0.320 45.0 1118.8   12.2
   695.0    0.0  254.5   90.8 -0.937 -0.023 -0.336 45.1 1118.7   12.3
   696.0    0.0  264.5  100.9 -0.936 -0.021 -0.349 45.0 1121.9    2.5
   697.2    0.0  274.4  110.9 -0.933 -0.020 -0.361 45.0 1127.7    0.5
   698.3    0.0  284.5  121.0 -0.928 -0.023 -0.370 45.0 1123.1    6.6
   699.5    0.0  294.3  130.9 -0.925 -0.025 -0.377 45.1 1125.6    3.7
   700.5    0.0  304.3  140.9 -0.921 -0.024 -0.387 45.0 1120.5   -0.8
   702.8    0.0  324.2  161.0 -0.917 -0.025 -0.399 45.0 1123.3    2.5
   705.0    0.0  344.0  180.9 -0.912 -0.026 -0.410 45.0 1123.1   -1.0
   707.3    0.0  364.0  201.0 -0.909 -0.025 -0.417 44.9 1122.0    1.6
   709.5    0.0  383.8  221.0 -0.906 -0.025 -0.425 45.0 1125.3   -3.7
   711.7    0.0  403.7  241.0 -0.903 -0.028 -0.429 45.0 1125.8    2.9
   714.0    0.0  423.6  261.0 -0.899 -0.025 -0.437 45.0 1121.1   -1.1
   716.3    0.0  443.5  281.0 -0.900 -0.027 -0.438 44.9 1123.6    4.0
   718.5    0.0  463.3  301.0 -0.896 -0.026 -0.444 44.9 1119.0   -1.2
   720.8    0.0  483.3  321.1 -0.895 -0.027 -0.446 45.0 1121.7    4.5
   723.0    0.0  503.1  341.0 -0.890 -0.025 -0.452 44.9 1116.7    2.6
