## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  192    X0/2A= 0.4839    PHI= 165.1    RE= 6.43E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   -38.5   54.3 -204.0   11.2 -0.999 -0.423  0.307 45.2 1448.2 -327.0
   -38.5   55.6 -208.8   16.2 -0.976 -0.376  0.343 45.0 1375.2 -405.0
   -38.5   56.8 -213.7   21.2 -0.938 -0.257  0.349 45.1 1212.2 -417.8
   -38.6   58.2 -218.5   26.2 -0.915 -0.105  0.307 45.1 1071.6 -412.0
   -38.6   60.8 -228.2   36.3 -0.953  0.151  0.241 45.2 1125.6 -493.6
   -38.7   62.1 -232.9   41.1 -0.957  0.230  0.220 45.2 1158.9 -449.3
   -38.8   67.3 -252.2   61.1 -0.986  0.407 -0.023 45.1 1295.8 -138.3
   -38.7   69.9 -262.0   71.3 -0.957  0.390 -0.104 45.2 1233.4  -24.6
   -38.7   72.4 -271.6   81.2 -0.940  0.353 -0.155 45.1 1178.1   15.7
   -38.8   75.1 -281.2   91.2 -0.938  0.287 -0.192 45.1 1139.2   19.7
   -38.7   77.7 -290.9  101.2 -0.941  0.229 -0.221 45.0 1122.3   10.8
   -38.9   80.2 -300.6  111.2 -0.941  0.206 -0.249 45.1 1130.8    4.1
   -38.8   82.9 -310.3  121.3 -0.944  0.173 -0.267 45.1 1129.1    3.9
   -38.9   85.5 -319.9  131.2 -0.941  0.157 -0.284 45.2 1133.2    5.9
   -38.9   88.1 -329.6  141.3 -0.936  0.144 -0.303 45.1 1127.2    1.9
   -39.0   93.3 -348.9  161.3 -0.933  0.111 -0.325 45.0 1124.7    5.2
   -39.0   98.5 -368.2  181.3 -0.925  0.099 -0.349 45.0 1122.6    0.7
   -39.1  103.6 -387.6  201.3 -0.924  0.082 -0.362 45.1 1131.7    0.9
   -39.2  108.7 -406.9  221.3 -0.921  0.069 -0.379 45.0 1129.7   -7.6
   -39.3  113.9 -426.2  241.3 -0.919  0.055 -0.391 45.0 1137.9   -5.4
   -39.3  119.1 -445.5  261.2 -0.915  0.046 -0.402 45.0 1135.3  -11.9
   -39.4  124.3 -464.9  281.3 -0.913  0.037 -0.408 45.1 1144.3   -9.3
   -39.6  134.7 -503.4  321.2 -0.910  0.028 -0.422 45.1 1146.9  -13.2
   -39.7  139.9 -522.8  341.3 -0.906  0.029 -0.430 45.1 1149.0  -17.4
