## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  112    X0/2A= 0.6571    PHI= 150.0    RE= 6.45E06
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.5  100.0 -173.0   10.0 -0.969 -0.352  0.040 46.2 1259.2 -172.8
   377.8  102.4 -177.4   15.0 -0.997 -0.391 -0.002 46.1 1352.5 -167.0
   377.9  104.9 -181.7   20.0 -0.994 -0.405 -0.021 46.2 1362.1 -160.3
   378.3  107.5 -186.0   25.0 -0.992 -0.411 -0.056 46.2 1369.0 -171.6
   378.4  109.9 -190.2   29.8 -0.983 -0.421 -0.098 46.2 1365.1 -189.5
   378.7  112.4 -194.6   34.9 -0.980 -0.405 -0.156 46.1 1356.3 -210.2
   379.0  114.9 -198.9   39.9 -0.975 -0.395 -0.206 46.2 1359.5 -247.1
   379.7  120.0 -207.6   50.0 -0.963 -0.290 -0.352 46.1 1336.9 -298.3
   380.1  124.9 -216.2   59.9 -0.946 -0.131 -0.476 46.1 1342.2 -293.9
   380.8  130.0 -224.8   69.9 -0.944 -0.017 -0.585 46.1 1452.5 -409.6
   381.2  134.9 -233.5   79.9 -0.918  0.112 -0.648 46.1 1496.1 -501.3
   381.9  139.9 -242.1   89.9 -0.891  0.177 -0.671 46.2 1505.3 -480.9
   382.3  144.9 -250.7   99.8 -0.879  0.226 -0.664 46.1 1487.1 -389.1
   383.0  149.9 -259.4  109.9 -0.869  0.260 -0.644 46.2 1459.3 -322.6
   383.4  154.9 -268.0  119.8 -0.865  0.289 -0.607 46.0 1411.0 -237.2
   384.0  160.0 -276.7  129.9 -0.859  0.305 -0.584 46.3 1392.3 -182.9
   384.5  164.9 -285.3  139.9 -0.867  0.288 -0.549 46.2 1347.1 -140.2
   385.8  174.9 -302.6  159.9 -0.868  0.260 -0.511 46.1 1277.7  -89.4
   386.8  184.9 -319.9  179.9 -0.874  0.228 -0.492 46.1 1250.3  -66.3
   387.9  194.8 -337.2  199.8 -0.884  0.195 -0.473 46.1 1231.3  -46.3
   389.0  204.8 -354.4  219.8 -0.883  0.170 -0.464 46.1 1208.6  -32.8
   390.3  214.8 -371.8  239.9 -0.889  0.146 -0.456 46.1 1203.9  -23.4
   391.4  224.8 -389.1  259.9 -0.888  0.130 -0.455 46.1 1196.0  -20.5
   392.5  234.7 -406.3  279.8 -0.890  0.114 -0.450 46.2 1192.7  -13.5
   393.6  244.7 -423.6  299.8 -0.892  0.099 -0.449 46.2 1191.1   -4.6
   394.8  254.7 -441.0  319.9 -0.889  0.092 -0.452 46.1 1182.1   -9.6
   395.9  264.7 -458.2  339.8 -0.887  0.085 -0.458 46.1 1184.9   -9.8
