# CP-NWG,  ALPHA= 29.7 DEG., RE= 6.5 MIO.
# 
# NOMENCLATURE:
# ALPHA     MODEL INCIDENCE
# RE        REYNOLDS NUMBER BASED ON MODEL LENGTH
# DPN       DATA POINT NUMBER
# PHI       CIRCUMFERENTIAL MODEL ANGLE
# I         NUMBER OF PRESSURE TAP
# X0/L      X-LOCATION OF PRESSURE TAP
# CP        PRESSURE COEFFICIENT
# 
# DPN    PHI  I   X0/L     CP
200417  49.6 41  0.9542 -0.2109
200417  49.6 42  0.9717 -0.0211
200418  55.2  1  0.0000  0.1077
200418  55.2  2  0.0006  0.3245
200418  55.2  3  0.0022  0.4250
200418  55.2  4  0.0046  0.3908
200418  55.2  5  0.0074  0.3542
200418  55.2  6  0.0105  0.2835
200418  55.2  7  0.0137  0.2326
200418  55.2  8  0.0172  0.2023
200418  55.2  9  0.0208  0.1574
200418  55.2 10  0.0282  0.0874
200418  55.2 11  0.0358  0.0380
200418  55.2 12  0.0435 -0.0093
200418  55.2 13  0.0555 -0.0634
200418  55.2 14  0.0674 -0.1123
200418  55.2 15  0.0876 -0.1455
200418  55.2 16  0.1079 -0.1762
200418  55.2 17  0.1284 -0.2121
200418  55.2 18  0.1489 -0.2377
200418  55.2 19  0.1901 -0.2713
200418  55.2 20  0.2315 -0.2956
200418  55.2 21  0.2728 -0.3200
200418  55.2 22  0.3145 -0.3366
200418  55.2 23  0.3561 -0.3530
200418  55.2 24  0.3978 -0.3566
200418  55.2 25  0.4396 -0.3662
200418  55.2 26  0.4812 -0.3722
200418  55.2 27  0.5229 -0.3843
200418  55.2 28  0.5646 -0.3917
200418  55.2 29  0.6062 -0.3937
200418  55.2 30  0.6479 -0.3937
200418  55.2 31  0.6892 -0.4041
200418  55.2 32  0.7308 -0.4076
200418  55.2 33  0.7725 -0.4071
200418  55.2 34  0.8137 -0.4163
200418  55.2 35  0.8346 -0.4087
200418  55.2 36  0.8554 -0.3937
200418  55.2 37  0.8758 -0.3920
200418  55.2 38  0.8962 -0.3703
200418  55.2 39  0.9167 -0.3404
200418  55.2 40  0.9367 -0.3038
200418  55.2 41  0.9542 -0.2204
200418  55.2 42  0.9717 -0.0326
200419  60.0  1  0.0000  0.1166
200419  60.0  2  0.0006  0.2929
200419  60.0  3  0.0022  0.3619
200419  60.0  4  0.0046  0.3027
200419  60.0  5  0.0074  0.2618
200419  60.0  6  0.0105  0.1955
200419  60.0  7  0.0137  0.1282
200419  60.0  8  0.0172  0.0897
200419  60.0  9  0.0208  0.0535
200419  60.0 10  0.0282 -0.0052
200419  60.0 11  0.0358 -0.0649
200419  60.0 12  0.0435 -0.1091
200419  60.0 13  0.0555 -0.1652
200419  60.0 14  0.0674 -0.2082
200419  60.0 15  0.0876 -0.2368
200419  60.0 16  0.1079 -0.2704
200419  60.0 17  0.1284 -0.2957
200419  60.0 18  0.1489 -0.3258
200419  60.0 19  0.1901 -0.3561
200419  60.0 20  0.2315 -0.3750
200419  60.0 21  0.2728 -0.3930
200419  60.0 22  0.3145 -0.4096
200419  60.0 23  0.3561 -0.4247
200419  60.0 24  0.3978 -0.4252
200419  60.0 25  0.4396 -0.4321
200419  60.0 26  0.4812 -0.4367
200419  60.0 27  0.5229 -0.4414
200419  60.0 28  0.5646 -0.4492
200419  60.0 29  0.6062 -0.4488
200419  60.0 30  0.6479 -0.4493
200419  60.0 31  0.6892 -0.4478
200419  60.0 32  0.7308 -0.4436
200419  60.0 33  0.7725 -0.4398
200419  60.0 34  0.8137 -0.4470
200419  60.0 35  0.8346 -0.4409
200419  60.0 36  0.8554 -0.4186
200419  60.0 37  0.8758 -0.4068
200419  60.0 38  0.8962 -0.3932
200419  60.0 39  0.9167 -0.3533
200419  60.0 40  0.9367 -0.2811
200419  60.0 41  0.9542 -0.2053
200419  60.0 42  0.9717 -0.0300
200420  64.8  1  0.0000  0.1245
200420  64.8  2  0.0006  0.2407
200420  64.8  3  0.0022  0.2833
200420  64.8  4  0.0046  0.2199
200420  64.8  5  0.0074  0.1626
200420  64.8  6  0.0105  0.0995
200420  64.8  7  0.0137  0.0242
200420  64.8  8  0.0172 -0.0060
200420  64.8  9  0.0208 -0.0528
200420  64.8 10  0.0282 -0.1100
200420  64.8 11  0.0358 -0.1615
200420  64.8 12  0.0435 -0.2044
200420  64.8 13  0.0555 -0.2571
200420  64.8 14  0.0674 -0.3007
200420  64.8 15  0.0876 -0.3252
200420  64.8 16  0.1079 -0.3564
200420  64.8 17  0.1284 -0.3762
200420  64.8 18  0.1489 -0.4046
200420  64.8 19  0.1901 -0.4325
200420  64.8 20  0.2315 -0.4479
200420  64.8 21  0.2728 -0.4678
200420  64.8 22  0.3145 -0.4855
200420  64.8 23  0.3561 -0.4902
200420  64.8 24  0.3978 -0.4852
200420  64.8 25  0.4396 -0.4944
200420  64.8 26  0.4812 -0.4938
200420  64.8 27  0.5229 -0.4993
200420  64.8 28  0.5646 -0.5062
200420  64.8 29  0.6062 -0.4995
200420  64.8 30  0.6479 -0.4968
200420  64.8 31  0.6892 -0.4939
200420  64.8 32  0.7308 -0.4853
200420  64.8 33  0.7725 -0.4682
200420  64.8 34  0.8137 -0.4592
200420  64.8 35  0.8346 -0.4586
200420  64.8 36  0.8554 -0.4334
200420  64.8 37  0.8758 -0.4185
200420  64.8 38  0.8962 -0.3947
200420  64.8 39  0.9167 -0.3382
200420  64.8 40  0.9367 -0.2729
200420  64.8 41  0.9542 -0.2013
200420  64.8 42  0.9717  0.0064
200421  70.4  1  0.0000  0.1280
200421  70.4  2  0.0006  0.1989
200421  70.4  3  0.0022  0.1936
200421  70.4  4  0.0046  0.0920
200421  70.4  5  0.0074  0.0446
200421  70.4  6  0.0105 -0.0177
200421  70.4  7  0.0137 -0.1026
200421  70.4  8  0.0172 -0.1391
200421  70.4  9  0.0208 -0.1754
200421  70.4 10  0.0282 -0.2324
200421  70.4 11  0.0358 -0.2824
200421  70.4 12  0.0435 -0.3212
200421  70.4 13  0.0555 -0.3675
200421  70.4 14  0.0674 -0.4131
200421  70.4 15  0.0876 -0.4277
200421  70.4 16  0.1079 -0.4526
200421  70.4 17  0.1284 -0.4739
200421  70.4 18  0.1489 -0.4978
200421  70.4 19  0.1901 -0.5192
200421  70.4 20  0.2315 -0.5356
200421  70.4 21  0.2728 -0.5497
200421  70.4 22  0.3145 -0.5619
200421  70.4 23  0.3561 -0.5661
200421  70.4 24  0.3978 -0.5638
200421  70.4 25  0.4396 -0.5604
200421  70.4 26  0.4812 -0.5612
200421  70.4 27  0.5229 -0.5611
200421  70.4 28  0.5646 -0.5629
200421  70.4 29  0.6062 -0.5474
200421  70.4 30  0.6479 -0.5432
200421  70.4 31  0.6892 -0.5335
200421  70.4 32  0.7308 -0.5188
200421  70.4 33  0.7725 -0.4981
200421  70.4 34  0.8137 -0.4772
200421  70.4 35  0.8346 -0.4594
200421  70.4 36  0.8554 -0.4284
200421  70.4 37  0.8758 -0.3957
200421  70.4 38  0.8962 -0.3691
200421  70.4 39  0.9167 -0.3146
200421  70.4 40  0.9367 -0.2353
200421  70.4 41  0.9542 -0.1261
200421  70.4 42  0.9717  0.0483
200422  75.2  1  0.0000  0.1347
200422  75.2  2  0.0006  0.1689
200422  75.2  3  0.0022  0.1415
200422  75.2  4  0.0046  0.0199
200422  75.2  5  0.0074 -0.0405
200422  75.2  6  0.0105 -0.1100
200422  75.2  7  0.0137 -0.1897
200422  75.2  8  0.0172 -0.2122
200422  75.2  9  0.0208 -0.2515
200422  75.2 10  0.0282 -0.3115
200422  75.2 11  0.0358 -0.3568
200422  75.2 12  0.0435 -0.4029
200422  75.2 13  0.0555 -0.4339
200422  75.2 14  0.0674 -0.4793
200422  75.2 15  0.0876 -0.4936
200422  75.2 16  0.1079 -0.5208
200422  75.2 17  0.1284 -0.5417
200422  75.2 18  0.1489 -0.5506
200422  75.2 19  0.1901 -0.5746
200422  75.2 20  0.2315 -0.5843
200422  75.2 21  0.2728 -0.5973
200422  75.2 22  0.3145 -0.6046
200422  75.2 23  0.3561 -0.6083
200422  75.2 24  0.3978 -0.5991
200422  75.2 25  0.4396 -0.5975
200422  75.2 26  0.4812 -0.5946
200422  75.2 27  0.5229 -0.5889
200422  75.2 28  0.5646 -0.5882
200422  75.2 29  0.6062 -0.5717
200422  75.2 30  0.6479 -0.5610
200422  75.2 31  0.6892 -0.5458
200422  75.2 32  0.7308 -0.5251
200422  75.2 33  0.7725 -0.4963
200422  75.2 34  0.8137 -0.4667
200422  75.2 35  0.8346 -0.4332
200422  75.2 36  0.8554 -0.3948
200422  75.2 37  0.8758 -0.3601
200422  75.2 38  0.8962 -0.3135
200422  75.2 39  0.9167 -0.2428
200422  75.2 40  0.9367 -0.1530
200422  75.2 41  0.9542 -0.0550
200422  75.2 42  0.9717  0.1084
200423  80.0  1  0.0000  0.1309
200423  80.0  2  0.0006  0.1407
200423  80.0  3  0.0022  0.0700
200423  80.0  4  0.0046 -0.0565
200423  80.0  5  0.0074 -0.1227
200423  80.0  6  0.0105 -0.1901
200423  80.0  7  0.0137 -0.2695
200423  80.0  8  0.0172 -0.3028
200423  80.0  9  0.0208 -0.3443
200423  80.0 10  0.0282 -0.3902
200423  80.0 11  0.0358 -0.4337
200423  80.0 12  0.0435 -0.4763
200423  80.0 13  0.0555 -0.5126
200423  80.0 14  0.0674 -0.5425
200423  80.0 15  0.0876 -0.5546
200423  80.0 16  0.1079 -0.5783
200423  80.0 17  0.1284 -0.5949
200423  80.0 18  0.1489 -0.6116
200423  80.0 19  0.1901 -0.6247
200423  80.0 20  0.2315 -0.6337
200423  80.0 21  0.2728 -0.6335
200423  80.0 22  0.3145 -0.6454
200423  80.0 23  0.3561 -0.6386
200423  80.0 24  0.3978 -0.6330
200423  80.0 25  0.4396 -0.6275
200423  80.0 26  0.4812 -0.6206
200423  80.0 27  0.5229 -0.6138
200423  80.0 28  0.5646 -0.6030
200423  80.0 29  0.6062 -0.5860
200423  80.0 30  0.6479 -0.5730
200423  80.0 31  0.6892 -0.5495
200423  80.0 32  0.7308 -0.5189
200423  80.0 33  0.7725 -0.4854
200423  80.0 34  0.8137 -0.4355
200423  80.0 35  0.8346 -0.4000
200423  80.0 36  0.8554 -0.3605
200423  80.0 37  0.8758 -0.3158
200423  80.0 38  0.8962 -0.2518
200423  80.0 39  0.9167 -0.1657
200423  80.0 40  0.9367 -0.0639
200423  80.0 41  0.9542  0.0516
200423  80.0 42  0.9717  0.1709
200424  84.8  1  0.0000  0.1371
200424  84.8  2  0.0006  0.0923
200424  84.8  3  0.0022 -0.0050
200424  84.8  4  0.0046 -0.1331
200424  84.8  5  0.0074 -0.2078
200424  84.8  6  0.0105 -0.2629
200424  84.8  7  0.0137 -0.3555
200424  84.8  8  0.0172 -0.3790
200424  84.8  9  0.0208 -0.4104
200424  84.8 10  0.0282 -0.4591
200424  84.8 11  0.0358 -0.4985
200424  84.8 12  0.0435 -0.5332
200424  84.8 13  0.0555 -0.5718
200424  84.8 14  0.0674 -0.6042
200424  84.8 15  0.0876 -0.6059
200424  84.8 16  0.1079 -0.6222
200424  84.8 17  0.1284 -0.6385
200424  84.8 18  0.1489 -0.6458
200424  84.8 19  0.1901 -0.6581
200424  84.8 20  0.2315 -0.6579
200424  84.8 21  0.2728 -0.6582
200424  84.8 22  0.3145 -0.6700
200424  84.8 23  0.3561 -0.6629
200424  84.8 24  0.3978 -0.6526
200424  84.8 25  0.4396 -0.6436
200424  84.8 26  0.4812 -0.6351
200424  84.8 27  0.5229 -0.6215
200424  84.8 28  0.5646 -0.6058
200424  84.8 29  0.6062 -0.5789
200424  84.8 30  0.6479 -0.5546
200424  84.8 31  0.6892 -0.5292
200424  84.8 32  0.7308 -0.4881
200424  84.8 33  0.7725 -0.4501
200424  84.8 34  0.8137 -0.3921
200424  84.8 35  0.8346 -0.3474
200424  84.8 36  0.8554 -0.2902
200424  84.8 37  0.8758 -0.2300
200424  84.8 38  0.8962 -0.1636
200424  84.8 39  0.9167 -0.0595
200424  84.8 40  0.9367  0.0334
200424  84.8 41  0.9542  0.1218
200424  84.8 42  0.9717  0.2029
200425  89.6  1  0.0000  0.1456
200425  89.6  2  0.0006  0.0643
200425  89.6  3  0.0022 -0.0613
200425  89.6  4  0.0046 -0.2054
200425  89.6  5  0.0074 -0.2731
200425  89.6  6  0.0105 -0.3251
200425  89.6  7  0.0137 -0.4207
200425  89.6  8  0.0172 -0.4475
200425  89.6  9  0.0208 -0.4738
200425  89.6 10  0.0282 -0.5178
200425  89.6 11  0.0358 -0.5559
200425  89.6 12  0.0435 -0.5785
200425  89.6 13  0.0555 -0.6113
200425  89.6 14  0.0674 -0.6432
200425  89.6 15  0.0876 -0.6479
200425  89.6 16  0.1079 -0.6502
200425  89.6 17  0.1284 -0.6767
200425  89.6 18  0.1489 -0.6794
200425  89.6 19  0.1901 -0.6830
200425  89.6 20  0.2315 -0.6777
200425  89.6 21  0.2728 -0.6751
200425  89.6 22  0.3145 -0.6822
200425  89.6 23  0.3561 -0.6750
200425  89.6 24  0.3978 -0.6593
200425  89.6 25  0.4396 -0.6478
200425  89.6 26  0.4812 -0.6319
200425  89.6 27  0.5229 -0.6169
200425  89.6 28  0.5646 -0.5934
200425  89.6 29  0.6062 -0.5626
200425  89.6 30  0.6479 -0.5339
200425  89.6 31  0.6892 -0.4918
200425  89.6 32  0.7308 -0.4602
200425  89.6 33  0.7725 -0.4011
200425  89.6 34  0.8137 -0.3193
200425  89.6 35  0.8346 -0.2577
200425  89.6 36  0.8554 -0.1896
200425  89.6 37  0.8758 -0.1173
200425  89.6 38  0.8962 -0.0588
200425  89.6 39  0.9167  0.0201
200425  89.6 40  0.9367  0.0945
200425  89.6 41  0.9542  0.1526
200425  89.6 42  0.9717  0.2105
200426  94.4  1  0.0000  0.1453
200426  94.4  2  0.0006  0.0264
200426  94.4  3  0.0022 -0.1219
200426  94.4  4  0.0046 -0.2739
200426  94.4  5  0.0074 -0.3416
200426  94.4  6  0.0105 -0.3990
200426  94.4  7  0.0137 -0.4829
200426  94.4  8  0.0172 -0.5075
200426  94.4  9  0.0208 -0.5351
200426  94.4 10  0.0282 -0.5696
200426  94.4 11  0.0358 -0.5990
200426  94.4 12  0.0435 -0.6272
200426  94.4 13  0.0555 -0.6539
200426  94.4 14  0.0674 -0.6758
200426  94.4 15  0.0876 -0.6744
200426  94.4 16  0.1079 -0.6767
200426  94.4 17  0.1284 -0.6888
200426  94.4 18  0.1489 -0.6956
200426  94.4 19  0.1901 -0.7016
200426  94.4 20  0.2315 -0.6832
200426  94.4 21  0.2728 -0.6798
200426  94.4 22  0.3145 -0.6846
200426  94.4 23  0.3561 -0.6723
200426  94.4 24  0.3978 -0.6546
200426  94.4 25  0.4396 -0.6372
200426  94.4 26  0.4812 -0.6134
200426  94.4 27  0.5229 -0.5899
200426  94.4 28  0.5646 -0.5594
200426  94.4 29  0.6062 -0.5297
200426  94.4 30  0.6479 -0.4929
200426  94.4 31  0.6892 -0.4377
200426  94.4 32  0.7308 -0.3848
200426  94.4 33  0.7725 -0.3147
200426  94.4 34  0.8137 -0.2269
200426  94.4 35  0.8346 -0.1702
200426  94.4 36  0.8554 -0.1080
200426  94.4 37  0.8758 -0.0575
200426  94.4 38  0.8962  0.0034
200426  94.4 39  0.9167  0.0545
200426  94.4 40  0.9367  0.1080
200426  94.4 41  0.9542  0.1604
200426  94.4 42  0.9717  0.2141
200427 100.0  1  0.0000  0.1525
200427 100.0  2  0.0006 -0.0238
200427 100.0  3  0.0022 -0.1936
200427 100.0  4  0.0046 -0.3451
200427 100.0  5  0.0074 -0.4152
200427 100.0  6  0.0105 -0.4635
200427 100.0  7  0.0137 -0.5493
200427 100.0  8  0.0172 -0.5650
200427 100.0  9  0.0208 -0.5908
200427 100.0 10  0.0282 -0.6181
200427 100.0 11  0.0358 -0.6415
200427 100.0 12  0.0435 -0.6617
200427 100.0 13  0.0555 -0.6798
200427 100.0 14  0.0674 -0.6944
200427 100.0 15  0.0876 -0.6810
200427 100.0 16  0.1079 -0.6867
200427 100.0 17  0.1284 -0.6956
200427 100.0 18  0.1489 -0.6974
200427 100.0 19  0.1901 -0.6954
200427 100.0 20  0.2315 -0.6683
200427 100.0 21  0.2728 -0.6679
200427 100.0 22  0.3145 -0.6692
200427 100.0 23  0.3561 -0.6496
200427 100.0 24  0.3978 -0.6308
200427 100.0 25  0.4396 -0.6063
200427 100.0 26  0.4812 -0.5750
200427 100.0 27  0.5229 -0.5358
200427 100.0 28  0.5646 -0.5026
200427 100.0 29  0.6062 -0.4531
200427 100.0 30  0.6479 -0.3987
200427 100.0 31  0.6892 -0.3443
200427 100.0 32  0.7308 -0.2836
200427 100.0 33  0.7725 -0.1936
200427 100.0 34  0.8137 -0.1215
200427 100.0 35  0.8346 -0.0848
200427 100.0 36  0.8554 -0.0438
200427 100.0 37  0.8758 -0.0210
200427 100.0 38  0.8962  0.0172
200427 100.0 39  0.9167  0.0617
200427 100.0 40  0.9367  0.1132
200427 100.0 41  0.9542  0.1646
200427 100.0 42  0.9717  0.2193
200428 104.8  1  0.0000  0.1569
200428 104.8  2  0.0006 -0.0496
200428 104.8  3  0.0022 -0.2404
200428 104.8  4  0.0046 -0.4043
200428 104.8  5  0.0074 -0.4791
200428 104.8  6  0.0105 -0.5115
200428 104.8  7  0.0137 -0.5850
200428 104.8  8  0.0172 -0.6064
200428 104.8  9  0.0208 -0.6274
200428 104.8 10  0.0282 -0.6428
200428 104.8 11  0.0358 -0.6648
200428 104.8 12  0.0435 -0.6749
200428 104.8 13  0.0555 -0.6869
200428 104.8 14  0.0674 -0.7058
200428 104.8 15  0.0876 -0.6855
200428 104.8 16  0.1079 -0.6879
200428 104.8 17  0.1284 -0.6874
200428 104.8 18  0.1489 -0.6887
200428 104.8 19  0.1901 -0.6737
200428 104.8 20  0.2315 -0.6506
200428 104.8 21  0.2728 -0.6484
200428 104.8 22  0.3145 -0.6433
200428 104.8 23  0.3561 -0.6170
200428 104.8 24  0.3978 -0.5881
200428 104.8 25  0.4396 -0.5586
200428 104.8 26  0.4812 -0.5187
200428 104.8 27  0.5229 -0.4758
200428 104.8 28  0.5646 -0.4196
200428 104.8 29  0.6062 -0.3632
200428 104.8 30  0.6479 -0.3059
200428 104.8 31  0.6892 -0.2419
200428 104.8 32  0.7308 -0.1884
200428 104.8 33  0.7725 -0.1279
200428 104.8 34  0.8137 -0.0805
200428 104.8 35  0.8346 -0.0737
200428 104.8 36  0.8554 -0.0372
200428 104.8 37  0.8758 -0.0185
200428 104.8 38  0.8962  0.0161
200428 104.8 39  0.9167  0.0652
200428 104.8 40  0.9367  0.1120
200428 104.8 41  0.9542  0.1672
200428 104.8 42  0.9717  0.2171
200429 108.0  1  0.0000  0.1455
200429 108.0  2  0.0006 -0.0727
200429 108.0  3  0.0022 -0.2764
200429 108.0  4  0.0046 -0.4355
200429 108.0  5  0.0074 -0.5042
200429 108.0  6  0.0105 -0.5444
200429 108.0  7  0.0137 -0.6128
200429 108.0  8  0.0172 -0.6270
200429 108.0  9  0.0208 -0.6434
200429 108.0 10  0.0282 -0.6584
200429 108.0 11  0.0358 -0.6689
200429 108.0 12  0.0435 -0.6806
200429 108.0 13  0.0555 -0.6878
200429 108.0 14  0.0674 -0.7103
200429 108.0 15  0.0876 -0.6790
200429 108.0 16  0.1079 -0.6786
200429 108.0 17  0.1284 -0.6736
200429 108.0 18  0.1489 -0.6685
200429 108.0 19  0.1901 -0.6638
200429 108.0 20  0.2315 -0.6305
200429 108.0 21  0.2728 -0.6250
200429 108.0 22  0.3145 -0.6139
200429 108.0 23  0.3561 -0.5874
200429 108.0 24  0.3978 -0.5542
200429 108.0 25  0.4396 -0.5203
200429 108.0 26  0.4812 -0.4721
200429 108.0 27  0.5229 -0.4200
200429 108.0 28  0.5646 -0.3552
200429 108.0 29  0.6062 -0.2937
200429 108.0 30  0.6479 -0.2439
200429 108.0 31  0.6892 -0.1972
200429 108.0 32  0.7308 -0.1477
200429 108.0 33  0.7725 -0.1191
200429 108.0 34  0.8137 -0.0797
200429 108.0 35  0.8346 -0.0620
200429 108.0 36  0.8554 -0.0442
200429 108.0 37  0.8758 -0.0077
200429 108.0 38  0.8962  0.0254
200429 108.0 39  0.9167  0.0616
200429 108.0 40  0.9367  0.1128
200429 108.0 41  0.9542  0.1629
200429 108.0 42  0.9717  0.2200
200430 111.2  1  0.0000  0.1522
200430 111.2  2  0.0006 -0.0907
200430 111.2  3  0.0022 -0.2986
200430 111.2  4  0.0046 -0.4681
200430 111.2  5  0.0074 -0.5369
200430 111.2  6  0.0105 -0.5642
200430 111.2  7  0.0137 -0.6305
200430 111.2  8  0.0172 -0.6477
200430 111.2  9  0.0208 -0.6602
200430 111.2 10  0.0282 -0.6685
200430 111.2 11  0.0358 -0.6684
200430 111.2 12  0.0435 -0.6828
200430 111.2 13  0.0555 -0.6878
200430 111.2 14  0.0674 -0.6899
200430 111.2 15  0.0876 -0.6692
200430 111.2 16  0.1079 -0.6635
200430 111.2 17  0.1284 -0.6572
200430 111.2 18  0.1489 -0.6492
200430 111.2 19  0.1901 -0.6457
200430 111.2 20  0.2315 -0.6108
200430 111.2 21  0.2728 -0.5992
200430 111.2 22  0.3145 -0.5855
200430 111.2 23  0.3561 -0.5536
200430 111.2 24  0.3978 -0.5138
200430 111.2 25  0.4396 -0.4704
200430 111.2 26  0.4812 -0.4123
200430 111.2 27  0.5229 -0.3508
200430 111.2 28  0.5646 -0.2784
200430 111.2 29  0.6062 -0.2393
200430 111.2 30  0.6479 -0.1957
200430 111.2 31  0.6892 -0.1599
200430 111.2 32  0.7308 -0.1355
200430 111.2 33  0.7725 -0.1178
200430 111.2 34  0.8137 -0.0826
200430 111.2 35  0.8346 -0.0548
200430 111.2 36  0.8554 -0.0301
200430 111.2 37  0.8758 -0.0057
200430 111.2 38  0.8962  0.0214
200430 111.2 39  0.9167  0.0669
200430 111.2 40  0.9367  0.1095
200430 111.2 41  0.9542  0.1649
200430 111.2 42  0.9717  0.2200
200431 114.4  1  0.0000  0.1510
200431 114.4  2  0.0006 -0.1177
200431 114.4  3  0.0022 -0.3422
200431 114.4  4  0.0046 -0.4970
200431 114.4  5  0.0074 -0.5604
200431 114.4  6  0.0105 -0.5847
200431 114.4  7  0.0137 -0.6439
200431 114.4  8  0.0172 -0.6570
200431 114.4  9  0.0208 -0.6627
200431 114.4 10  0.0282 -0.6723
200431 114.4 11  0.0358 -0.6774
200431 114.4 12  0.0435 -0.6796
200431 114.4 13  0.0555 -0.6800
200431 114.4 14  0.0674 -0.6855
200431 114.4 15  0.0876 -0.6543
200431 114.4 16  0.1079 -0.6455
200431 114.4 17  0.1284 -0.6380
200431 114.4 18  0.1489 -0.6349
200431 114.4 19  0.1901 -0.6264
200431 114.4 20  0.2315 -0.5811
200431 114.4 21  0.2728 -0.5751
200431 114.4 22  0.3145 -0.5551
200431 114.4 23  0.3561 -0.5202
200431 114.4 24  0.3978 -0.4762
200431 114.4 25  0.4396 -0.4270
200431 114.4 26  0.4812 -0.3642
200431 114.4 27  0.5229 -0.2944
200431 114.4 28  0.5646 -0.2366
200431 114.4 29  0.6062 -0.2023
200431 114.4 30  0.6479 -0.1774
200431 114.4 31  0.6892 -0.1583
200431 114.4 32  0.7308 -0.1336
200431 114.4 33  0.7725 -0.1110
200431 114.4 34  0.8137 -0.0791
200431 114.4 35  0.8346 -0.0650
200431 114.4 36  0.8554 -0.0321
200431 114.4 37  0.8758 -0.0096
200431 114.4 38  0.8962  0.0236
200431 114.4 39  0.9167  0.0599
200431 114.4 40  0.9367  0.1114
200431 114.4 41  0.9542  0.1634
200431 114.4 42  0.9717  0.2181
200432 116.8  1  0.0000  0.1574
200432 116.8  2  0.0006 -0.1232
200432 116.8  3  0.0022 -0.3569
200432 116.8  4  0.0046 -0.5113
200432 116.8  5  0.0074 -0.5757
200432 116.8  6  0.0105 -0.6005
200432 116.8  7  0.0137 -0.6627
200432 116.8  8  0.0172 -0.6684
200432 116.8  9  0.0208 -0.6669
200432 116.8 10  0.0282 -0.6715
200432 116.8 11  0.0358 -0.6671
200432 116.8 12  0.0435 -0.6752
200432 116.8 13  0.0555 -0.6710
200432 116.8 14  0.0674 -0.6714
200432 116.8 15  0.0876 -0.6365
200432 116.8 16  0.1079 -0.6281
200432 116.8 17  0.1284 -0.6200
200432 116.8 18  0.1489 -0.6170
200432 116.8 19  0.1901 -0.6052
200432 116.8 20  0.2315 -0.5583
200432 116.8 21  0.2728 -0.5448
200432 116.8 22  0.3145 -0.5209
200432 116.8 23  0.3561 -0.4794
200432 116.8 24  0.3978 -0.4344
200432 116.8 25  0.4396 -0.3713
200432 116.8 26  0.4812 -0.3068
200432 116.8 27  0.5229 -0.2453
200432 116.8 28  0.5646 -0.2082
200432 116.8 29  0.6062 -0.1867
200432 116.8 30  0.6479 -0.1658
200432 116.8 31  0.6892 -0.1537
200432 116.8 32  0.7308 -0.1299
200432 116.8 33  0.7725 -0.1073
200432 116.8 34  0.8137 -0.0829
200432 116.8 35  0.8346 -0.0646
200432 116.8 36  0.8554 -0.0327
200432 116.8 37  0.8758 -0.0149
200432 116.8 38  0.8962  0.0154
200432 116.8 39  0.9167  0.0601
200432 116.8 40  0.9367  0.1085
200432 116.8 41  0.9542  0.1602
200432 116.8 42  0.9717  0.2148
200433 120.0  1  0.0000  0.1539
200433 120.0  2  0.0006 -0.1418
200433 120.0  3  0.0022 -0.3713
200433 120.0  4  0.0046 -0.5361
200433 120.0  5  0.0074 -0.6026
200433 120.0  6  0.0105 -0.6131
200433 120.0  7  0.0137 -0.6697
200433 120.0  8  0.0172 -0.6778
200433 120.0  9  0.0208 -0.6804
200433 120.0 10  0.0282 -0.6731
200433 120.0 11  0.0358 -0.6687
200433 120.0 12  0.0435 -0.6578
200433 120.0 13  0.0555 -0.6531
200433 120.0 14  0.0674 -0.6498
200433 120.0 15  0.0876 -0.6235
200433 120.0 16  0.1079 -0.6084
200433 120.0 17  0.1284 -0.6060
200433 120.0 18  0.1489 -0.6055
200433 120.0 19  0.1901 -0.5841
200433 120.0 20  0.2315 -0.5231
200433 120.0 21  0.2728 -0.5049
200433 120.0 22  0.3145 -0.4805
200433 120.0 23  0.3561 -0.4323
200433 120.0 24  0.3978 -0.3771
200433 120.0 25  0.4396 -0.3184
200433 120.0 26  0.4812 -0.2444
200433 120.0 27  0.5229 -0.2066
200433 120.0 28  0.5646 -0.1882
200433 120.0 29  0.6062 -0.1790
200433 120.0 30  0.6479 -0.1653
200433 120.0 31  0.6892 -0.1468
200433 120.0 32  0.7308 -0.1361
200433 120.0 33  0.7725 -0.1088
200433 120.0 34  0.8137 -0.0903
200433 120.0 35  0.8346 -0.0673
200433 120.0 36  0.8554 -0.0476
200433 120.0 37  0.8758 -0.0199
200433 120.0 38  0.8962  0.0066
200433 120.0 39  0.9167  0.0417
200433 120.0 40  0.9367  0.0844
200433 120.0 41  0.9542  0.1341
200433 120.0 42  0.9717  0.1909
200434 123.2  1  0.0000  0.1597
200434 123.2  2  0.0006 -0.1579
200434 123.2  3  0.0022 -0.4145
200434 123.2  4  0.0046 -0.5609
200434 123.2  5  0.0074 -0.6125
200434 123.2  6  0.0105 -0.6261
200434 123.2  7  0.0137 -0.6788
200434 123.2  8  0.0172 -0.6711
200434 123.2  9  0.0208 -0.6745
200434 123.2 10  0.0282 -0.6668
200434 123.2 11  0.0358 -0.6553
200434 123.2 12  0.0435 -0.6441
200434 123.2 13  0.0555 -0.6343
200434 123.2 14  0.0674 -0.6301
200434 123.2 15  0.0876 -0.6047
200434 123.2 16  0.1079 -0.5955
200434 123.2 17  0.1284 -0.5980
200434 123.2 18  0.1489 -0.6009
200434 123.2 19  0.1901 -0.5537
