## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  142    X0/2A= 0.8279    PHI=  89.7    RE= 6.32E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   788.2  160.9    1.1   10.0 -0.855  0.063 -0.720 45.2 1416.6 -281.2
   788.8  165.9    1.2   15.0 -0.860  0.047 -0.709 45.1 1403.4 -262.5
   789.5  170.8    1.2   20.0 -0.859  0.036 -0.701 45.2 1394.3 -254.3
   790.2  175.7    1.2   24.9 -0.861  0.023 -0.689 45.1 1371.7 -233.0
   790.9  180.7    1.2   30.0 -0.859  0.020 -0.690 45.1 1366.9 -237.1
   791.6  185.6    1.2   34.9 -0.863  0.014 -0.684 45.1 1366.8 -229.9
   792.3  190.6    1.3   40.0 -0.861  0.005 -0.670 45.2 1344.6 -208.9
   793.9  200.5    1.2   50.0 -0.859  0.000 -0.661 45.1 1326.4 -194.2
   795.3  210.4    1.1   60.0 -0.862 -0.007 -0.646 45.1 1309.6 -175.9
   796.7  220.3    1.2   70.0 -0.863 -0.012 -0.638 45.2 1303.2 -162.8
   798.2  230.2    1.1   80.0 -0.863 -0.015 -0.631 45.2 1291.9 -149.5
   799.7  240.1    1.1   90.0 -0.861 -0.018 -0.622 45.1 1274.1 -133.7
   801.0  250.0    1.1  100.0 -0.861 -0.020 -0.612 45.1 1259.2 -122.8
   802.4  259.9    1.1  110.0 -0.862 -0.020 -0.609 45.2 1261.2 -124.0
   804.0  269.8    1.1  120.0 -0.860 -0.021 -0.603 45.2 1250.0 -112.2
   805.4  279.7    1.1  130.0 -0.861 -0.020 -0.600 45.0 1237.4 -110.1
   806.8  289.6    1.1  140.0 -0.863 -0.020 -0.594 45.2 1242.6 -103.4
   809.6  309.4    1.2  160.0 -0.866 -0.024 -0.579 45.1 1226.0  -85.4
   812.4  329.2    1.2  180.0 -0.866 -0.022 -0.576 45.2 1222.3  -79.2
   815.4  349.0    1.1  200.0 -0.865 -0.025 -0.566 45.1 1204.4  -67.6
   818.2  368.8    1.2  220.0 -0.866 -0.022 -0.562 45.2 1208.3  -66.6
   821.0  388.6    1.2  240.0 -0.866 -0.019 -0.560 45.1 1200.9  -65.6
   824.0  408.4    1.2  260.1 -0.865 -0.023 -0.552 45.1 1189.1  -55.4
   826.8  428.2    1.2  280.1 -0.865 -0.019 -0.551 45.2 1192.2  -52.7
   829.6  448.0    1.3  300.1 -0.865 -0.022 -0.543 45.2 1180.9  -44.9
   832.4  467.8    1.2  320.1 -0.867 -0.018 -0.540 45.2 1181.8  -40.8
   835.4  487.6    1.2  340.1 -0.868 -0.019 -0.536 45.2 1180.0  -35.7
