## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  107    X0/2A= 0.6571    PHI= 120.0    RE= 6.31E06
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.5  173.0 -100.0   10.0 -0.679  0.204 -0.387 44.7  726.2 -120.8
   377.7  177.4 -102.4   15.0 -0.854  0.159 -0.612 44.8 1263.3 -170.4
   377.9  181.7 -104.9   20.0 -0.863  0.132 -0.641 44.7 1306.4 -195.5
   378.2  186.0 -107.4   24.9 -0.863  0.123 -0.642 44.8 1309.7 -194.6
   378.4  190.4 -109.8   30.0 -0.867  0.119 -0.647 44.8 1323.8 -198.5
   378.8  194.6 -112.4   34.9 -0.864  0.121 -0.650 44.7 1318.5 -204.4
   379.0  199.0 -114.8   39.9 -0.863  0.114 -0.647 44.7 1312.4 -198.9
   379.6  207.6 -119.9   49.9 -0.866  0.112 -0.645 44.8 1316.6 -200.4
   380.1  216.3 -124.8   59.9 -0.870  0.105 -0.639 44.8 1317.6 -191.3
   380.7  224.9 -129.8   69.9 -0.870  0.108 -0.637 44.8 1314.6 -192.3
   381.3  233.6 -134.9   80.0 -0.871  0.105 -0.634 44.8 1307.1 -191.4
   382.0  242.2 -139.9   90.0 -0.874  0.100 -0.625 44.8 1302.3 -179.9
   382.4  250.9 -144.9  100.0 -0.872  0.097 -0.625 44.9 1300.8 -177.3
   383.0  259.6 -149.9  110.1 -0.877  0.092 -0.614 44.8 1287.9 -167.9
   383.6  268.2 -154.9  120.0 -0.875  0.090 -0.610 44.8 1284.1 -165.5
   384.3  276.8 -159.9  130.0 -0.876  0.089 -0.608 44.7 1276.7 -162.3
   384.9  285.5 -164.9  140.0 -0.882  0.086 -0.598 44.7 1274.5 -152.1
   385.9  302.8 -174.9  160.1 -0.878  0.081 -0.593 44.8 1259.8 -143.4
   387.0  320.2 -184.8  180.1 -0.880  0.076 -0.581 44.7 1244.8 -131.6
   388.1  337.4 -194.8  200.0 -0.884  0.073 -0.571 44.8 1246.4 -123.7
   389.3  354.7 -204.9  220.1 -0.882  0.065 -0.569 44.8 1236.2 -115.9
   390.4  372.0 -214.8  240.1 -0.886  0.060 -0.558 44.7 1225.8 -104.2
   391.5  389.3 -224.8  260.1 -0.884  0.055 -0.553 44.8 1219.7 -101.0
   392.6  406.6 -234.7  280.0 -0.883  0.054 -0.548 44.7 1208.1  -91.6
   393.6  423.9 -244.7  300.0 -0.886  0.042 -0.541 44.8 1206.2  -82.7
   394.9  441.2 -254.8  320.1 -0.883  0.043 -0.539 44.7 1194.9  -81.3
   395.9  458.5 -264.7  340.1 -0.883  0.036 -0.534 44.8 1192.6  -74.8
