## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3182    X0/2A= 0.9167    PHI=  60.1    RE= 6.47E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
  1002.5  104.2   60.0   10.0 -0.842 -0.171 -0.683 45.1 1385.4 -228.0
  1003.7  108.3   62.4   14.9 -0.830 -0.140 -0.681 45.1 1347.7 -193.9
  1005.0  112.6   64.7   19.9 -0.829 -0.133 -0.671 45.3 1337.3 -169.7
  1006.1  116.8   67.2   25.0 -0.855 -0.132 -0.627 45.2 1313.9 -156.2
  1007.3  121.0   69.7   30.0 -0.837 -0.122 -0.635 45.3 1294.0 -128.7
  1008.5  125.2   72.1   35.0 -0.830 -0.121 -0.634 45.2 1273.8 -114.2
  1009.8  129.3   74.5   39.9 -0.833 -0.116 -0.623 45.2 1262.4 -103.3
  1012.3  137.8   79.3   50.0 -0.843 -0.113 -0.594 45.2 1244.6  -81.2
  1014.8  146.2   84.1   60.0 -0.837 -0.108 -0.592 45.2 1227.4  -65.9
  1017.1  154.6   89.0   70.0 -0.839 -0.104 -0.578 45.2 1207.1  -46.2
  1019.6  163.0   93.8   79.9 -0.841 -0.100 -0.573 45.2 1204.8  -40.8
  1022.1  171.4   98.7   90.0 -0.841 -0.096 -0.564 45.1 1189.5  -29.5
  1024.4  179.8  103.6  100.0 -0.839 -0.093 -0.560 45.2 1185.3  -21.0
  1026.9  188.2  108.4  110.0 -0.838 -0.090 -0.556 45.2 1174.6  -13.0
  1029.4  196.6  113.2  120.0 -0.839 -0.089 -0.551 45.2 1173.5   -9.7
  1031.9  205.0  118.0  130.0 -0.832 -0.087 -0.560 45.1 1164.4   -3.5
  1034.2  213.4  123.0  140.0 -0.838 -0.083 -0.548 45.3 1170.3   -3.5
  1039.2  230.1  132.6  159.9 -0.834 -0.077 -0.549 45.2 1159.3    3.3
  1044.0  247.0  142.3  180.0 -0.839 -0.071 -0.542 45.2 1159.0   -0.2
  1048.9  263.8  152.1  200.0 -0.842 -0.070 -0.537 45.2 1158.3    3.7
  1053.7  280.5  161.8  219.9 -0.841 -0.067 -0.534 45.3 1154.5    7.9
  1058.7  297.3  171.4  239.9 -0.847 -0.064 -0.530 45.2 1158.2    6.0
  1063.5  314.2  181.1  260.0 -0.845 -0.062 -0.530 45.1 1149.2   10.3
  1068.3  331.0  190.9  280.0 -0.847 -0.061 -0.525 45.4 1158.5   10.3
  1073.1  347.8  200.7  300.0 -0.847 -0.059 -0.525 45.2 1152.6   10.8
  1078.1  364.5  210.3  319.9 -0.853 -0.057 -0.516 45.1 1144.9   11.8
  1082.9  381.4  220.0  340.0 -0.849 -0.056 -0.523 45.2 1153.3   10.6
