## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  200    X0/2A= 0.5272    PHI=  90.1    RE= 6.43E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
    65.4  209.8   -0.4   10.1 -0.870 -0.030 -0.863 45.1 1699.7 -565.8
    65.4  214.6   -0.4   14.9 -0.875 -0.020 -0.847 45.1 1677.3 -541.5
    65.4  219.7   -0.4   20.0 -0.877 -0.016 -0.831 45.2 1658.8 -521.8
    65.6  229.7   -0.5   30.0 -0.879 -0.015 -0.804 45.2 1619.0 -478.0
    65.6  234.7   -0.5   35.0 -0.878 -0.016 -0.792 45.1 1587.5 -454.1
    65.6  239.7   -0.5   40.0 -0.879 -0.015 -0.780 45.2 1573.2 -435.6
    65.8  249.7   -0.5   50.0 -0.884 -0.019 -0.753 45.2 1534.5 -389.0
    65.8  259.7   -0.5   60.0 -0.881 -0.019 -0.738 45.1 1499.5 -366.5
    66.0  269.7   -0.5   70.0 -0.884 -0.021 -0.720 45.1 1474.3 -338.5
    66.0  279.7   -0.5   80.0 -0.884 -0.022 -0.704 45.1 1453.1 -314.9
    66.2  289.7   -0.6   90.0 -0.887 -0.022 -0.686 45.1 1430.9 -287.8
    66.2  299.7   -0.5  100.0 -0.883 -0.022 -0.679 45.2 1412.7 -273.7
    66.4  309.7   -0.6  110.0 -0.883 -0.023 -0.666 45.1 1390.1 -255.0
    66.5  319.7   -0.5  120.0 -0.883 -0.024 -0.654 45.1 1372.0 -238.5
    66.7  329.7   -0.6  130.0 -0.885 -0.025 -0.645 45.1 1361.6 -220.5
    66.7  339.7   -0.6  140.0 -0.882 -0.025 -0.637 45.1 1347.3 -213.2
    66.9  359.7   -0.6  160.0 -0.882 -0.024 -0.623 45.2 1331.3 -190.7
    67.1  379.6   -0.6  179.9 -0.884 -0.026 -0.606 45.2 1315.8 -166.5
    67.2  399.7   -0.5  200.0 -0.883 -0.022 -0.595 45.2 1291.5 -155.6
    67.4  419.7   -0.6  220.0 -0.880 -0.023 -0.587 45.2 1278.6 -141.5
    67.6  439.7   -0.6  240.0 -0.883 -0.022 -0.578 45.0 1263.7 -123.6
    67.8  459.7   -0.6  260.0 -0.878 -0.022 -0.572 45.1 1251.0 -116.6
    67.9  479.8   -0.5  280.1 -0.882 -0.021 -0.562 45.1 1241.4 -106.8
    68.1  499.7   -0.5  300.0 -0.877 -0.023 -0.560 45.2 1237.3  -99.6
    68.3  519.7   -0.6  320.0 -0.877 -0.023 -0.553 45.1 1223.3  -91.3
    68.5  539.7   -0.6  340.0 -0.877 -0.025 -0.548 45.1 1221.2  -78.1
