## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  108    X0/2A= 0.6571    PHI= 130.0    RE= 6.31E06
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.3  153.1 -128.4    9.9 -0.800 -0.070  0.015 44.8  722.3 -145.3
   377.6  156.9 -131.6   14.9 -0.780 -0.041 -0.056 44.7  682.5 -145.3
   377.9  160.7 -134.8   19.9 -0.718  0.037 -0.191 44.8  617.3 -184.4
   378.1  164.5 -138.0   24.9 -0.714  0.143 -0.369 44.9  746.9 -157.2
   378.4  168.4 -141.2   29.9 -0.802  0.170 -0.547 44.8 1085.6 -159.4
   378.7  172.2 -144.4   34.9 -0.857  0.150 -0.628 44.8 1285.4 -177.7
   378.9  176.0 -147.6   39.9 -0.859  0.144 -0.634 44.8 1293.1 -185.9
   379.7  183.7 -154.1   50.0 -0.861  0.138 -0.631 44.8 1291.3 -180.7
   380.2  191.3 -160.5   59.9 -0.862  0.132 -0.631 44.8 1292.5 -176.1
   380.7  199.0 -166.9   69.9 -0.865  0.128 -0.624 44.7 1284.7 -170.6
   381.3  206.6 -173.3   79.9 -0.868  0.126 -0.621 44.8 1290.7 -171.8
   382.0  214.3 -179.8   90.0 -0.868  0.122 -0.616 44.8 1282.7 -161.4
   382.5  221.9 -186.3  100.0 -0.870  0.122 -0.610 44.8 1279.5 -160.9
   383.1  229.6 -192.7  110.0 -0.870  0.126 -0.605 44.8 1272.7 -157.4
   383.6  237.2 -199.1  120.0 -0.869  0.119 -0.602 44.8 1266.4 -152.2
   384.3  244.9 -205.6  130.1 -0.870  0.118 -0.596 44.7 1249.7 -143.4
   384.8  252.5 -212.0  140.0 -0.877  0.119 -0.586 44.8 1258.6 -140.2
   385.9  267.8 -224.8  160.0 -0.877  0.111 -0.575 44.8 1242.0 -125.6
   387.0  283.1 -237.6  180.0 -0.878  0.105 -0.568 44.7 1230.5 -110.9
   388.2  298.5 -250.5  200.1 -0.879  0.099 -0.558 44.7 1219.2 -102.9
   389.3  313.8 -263.3  220.1 -0.881  0.095 -0.549 44.8 1213.9  -98.6
   390.4  329.0 -276.1  240.0 -0.881  0.089 -0.542 44.8 1202.0  -88.3
   391.5  344.3 -288.9  260.0 -0.881  0.082 -0.535 44.8 1196.6  -79.6
   392.7  359.7 -301.8  280.1 -0.881  0.075 -0.532 44.8 1192.1  -75.4
   393.8  374.9 -314.6  300.0 -0.886  0.068 -0.521 44.8 1188.0  -68.5
   394.9  390.2 -327.4  320.0 -0.885  0.061 -0.521 44.8 1184.8  -62.9
   395.9  405.5 -340.2  340.0 -0.888  0.058 -0.513 44.7 1174.0  -56.7
