## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3166    X0/2A= 0.8758    PHI= 110.0    RE= 6.59E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.9  133.2  -48.5   10.0 -0.598  0.175 -0.259 45.2  532.8   -8.7
   904.8  137.8  -50.1   15.0 -0.729  0.119 -0.559 45.1  999.2  -19.7
   905.7  142.4  -51.8   20.0 -0.819  0.044 -0.627 45.1 1240.5  -77.3
   906.6  147.1  -53.4   25.0 -0.826  0.028 -0.627 45.2 1257.7  -85.2
   907.5  151.6  -55.2   29.9 -0.829  0.024 -0.629 45.1 1259.3  -93.0
   908.4  156.3  -56.8   35.0 -0.822  0.015 -0.632 45.2 1256.8  -82.8
   909.5  160.9  -58.5   40.0 -0.817  0.010 -0.636 45.2 1251.2  -80.7
   911.3  170.2  -61.9   50.1 -0.831  0.009 -0.626 45.1 1258.2  -90.0
   913.2  179.3  -65.2   59.9 -0.823  0.006 -0.635 45.2 1260.6  -89.3
   915.1  188.6  -68.7   70.1 -0.826  0.004 -0.631 45.2 1258.7  -90.5
   917.0  197.8  -72.0   80.0 -0.827  0.000 -0.629 45.2 1259.1  -89.4
   918.8  207.0  -75.3   89.9 -0.831  0.005 -0.631 45.2 1270.1  -99.0
   920.8  216.2  -78.8  100.0 -0.829 -0.002 -0.626 45.1 1251.1  -85.9
   922.6  225.5  -82.1  110.0 -0.830 -0.003 -0.620 45.3 1255.1  -82.0
   924.4  234.7  -85.4  120.0 -0.829 -0.006 -0.621 45.3 1254.1  -79.0
   926.3  244.0  -88.8  130.0 -0.831 -0.002 -0.619 45.2 1253.4  -81.9
   928.2  253.2  -92.2  140.0 -0.831  0.001 -0.622 45.1 1253.2  -86.3
   931.9  271.6  -98.9  160.0 -0.836  0.000 -0.610 45.2 1250.2  -82.7
   935.7  290.1 -105.7  180.0 -0.838  0.001 -0.608 45.2 1250.1  -80.4
   939.4  308.6 -112.3  200.0 -0.839  0.002 -0.605 45.2 1249.1  -79.3
   943.2  327.1 -119.1  220.1 -0.839  0.004 -0.601 45.2 1244.7  -72.5
   946.8  345.5 -125.7  240.0 -0.842  0.005 -0.596 45.3 1246.2  -72.5
   950.6  364.0 -132.5  260.0 -0.843  0.003 -0.589 45.1 1229.1  -64.9
   954.3  382.6 -139.2  280.2 -0.847  0.004 -0.579 45.1 1225.1  -62.9
   958.1  401.0 -146.0  300.1 -0.852  0.002 -0.571 45.2 1227.4  -59.2
   961.7  419.5 -152.6  320.1 -0.850  0.001 -0.569 45.3 1226.0  -56.4
   965.5  437.9 -159.4  340.1 -0.851  0.004 -0.568 45.3 1229.1  -54.9
