## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3187    X0/2A= 0.9167    PHI= 130.0    RE= 6.46E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
  1003.6   95.8  -80.6   15.1 -0.711  0.113  0.015 45.3  598.7    4.0
  1004.9   99.6  -83.8   20.2 -0.708  0.113 -0.010 45.2  591.5    7.5
  1005.9  103.3  -86.8   25.1 -0.698  0.103  0.040 45.3  577.0    8.2
  1007.2  107.0  -89.9   30.1 -0.680  0.094  0.065 45.2  548.4    1.1
  1008.4  110.8  -93.0   35.1 -0.656  0.093 -0.080 45.2  513.4   19.5
  1009.7  114.5  -96.1   40.1 -0.608  0.092 -0.179 45.3  473.4   33.7
  1012.1  121.9 -102.5   50.2 -0.572  0.099 -0.313 45.4  504.7   58.4
  1014.4  129.3 -108.6   60.1 -0.612  0.061 -0.492 45.3  717.4   38.0
  1016.9  136.7 -114.8   70.0 -0.718  0.006 -0.539 45.3  932.6   34.1
  1019.4  144.2 -121.1   80.1 -0.750 -0.032 -0.601 45.4 1073.7   25.7
  1021.7  151.6 -127.3   90.1 -0.766 -0.045 -0.627 45.3 1138.2    3.9
  1024.2  159.1 -133.6  100.2 -0.761 -0.062 -0.638 45.3 1147.2    6.3
  1026.7  166.4 -139.8  110.1 -0.781 -0.055 -0.638 45.3 1180.7  -17.7
  1029.2  173.9 -146.0  120.1 -0.785 -0.048 -0.650 45.2 1199.1  -38.4
  1031.6  181.3 -152.3  130.1 -0.793 -0.033 -0.655 45.3 1226.2  -63.4
  1034.1  188.8 -158.6  140.2 -0.782 -0.028 -0.671 45.4 1232.4  -67.7
  1038.9  203.6 -171.0  160.1 -0.800 -0.007 -0.667 45.3 1254.2  -94.1
  1043.9  218.5 -183.5  180.2 -0.801  0.003 -0.668 45.3 1256.3  -96.6
  1048.7  233.3 -195.9  200.1 -0.809  0.018 -0.663 45.4 1270.0 -101.8
  1053.6  248.2 -208.5  220.2 -0.812  0.027 -0.652 45.3 1253.6  -92.4
  1058.4  263.0 -220.9  240.1 -0.820  0.037 -0.636 45.4 1250.7  -88.0
  1063.4  277.9 -233.4  260.2 -0.814  0.039 -0.637 45.3 1238.0  -76.4
  1068.2  292.7 -245.8  280.1 -0.824  0.035 -0.622 45.4 1237.4  -70.4
  1073.1  307.6 -258.4  300.2 -0.834  0.039 -0.603 45.4 1233.9  -66.0
  1077.9  322.4 -270.8  320.1 -0.835  0.040 -0.596 45.5 1226.7  -58.7
  1082.9  337.3 -283.3  340.2 -0.842  0.039 -0.581 45.4 1217.6  -52.5
