## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  259    X0/2A= 0.7856    PHI= 109.8    RE= 6.26E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   686.3  163.6  -58.7    9.7 -0.796  0.144 -0.573 45.0 1100.0 -104.2
   687.0  168.3  -60.4   14.7 -0.852  0.086 -0.639 45.0 1274.3 -160.0
   687.6  173.0  -62.1   19.8 -0.858  0.068 -0.638 45.0 1284.0 -153.0
   688.1  177.7  -63.7   24.8 -0.854  0.069 -0.648 45.0 1288.8 -169.4
   688.7  182.3  -65.5   29.7 -0.856  0.065 -0.649 45.0 1292.8 -171.4
   689.4  187.0  -67.2   34.8 -0.856  0.053 -0.643 45.1 1290.7 -156.4
   690.0  191.7  -69.0   39.8 -0.857  0.055 -0.648 45.0 1293.6 -169.0
   691.1  201.0  -72.3   49.8 -0.858  0.048 -0.645 45.0 1290.6 -162.7
   692.2  210.3  -75.7   59.7 -0.858  0.048 -0.644 45.0 1289.0 -166.1
   693.3  219.7  -79.0   69.8 -0.860  0.046 -0.642 45.0 1291.3 -166.5
   694.4  229.0  -82.4   79.7 -0.861  0.035 -0.631 45.0 1274.1 -146.1
   695.7  238.3  -85.9   89.7 -0.863  0.040 -0.633 45.1 1286.8 -158.6
   696.8  247.6  -89.2   99.7 -0.860  0.035 -0.626 45.0 1267.0 -145.3
   697.9  256.9  -92.6  109.6 -0.867  0.032 -0.618 44.9 1263.1 -139.1
   699.2  266.2  -96.1  119.6 -0.863  0.033 -0.619 45.0 1263.1 -141.3
   700.3  275.6  -99.5  129.7 -0.865  0.032 -0.613 45.0 1260.3 -133.4
   701.4  284.9 -102.8  139.6 -0.864  0.033 -0.609 45.0 1250.7 -128.9
   703.8  303.6 -109.7  159.7 -0.866  0.025 -0.599 45.1 1243.9 -113.0
   705.9  322.3 -116.4  179.7 -0.867  0.027 -0.592 44.9 1229.7 -111.8
   708.3  341.0 -123.2  199.7 -0.867  0.027 -0.586 45.0 1225.2 -106.5
   710.5  359.6 -130.0  219.6 -0.867  0.024 -0.580 45.0 1219.5  -97.8
   712.9  378.3 -136.8  239.7 -0.871  0.021 -0.571 45.1 1216.8  -85.7
   715.1  397.0 -143.5  259.7 -0.870  0.024 -0.567 45.0 1207.4  -85.0
   717.3  415.6 -150.2  279.6 -0.870  0.019 -0.562 45.1 1204.9  -80.7
   719.7  434.3 -157.1  299.6 -0.869  0.015 -0.557 45.0 1193.3  -70.8
   721.9  453.0 -163.8  319.6 -0.872  0.015 -0.551 45.0 1188.9  -65.0
   724.3  471.7 -170.6  339.7 -0.872  0.012 -0.545 45.0 1184.8  -62.7
