## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3162    X0/2A= 0.8758    PHI=  30.0    RE= 6.38E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.9   70.9  122.8   10.1 -0.969 -0.299 -0.380 45.2 1370.3 -188.1
   904.9   73.3  127.0   15.0 -0.958 -0.279 -0.419 45.2 1370.4 -188.9
   905.7   75.7  131.3   20.0 -0.947 -0.259 -0.432 45.2 1344.6 -167.9
   906.7   78.1  135.5   24.9 -0.945 -0.248 -0.430 45.2 1335.8 -153.8
   907.7   80.7  139.7   30.0 -0.939 -0.234 -0.440 45.1 1318.7 -141.2
   908.7   83.2  143.9   35.0 -0.931 -0.222 -0.448 45.3 1312.0 -128.4
   909.7   85.6  148.2   40.0 -0.927 -0.212 -0.446 45.1 1284.2 -110.9
   911.5   90.4  156.7   49.9 -0.915 -0.197 -0.456 45.2 1270.7  -88.1
   913.3   95.4  165.2   59.9 -0.903 -0.174 -0.465 45.3 1246.1  -67.5
   915.2  100.3  173.8   70.0 -0.896 -0.154 -0.469 45.2 1224.5  -52.3
   917.2  105.1  182.2   79.9 -0.893 -0.135 -0.469 45.2 1211.7  -39.6
   919.0  110.1  190.8   90.0 -0.887 -0.125 -0.480 45.2 1208.2  -36.0
   920.8  115.0  199.3  100.0 -0.887 -0.117 -0.480 45.2 1205.7  -32.3
   922.6  119.8  207.8  109.9 -0.885 -0.110 -0.483 45.2 1201.4  -27.6
   924.6  124.7  216.3  119.9 -0.881 -0.104 -0.488 45.3 1205.0  -23.0
   926.4  129.7  224.8  129.9 -0.880 -0.099 -0.488 45.2 1196.2  -17.5
   928.2  134.5  233.3  139.9 -0.874 -0.094 -0.495 45.2 1193.5  -15.9
   932.1  144.4  250.3  159.9 -0.875 -0.089 -0.491 45.3 1192.8   -6.4
   935.7  154.2  267.4  180.0 -0.870 -0.078 -0.496 45.2 1184.7   -5.8
   939.3  164.0  284.4  199.9 -0.870 -0.073 -0.495 45.1 1175.3   -3.8
   943.1  173.8  301.4  219.9 -0.865 -0.069 -0.500 45.3 1180.5   -2.0
   946.7  183.7  318.4  239.9 -0.865 -0.065 -0.500 45.2 1176.1    2.3
   950.6  193.6  335.5  260.0 -0.864 -0.060 -0.502 45.2 1175.5    4.9
   954.2  203.3  352.5  279.9 -0.867 -0.059 -0.497 45.2 1175.2    5.5
   958.0  213.2  369.5  300.0 -0.862 -0.057 -0.502 45.2 1170.8    7.4
   961.8  223.0  386.5  319.9 -0.865 -0.057 -0.497 45.2 1168.2   10.7
   965.5  232.8  403.6  340.0 -0.862 -0.053 -0.501 45.3 1174.2   10.2
