## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3196    X0/2A= 0.9167    PHI= 175.0    RE= 6.40E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
  1002.6   10.5 -120.1   10.3 -0.971 -0.073  0.246 45.3 1161.4  -15.8
  1003.8   10.9 -125.0   15.4 -0.964 -0.091  0.262 45.2 1154.8  -14.0
  1004.9   11.4 -129.6   20.2 -0.966 -0.087  0.261 45.2 1155.8  -20.7
  1006.0   11.8 -134.5   25.2 -0.965 -0.093  0.268 45.2 1160.4  -32.7
  1007.2   12.2 -139.3   30.2 -0.953 -0.093  0.308 45.1 1157.8  -35.1
  1008.5   12.7 -144.2   35.2 -0.955 -0.111  0.292 45.2 1159.1  -48.8
  1009.7   13.1 -149.0   40.2 -0.946 -0.108  0.316 45.2 1153.1  -59.7
  1012.1   13.9 -158.6   50.1 -0.942 -0.112  0.326 45.1 1149.1  -87.1
  1014.5   14.8 -168.3   60.2 -0.925 -0.118  0.394 45.1 1171.8 -122.2
  1016.9   15.7 -177.9   70.1 -0.928 -0.124  0.411 45.2 1200.1 -165.0
  1019.4   16.5 -187.5   80.1 -0.893 -0.178  0.510 45.2 1245.4 -260.9
  1021.8   17.3 -197.2   90.1 -0.913 -0.133  0.526 45.2 1290.4 -278.4
  1024.2   18.2 -206.9  100.1 -0.904 -0.142  0.579 45.1 1337.0 -380.5
  1026.6   19.0 -216.5  110.0 -0.918 -0.117  0.593 45.2 1377.9 -432.0
  1029.2   19.9 -226.3  120.2 -0.949 -0.067  0.586 45.2 1421.8 -476.7
  1031.4   20.8 -235.8  130.0 -0.943  0.005  0.645 45.2 1488.7 -607.7
  1034.0   21.6 -245.6  140.2 -0.989  0.044  0.576 45.2 1495.4 -596.2
  1038.9   23.3 -264.8  160.1 -0.978  0.156  0.472 45.0 1366.1 -479.7
  1043.7   25.0 -284.2  180.1 -0.961  0.173  0.353 45.2 1234.7 -302.8
  1048.5   26.7 -303.5  200.1 -0.946  0.147  0.236 45.3 1118.0 -156.0
  1053.5   28.3 -322.9  220.2 -0.922  0.127  0.198 45.2 1040.2  -75.5
  1058.3   30.1 -342.2  240.2 -0.913  0.130  0.054 45.2  976.4    8.4
  1063.2   31.8 -361.5  260.1 -0.899  0.147 -0.017 45.2  954.3   73.8
  1068.0   33.5 -380.8  280.1 -0.885  0.173 -0.056 45.2  936.6  134.4
  1073.1   35.2 -400.2  300.2 -0.880  0.152 -0.133 45.1  932.1  168.9
  1077.9   36.9 -419.5  320.2 -0.879  0.128 -0.189 45.2  947.6  188.7
  1082.7   38.6 -438.8  340.1 -0.876  0.100 -0.242 45.1  954.8  182.8
