## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  140    X0/2A= 0.8279    PHI=  29.9    RE= 6.34E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   787.9   80.5  140.5   11.0 -0.947 -0.345 -0.300 45.1 1249.9  -98.0
   788.7   82.9  144.7   15.9 -0.966 -0.325 -0.358 45.1 1319.2 -170.7
   789.3   85.4  149.0   20.9 -0.961 -0.305 -0.371 45.1 1307.3 -156.1
   790.1   87.9  153.3   25.9 -0.957 -0.290 -0.379 45.2 1295.7 -135.3
   790.7   90.3  157.6   30.9 -0.947 -0.270 -0.383 45.1 1260.7 -118.8
   791.5   92.8  161.9   35.9 -0.942 -0.261 -0.393 45.1 1252.5 -110.5
   792.1   95.2  166.2   40.9 -0.937 -0.250 -0.398 44.9 1233.8  -97.4
   793.5  100.3  174.8   51.0 -0.931 -0.228 -0.403 45.0 1215.7  -77.5
   794.9  105.2  183.4   61.0 -0.925 -0.217 -0.413 45.1 1215.4  -69.8
   796.3  110.1  192.0   71.0 -0.919 -0.201 -0.419 45.1 1201.0  -54.2
   797.7  115.0  200.6   81.0 -0.910 -0.183 -0.423 45.1 1175.2  -39.0
   799.1  120.0  209.2   91.0 -0.903 -0.162 -0.427 45.1 1157.7  -25.8
   800.5  124.9  217.7  100.9 -0.901 -0.148 -0.431 45.1 1154.2  -17.9
   801.9  130.0  226.3  111.0 -0.897 -0.130 -0.434 45.1 1142.4  -11.0
   803.3  134.9  234.9  121.0 -0.895 -0.124 -0.440 45.1 1139.1  -11.7
   804.7  139.8  243.5  131.0 -0.894 -0.116 -0.441 45.1 1140.7   -7.2
   806.1  144.8  252.0  141.0 -0.893 -0.109 -0.446 45.1 1139.8   -6.6
   808.8  154.7  269.2  161.0 -0.892 -0.101 -0.449 45.1 1139.6    1.0
   811.8  164.6  286.3  181.0 -0.889 -0.093 -0.452 45.1 1135.4    6.3
   814.6  174.5  303.5  201.0 -0.887 -0.083 -0.455 45.1 1130.1    8.0
   817.4  184.4  320.6  221.0 -0.884 -0.076 -0.460 45.2 1132.7    5.7
   820.2  194.3  337.8  241.0 -0.881 -0.071 -0.461 45.0 1120.4    7.0
   823.2  204.1  354.9  260.9 -0.880 -0.066 -0.465 45.2 1128.8    7.8
   826.0  214.1  372.1  281.0 -0.880 -0.062 -0.463 45.2 1125.9    9.1
   828.8  224.0  389.2  301.0 -0.879 -0.058 -0.466 45.2 1125.0   11.3
   831.6  233.9  406.4  321.0 -0.880 -0.057 -0.464 45.1 1122.7   15.8
   834.4  243.8  423.6  341.1 -0.879 -0.057 -0.463 45.2 1127.8   21.3
