## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3181    X0/2A= 0.9167    PHI=  30.0    RE= 6.49E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
  1002.5   60.1  104.1   10.0 -0.951 -0.264 -0.429 45.3 1340.7 -172.6
  1003.8   62.5  108.1   14.8 -0.940 -0.246 -0.461 45.2 1337.0 -175.6
  1005.1   65.0  112.3   19.9 -0.933 -0.228 -0.464 45.2 1315.7 -150.3
  1006.2   67.4  116.5   24.8 -0.922 -0.216 -0.468 45.3 1293.4 -127.5
  1007.5   69.8  120.7   29.8 -0.916 -0.208 -0.474 45.4 1287.5 -113.8
  1008.7   72.2  124.9   34.8 -0.898 -0.186 -0.485 45.3 1247.5  -84.6
  1009.9   74.6  129.1   39.8 -0.895 -0.178 -0.485 45.3 1238.2  -70.7
  1012.4   79.5  137.6   49.9 -0.888 -0.154 -0.482 45.3 1214.1  -46.8
  1014.8   84.4  145.9   59.9 -0.881 -0.129 -0.485 45.2 1188.2  -28.7
  1017.2   89.2  154.3   69.8 -0.878 -0.120 -0.489 45.3 1189.2  -22.8
  1019.7   94.0  162.7   79.8 -0.874 -0.115 -0.490 45.2 1175.8  -14.0
  1022.1   98.9  171.1   89.8 -0.874 -0.108 -0.488 45.3 1174.7   -8.2
  1024.5  103.8  179.5   99.8 -0.869 -0.101 -0.496 45.3 1171.1   -2.1
  1027.0  108.6  187.9  109.8 -0.866 -0.093 -0.495 45.3 1166.9    4.8
  1029.4  113.5  196.3  119.9 -0.866 -0.092 -0.493 45.2 1158.8   10.2
  1031.8  118.3  204.7  129.8 -0.863 -0.087 -0.494 45.2 1153.8   12.7
  1034.3  123.2  213.1  139.9 -0.861 -0.083 -0.496 45.2 1150.0   16.2
  1039.1  132.9  229.9  159.9 -0.860 -0.079 -0.495 45.2 1144.4   19.6
  1044.0  142.6  246.7  179.9 -0.859 -0.069 -0.493 45.2 1140.0   21.5
  1048.9  152.2  263.5  199.8 -0.856 -0.067 -0.500 45.3 1143.7   21.8
  1053.8  161.9  280.3  219.8 -0.859 -0.065 -0.496 45.3 1146.3   21.7
  1058.6  171.7  297.1  239.9 -0.857 -0.063 -0.497 45.3 1140.6   27.0
  1063.5  181.3  313.9  259.8 -0.852 -0.061 -0.500 45.1 1129.5   29.2
  1068.4  191.1  330.7  279.9 -0.856 -0.058 -0.497 45.2 1138.4   27.9
  1073.2  200.8  347.5  299.9 -0.858 -0.057 -0.494 45.2 1136.6   28.6
  1078.1  210.4  364.3  319.8 -0.854 -0.055 -0.501 45.1 1132.7   30.0
  1083.0  220.2  381.1  339.9 -0.855 -0.056 -0.495 45.2 1131.8   31.5
