## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  180    X0/2A= 0.4839    PHI=  60.2    RE= 6.58E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   -39.1  181.7  103.7    9.3 -0.877 -0.429 -0.666 45.0 1608.6 -439.6
   -39.1  186.1  106.1   14.3 -0.890 -0.392 -0.681 45.1 1622.4 -466.7
   -39.0  190.4  108.6   19.3 -0.889 -0.370 -0.677 45.0 1590.2 -434.0
   -39.0  194.8  111.2   24.4 -0.887 -0.355 -0.671 45.0 1567.1 -403.2
   -39.2  199.0  113.7   29.3 -0.886 -0.342 -0.662 45.1 1543.1 -373.8
   -39.2  203.3  116.2   34.3 -0.889 -0.327 -0.648 45.0 1515.8 -346.6
   -39.2  207.7  118.6   39.3 -0.889 -0.318 -0.641 44.9 1493.2 -325.1
   -39.3  216.4  123.7   49.4 -0.883 -0.292 -0.626 45.0 1442.7 -287.6
   -39.3  225.0  128.6   59.3 -0.882 -0.274 -0.613 45.0 1412.1 -254.0
   -39.4  233.6  133.7   69.3 -0.883 -0.262 -0.604 45.0 1394.8 -231.7
   -39.4  242.3  138.6   79.2 -0.884 -0.249 -0.595 45.0 1380.4 -208.5
   -39.5  250.9  143.7   89.2 -0.884 -0.229 -0.587 45.0 1354.5 -198.8
   -39.5  259.6  148.6   99.2 -0.884 -0.215 -0.580 45.0 1341.7 -184.2
   -39.6  268.3  153.7  109.3 -0.884 -0.209 -0.572 44.9 1319.3 -165.8
   -39.6  276.9  158.6  119.2 -0.885 -0.205 -0.566 45.1 1324.6 -153.2
   -39.8  285.5  163.7  129.2 -0.879 -0.195 -0.562 45.0 1298.1 -138.7
   -39.7  294.2  168.6  139.2 -0.877 -0.189 -0.556 45.0 1281.4 -125.7
   -39.8  311.5  178.7  159.2 -0.874 -0.164 -0.541 45.0 1246.9  -90.5
   -40.0  328.9  188.7  179.3 -0.868 -0.143 -0.535 45.0 1218.8  -69.1
   -40.1  346.2  198.6  199.2 -0.866 -0.131 -0.527 45.0 1203.6  -48.3
   -40.2  363.5  208.6  219.2 -0.864 -0.117 -0.525 45.0 1195.5  -40.2
   -40.4  380.8  218.6  239.2 -0.867 -0.111 -0.517 45.0 1185.4  -30.4
   -40.4  398.2  228.6  259.3 -0.864 -0.100 -0.519 45.0 1182.3  -29.6
   -40.6  415.5  238.5  279.2 -0.867 -0.096 -0.512 45.1 1183.6  -19.3
   -40.7  432.8  248.6  299.2 -0.863 -0.090 -0.513 45.0 1171.4  -19.6
   -41.0  450.1  258.7  319.3 -0.865 -0.086 -0.510 45.0 1170.1  -13.7
   -41.1  467.4  268.7  339.2 -0.864 -0.078 -0.509 45.1 1171.5  -15.8
