## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  160    X0/2A= 0.5701    PHI=  30.0    RE= 6.24E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   167.9  104.1  180.4   10.3 -0.882 -0.415 -0.206 45.2 1119.8   47.7
   167.9  106.6  184.8   15.3 -0.913 -0.391 -0.251 45.1 1179.3  -35.0
   168.0  109.0  189.1   20.2 -0.912 -0.374 -0.272 45.1 1173.9  -30.5
   168.2  111.5  193.4   25.2 -0.911 -0.358 -0.279 45.1 1162.5  -18.0
   168.3  114.1  197.8   30.3 -0.911 -0.349 -0.292 45.1 1163.2  -15.4
   168.4  116.5  202.1   35.2 -0.908 -0.333 -0.299 45.2 1155.0   -2.5
   168.4  119.0  206.5   40.3 -0.904 -0.317 -0.309 45.3 1144.6    0.2
   168.7  124.0  215.1   50.3 -0.900 -0.296 -0.324 45.1 1123.1   13.3
   168.9  129.0  223.8   60.3 -0.900 -0.276 -0.334 45.2 1124.5   21.9
   169.2  134.1  232.4   70.3 -0.895 -0.260 -0.343 45.1 1103.7   32.0
   169.3  139.0  241.1   80.3 -0.892 -0.244 -0.354 45.1 1099.5   36.8
   169.5  144.0  249.8   90.3 -0.890 -0.231 -0.360 45.2 1099.9   47.0
   169.8  149.0  258.4  100.3 -0.890 -0.227 -0.365 45.2 1099.0   48.3
   169.9  154.0  267.1  110.3 -0.890 -0.221 -0.372 45.1 1096.2   47.5
   170.2  159.0  275.8  120.3 -0.884 -0.209 -0.379 45.1 1084.8   44.8
   170.4  164.0  284.4  130.3 -0.880 -0.195 -0.386 45.1 1079.8   53.5
   170.7  169.0  293.0  140.2 -0.877 -0.181 -0.389 45.0 1065.6   60.9
   171.1  179.1  310.4  160.4 -0.874 -0.155 -0.396 45.2 1062.9   66.8
   171.6  189.1  327.6  180.3 -0.875 -0.140 -0.402 45.1 1062.2   68.3
   171.9  199.0  345.0  200.3 -0.872 -0.120 -0.413 45.2 1063.9   61.2
   172.5  209.1  362.3  220.3  0.009  0.001 -0.420 45.1 1066.4   57.0
   172.8  219.0  379.7  240.3 -0.873 -0.103 -0.426 45.1 1071.3   54.7
   173.3  229.0  396.9  260.2 -0.876 -0.097 -0.429 45.2 1081.7   54.6
   173.7  239.0  414.3  280.3 -0.873 -0.090 -0.436 45.2 1081.5   48.0
   174.1  249.1  431.7  300.4 -0.874 -0.086 -0.437 45.1 1078.2   48.0
   174.6  259.0  449.0  320.4 -0.874 -0.081 -0.442 45.2 1086.9   44.4
   175.1  269.1  466.2  340.3 -0.874 -0.078 -0.442 45.2 1089.6   46.0
