## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  217    X0/2A= 0.6136    PHI=  30.1    RE= 6.41E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   272.3  102.4  176.7    9.5 -0.912 -0.402 -0.239 45.3 1200.2  -29.0
   272.5  104.9  181.1   14.5 -0.923 -0.382 -0.274 45.2 1222.1  -61.6
   272.8  107.5  185.3   19.5 -0.923 -0.366 -0.289 45.2 1219.6  -56.5
   273.0  109.9  189.7   24.5 -0.919 -0.351 -0.301 45.3 1209.4  -49.3
   273.1  112.4  194.0   29.4 -0.917 -0.334 -0.310 45.3 1200.9  -37.6
   273.5  114.9  198.3   34.4 -0.913 -0.318 -0.320 45.3 1190.0  -29.1
   273.6  117.4  202.6   39.4 -0.913 -0.307 -0.325 45.1 1173.9  -20.6
   273.9  122.4  211.3   49.4 -0.909 -0.286 -0.337 45.2 1167.0   -9.1
   274.4  127.4  219.9   59.4 -0.907 -0.269 -0.348 45.2 1157.8    5.6
   274.7  132.4  228.6   69.4 -0.901 -0.250 -0.357 45.3 1144.1   12.1
   275.2  137.4  237.2   79.4 -0.896 -0.233 -0.366 45.2 1128.7   22.9
   275.5  142.4  245.9   89.4 -0.893 -0.222 -0.372 45.2 1124.8   25.3
   275.9  147.4  254.5   99.4 -0.897 -0.221 -0.376 45.3 1135.6   26.2
   276.2  152.4  263.2  109.4 -0.893 -0.210 -0.385 45.2 1129.1   27.9
   276.7  157.3  271.8  119.3 -0.888 -0.196 -0.391 45.3 1122.3   31.9
   277.0  162.4  280.5  129.4 -0.884 -0.184 -0.395 45.2 1110.1   37.6
   277.5  167.4  289.1  139.4 -0.881 -0.173 -0.398 45.3 1102.2   50.3
   278.1  177.4  306.4  159.4 -0.878 -0.146 -0.408 45.2 1094.6   48.2
   278.9  187.4  323.8  179.5 -0.877 -0.127 -0.415 45.3 1094.7   48.5
   279.7  197.4  341.1  199.5 -0.880 -0.118 -0.419 45.2 1097.7   48.1
   280.4  207.4  358.3  219.4 -0.878 -0.106 -0.429 45.3 1103.7   41.3
   281.0  217.4  375.7  239.4 -0.880 -0.101 -0.431 45.2 1105.4   40.6
   281.8  227.4  393.0  259.4 -0.879 -0.091 -0.438 45.1 1103.3   36.1
   282.6  237.4  410.3  279.4 -0.878 -0.087 -0.441 45.2 1109.4   35.2
   283.2  247.3  427.7  299.5 -0.878 -0.084 -0.443 45.2 1110.3   38.0
   284.0  257.4  445.0  319.5 -0.878 -0.074 -0.447 45.3 1116.2   29.7
   284.8  267.4  462.3  339.5 -0.875 -0.069 -0.452 45.2 1109.8   27.7
