## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  178    X0/2A= 0.4839    PHI=   0.0    RE= 6.70E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   -39.1    0.0  208.5    8.6 -0.913  0.020  0.014 45.1  977.8  189.7
   -39.2    0.0  213.6   13.7 -0.913  0.006 -0.025 45.0  977.4  183.4
   -39.2    0.0  218.6   18.7 -0.908 -0.002 -0.054 45.1  971.0  193.7
   -39.3    0.0  223.7   23.8 -0.905 -0.008 -0.073 45.2  968.9  204.7
   -39.3    0.0  228.6   28.7 -0.903 -0.009 -0.092 45.1  965.4  204.1
   -39.4    0.0  233.6   33.7 -0.901 -0.010 -0.112 45.1  967.5  197.9
   -39.4    0.0  238.6   38.7 -0.898 -0.010 -0.129 45.1  965.5  199.4
   -39.5    0.0  248.6   48.7 -0.897 -0.012 -0.156 45.1  972.0  198.1
   -39.6    0.0  258.7   58.8 -0.896 -0.010 -0.184 45.1  977.8  184.2
   -39.7    0.0  268.7   68.8 -0.894 -0.012 -0.207 45.1  984.8  178.8
   -39.8    0.0  278.7   78.8 -0.893 -0.013 -0.226 45.1  991.3  176.0
   -39.8    0.0  288.6   88.7 -0.892 -0.011 -0.244 45.1 1001.3  162.1
   -39.9    0.0  298.6   98.7 -0.894 -0.014 -0.256 45.1 1009.6  160.0
   -40.0    0.0  308.6  108.7 -0.892 -0.013 -0.273 45.2 1020.8  148.6
   -40.1    0.0  318.6  118.7 -0.890 -0.013 -0.290 45.1 1026.2  141.2
   -40.0    0.0  328.6  128.7 -0.889 -0.016 -0.300 45.1 1028.6  141.3
   -40.1    0.0  338.6  138.7 -0.888 -0.012 -0.313 45.1 1037.0  126.6
   -40.3    0.0  358.7  158.8 -0.888 -0.015 -0.331 45.0 1044.1  119.3
   -40.4    0.0  378.6  178.7 -0.887 -0.016 -0.348 45.0 1056.2  109.5
   -40.6    0.0  398.6  198.7 -0.886 -0.015 -0.363 45.2 1074.5   94.6
   -40.6    0.0  418.6  218.7 -0.885 -0.014 -0.376 45.1 1078.9   82.1
   -40.8    0.0  438.6  238.7 -0.885 -0.016 -0.384 45.1 1083.1   81.2
   -40.9    0.0  458.5  258.6 -0.883 -0.018 -0.395 45.0 1087.7   77.2
   -41.1    0.0  478.5  278.6 -0.882 -0.017 -0.404 45.1 1098.7   65.0
   -41.1    0.0  498.5  298.6 -0.880 -0.017 -0.413 45.1 1100.4   58.9
   -41.3    0.0  518.5  318.6 -0.880 -0.019 -0.418 45.1 1105.5   57.7
   -41.3    0.0  538.5  338.6 -0.880 -0.021 -0.422 45.0 1106.7   55.6
