## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  238    X0/2A= 0.6996    PHI=  90.0    RE= 6.31E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   479.6  193.4    0.1   10.0 -0.874  0.024 -0.814 44.9 1592.8 -472.5
   480.1  198.4    0.0   15.1 -0.873  0.024 -0.799 45.1 1571.2 -445.9
   480.3  203.3    0.1   20.0 -0.876  0.020 -0.779 45.0 1540.4 -417.0
   480.8  208.3    0.1   25.0 -0.877  0.017 -0.772 45.0 1526.2 -402.6
   481.0  213.3    0.1   30.0 -0.877  0.012 -0.754 44.9 1492.3 -370.8
   481.5  218.3    0.1   35.0 -0.876  0.010 -0.747 45.1 1488.0 -365.3
   481.7  223.3    0.1   40.0 -0.877  0.008 -0.737 45.1 1474.1 -349.6
   482.4  233.2    0.1   49.9 -0.880  0.000 -0.716 45.0 1442.6 -317.0
   483.1  243.2    0.1   60.0 -0.878 -0.003 -0.701 44.9 1408.2 -294.6
   483.8  253.2    0.1   70.0 -0.877 -0.009 -0.688 45.0 1394.9 -264.9
   484.6  263.2    0.2   80.0 -0.878 -0.010 -0.672 45.0 1370.5 -247.4
   485.2  273.1    0.2   89.9 -0.881 -0.012 -0.660 45.0 1357.3 -230.4
   485.9  283.1    0.2  100.0 -0.878 -0.012 -0.654 45.0 1343.8 -222.4
   486.7  293.1    0.2  110.0 -0.879 -0.016 -0.642 45.1 1331.8 -202.5
   487.3  303.1    0.2  120.0 -0.877 -0.015 -0.634 45.0 1315.0 -192.3
   488.1  313.0    0.2  129.9 -0.878 -0.017 -0.626 45.0 1305.5 -175.1
   488.8  323.0    0.3  140.0 -0.879 -0.016 -0.619 45.0 1298.8 -173.6
   490.2  343.0    0.3  160.0 -0.878 -0.017 -0.607 44.9 1274.1 -152.3
   491.7  362.9    0.2  180.0 -0.879 -0.014 -0.596 45.1 1269.9 -143.6
   493.2  382.9    0.3  200.0 -0.878 -0.017 -0.585 44.9 1241.4 -126.5
   494.6  402.8    0.3  220.0 -0.878 -0.017 -0.578 44.9 1234.3 -114.6
   496.2  422.8    0.2  240.0 -0.877 -0.018 -0.571 45.0 1230.8  -99.4
   497.5  442.8    0.2  260.1 -0.877 -0.018 -0.565 44.9 1217.7  -93.5
   498.9  462.7    0.2  280.0 -0.875 -0.015 -0.562 45.0 1215.0  -92.2
   500.3  482.7    0.2  300.1 -0.874 -0.017 -0.555 45.0 1203.3  -82.1
   501.9  502.6    0.2  320.0 -0.875 -0.016 -0.550 44.9 1194.1  -76.0
   503.4  522.6    0.2  340.1 -0.873 -0.015 -0.548 44.9 1189.6  -72.4
