## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  105    X0/2A= 0.6571    PHI= 100.0    RE= 6.34E06
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   377.3  196.8  -34.6   10.0 -0.867  0.126 -0.768 44.7 1509.5 -398.9
   377.5  201.7  -35.5   14.9 -0.874  0.114 -0.760 44.8 1514.3 -387.0
   377.9  206.7  -36.5   20.0 -0.873  0.105 -0.748 44.8 1488.4 -368.8
   378.1  211.6  -37.3   25.0 -0.874  0.096 -0.742 44.8 1478.8 -359.9
   378.3  216.5  -38.1   30.0 -0.880  0.087 -0.731 44.7 1466.6 -343.5
   378.6  221.5  -38.9   35.1 -0.875  0.078 -0.725 44.8 1449.7 -328.7
   379.0  226.3  -39.8   39.9 -0.879  0.071 -0.717 44.8 1443.8 -316.8
   379.6  236.2  -41.6   50.0 -0.880  0.061 -0.707 44.8 1426.8 -304.1
   380.0  246.0  -43.3   60.0 -0.883  0.050 -0.695 44.7 1409.3 -284.0
   380.6  255.8  -45.1   70.0 -0.883  0.044 -0.684 44.7 1391.2 -271.7
   381.3  265.6  -46.8   79.9 -0.882  0.039 -0.675 44.7 1376.5 -259.0
   381.9  275.5  -48.6   90.0 -0.885  0.033 -0.662 44.7 1361.9 -237.7
   382.3  285.3  -50.3  100.0 -0.885  0.029 -0.655 44.7 1354.0 -229.6
   382.9  295.1  -52.1  109.9 -0.885  0.026 -0.646 44.7 1341.4 -217.4
   383.5  304.9  -53.8  119.9 -0.886  0.020 -0.637 44.8 1331.1 -203.9
   384.1  314.8  -55.6  130.0 -0.884  0.023 -0.633 44.7 1320.1 -200.9
   384.6  324.6  -57.3  140.0 -0.887  0.017 -0.624 44.8 1316.0 -187.6
   385.8  344.2  -60.8  159.9 -0.885  0.014 -0.612 44.8 1294.8 -173.8
   386.9  364.0  -64.3  180.0 -0.884  0.010 -0.600 44.8 1278.0 -150.4
   387.9  383.6  -67.7  200.0 -0.884  0.011 -0.592 44.7 1264.2 -146.5
   389.0  403.3  -71.2  220.0 -0.885  0.010 -0.584 44.7 1257.0 -137.9
   390.3  423.0  -74.6  240.0 -0.884  0.006 -0.574 44.8 1246.8 -120.3
   391.3  442.6  -78.1  260.0 -0.884  0.009 -0.570 44.8 1239.0 -118.6
   392.4  462.4  -81.5  280.1 -0.881  0.003 -0.566 44.7 1223.5 -106.0
   393.4  482.0  -85.0  300.0 -0.884  0.002 -0.558 44.7 1221.1  -96.6
   394.7  501.7  -88.5  320.1 -0.881  0.002 -0.554 44.9 1216.9  -94.5
   395.7  521.4  -92.0  340.1 -0.882 -0.002 -0.546 44.9 1209.5  -83.4
