## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  139    X0/2A= 0.8279    PHI=   0.0    RE= 6.38E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   787.8    0.0  162.0   11.0 -1.010  0.022 -0.128 45.1 1177.6  -42.7
   788.6    0.0  167.0   16.1 -1.006  0.000 -0.166 45.1 1183.4  -47.6
   789.3    0.0  171.9   21.0 -0.998 -0.007 -0.195 45.0 1167.9  -37.8
   790.0    0.0  176.9   26.1 -0.989 -0.017 -0.217 45.1 1166.6  -24.6
   790.7    0.0  181.8   31.0 -0.985 -0.016 -0.236 45.1 1164.2  -23.8
   791.5    0.0  186.8   36.1 -0.978 -0.018 -0.251 45.0 1156.9  -18.5
   792.1    0.0  191.6   40.9 -0.973 -0.021 -0.267 45.2 1159.9  -17.2
   793.6    0.0  201.5   50.9 -0.966 -0.020 -0.292 45.1 1155.4  -15.3
   795.0    0.0  211.4   60.9 -0.959 -0.020 -0.312 45.2 1159.0  -11.8
   796.3    0.0  221.4   71.0 -0.952 -0.021 -0.331 45.2 1157.8  -13.6
   797.8    0.0  231.3   81.0 -0.948 -0.023 -0.345 45.1 1155.6  -13.9
   799.2    0.0  241.2   91.0 -0.943 -0.025 -0.356 45.1 1152.4   -7.4
   800.6    0.0  251.1  101.0 -0.939 -0.027 -0.366 45.1 1151.7   -7.1
   801.9    0.0  261.1  111.1 -0.934 -0.027 -0.376 45.0 1149.8   -7.4
   803.3    0.0  270.9  121.0 -0.929 -0.023 -0.388 45.1 1150.2  -13.5
   804.8    0.0  280.8  131.0 -0.925 -0.027 -0.397 45.1 1151.2  -10.1
   806.2    0.0  290.7  141.0 -0.920 -0.029 -0.402 44.9 1135.6   -7.7
   808.9    0.0  310.5  161.0 -0.917 -0.026 -0.413 45.0 1144.3   -9.5
   811.8    0.0  330.4  181.1 -0.910 -0.030 -0.423 45.0 1140.7   -6.1
   814.7    0.0  350.1  201.0 -0.909 -0.029 -0.427 45.1 1143.6   -1.6
   817.4    0.0  370.0  221.1 -0.905 -0.031 -0.431 45.1 1141.9    2.6
   820.3    0.0  389.7  241.0 -0.902 -0.028 -0.437 45.0 1136.3    2.2
   823.1    0.0  409.5  261.0 -0.900 -0.027 -0.443 45.0 1137.9   -2.6
   826.1    0.0  429.3  281.1 -0.897 -0.026 -0.447 45.0 1133.5   -2.3
   828.8    0.0  449.2  301.1 -0.893 -0.031 -0.448 44.9 1123.1    4.3
   831.6    0.0  468.9  321.0 -0.891 -0.031 -0.449 45.0 1124.8    6.9
   834.5    0.0  488.7  341.0 -0.889 -0.030 -0.451 45.0 1121.1    6.4
