## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  120    X0/2A= 0.7420    PHI=   0.0    RE= 6.55E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   581.3    0.0  185.0   10.0 -0.982  0.026 -0.071 44.8 1110.3   32.9
   581.6    0.0  190.1   15.1 -0.987  0.006 -0.105 44.8 1125.2   18.4
   582.1    0.0  195.1   20.1 -0.979 -0.005 -0.135 44.7 1114.5   28.7
   582.6    0.0  200.1   25.2 -0.971 -0.008 -0.158 44.8 1109.8   35.4
   583.1    0.0  205.0   30.1 -0.967 -0.008 -0.177 44.8 1106.9   39.1
   583.5    0.0  209.9   35.0 -0.964 -0.012 -0.191 44.8 1105.4   46.9
   583.9    0.0  215.0   40.1 -0.959 -0.016 -0.206 44.8 1098.8   50.7
   584.9    0.0  224.9   50.1 -0.950 -0.016 -0.236 44.8 1098.3   45.0
   585.9    0.0  234.8   60.0 -0.948 -0.015 -0.260 44.8 1106.2   39.5
   586.7    0.0  244.8   70.0 -0.942 -0.014 -0.279 44.8 1102.9   37.1
   587.7    0.0  254.7   80.0 -0.939 -0.019 -0.294 44.8 1109.9   41.7
   588.5    0.0  264.7   90.0 -0.933 -0.018 -0.314 44.8 1108.5   31.2
   589.3    0.0  274.7  100.0 -0.930 -0.019 -0.327 44.8 1111.2   29.8
   590.3    0.0  284.6  110.0 -0.928 -0.018 -0.339 44.8 1117.3   25.2
   591.1    0.0  294.6  120.0 -0.925 -0.020 -0.348 44.9 1118.7   29.8
   592.1    0.0  304.6  130.1 -0.922 -0.019 -0.359 44.9 1122.4   19.3
   593.1    0.0  314.4  139.9 -0.918 -0.019 -0.370 44.9 1123.3   19.0
   594.7    0.0  334.5  160.1 -0.915 -0.022 -0.380 44.8 1119.1   20.6
   596.5    0.0  354.4  180.1 -0.910 -0.020 -0.395 44.8 1125.3   11.9
   598.3    0.0  374.3  200.1 -0.907 -0.021 -0.404 44.8 1126.7   14.6
   600.3    0.0  394.2  220.1 -0.902 -0.020 -0.414 44.9 1127.0    8.8
   601.9    0.0  414.1  240.0 -0.901 -0.023 -0.419 44.8 1128.6   12.4
   603.7    0.0  434.0  260.0 -0.899 -0.021 -0.427 44.8 1130.8    4.0
   605.6    0.0  454.0  280.1 -0.896 -0.024 -0.431 44.9 1131.4   10.0
   607.3    0.0  473.9  300.1 -0.893 -0.022 -0.437 44.8 1126.8    4.4
   609.1    0.0  493.8  320.0 -0.892 -0.022 -0.438 44.9 1132.3    9.4
   611.0    0.0  513.7  340.0 -0.889 -0.022 -0.445 44.8 1125.4    3.7
