## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  172    X0/2A= 0.5701    PHI= 160.0    RE= 6.17E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   168.6   71.1 -195.2    9.7 -1.017 -0.603  0.272 45.1 1627.4 -493.4
   168.7   72.7 -200.0   14.8 -1.003 -0.613  0.296 45.1 1624.3 -557.1
   168.8   74.5 -204.7   19.8 -0.977 -0.559  0.298 44.9 1483.8 -618.9
   169.0   76.2 -209.3   24.7 -0.993 -0.458  0.285 44.9 1397.4 -667.6
   169.1   77.8 -214.0   29.7 -1.049 -0.330  0.240 45.0 1396.2 -705.2
   169.2   79.6 -218.7   34.7 -1.091 -0.163  0.188 45.1 1384.3 -669.9
   169.1   81.3 -223.3   39.6 -1.122 -0.051  0.150 45.1 1419.5 -699.7
   169.5   84.7 -232.8   49.7 -1.156  0.131  0.064 45.1 1497.3 -806.7
   169.8   88.1 -242.2   59.7 -1.114  0.282 -0.044 45.1 1457.4 -761.3
   170.0   91.6 -251.6   69.8 -0.991  0.485 -0.162 45.0 1370.9 -591.2
   170.2   95.0 -260.9   79.7 -0.921  0.574 -0.194 45.0 1343.2 -421.4
   170.5   98.5 -270.3   89.7 -0.924  0.556 -0.225 45.0 1342.7 -243.9
   170.7  101.9 -279.7   99.7 -0.917  0.516 -0.258 45.0 1302.7 -107.3
   170.9  105.3 -289.1  109.7 -0.911  0.467 -0.276 45.1 1249.0  -37.1
   171.2  108.7 -298.5  119.7 -0.902  0.420 -0.288 45.1 1196.4   15.7
   171.4  112.1 -307.9  129.7 -0.894  0.371 -0.300 45.1 1140.8   40.8
   171.6  115.5 -317.3  139.7 -0.892  0.331 -0.310 45.1 1113.2   46.6
   172.1  122.4 -336.0  159.6 -0.908  0.224 -0.333 45.1 1096.2   17.8
   172.6  129.2 -354.8  179.6 -0.910  0.176 -0.352 45.1 1093.5   13.4
   173.2  136.1 -373.7  199.7 -0.912  0.144 -0.364 45.1 1096.3   10.1
   173.7  143.0 -392.5  219.8 -0.910  0.123 -0.377 45.0 1090.2   10.3
   174.2  149.8 -411.2  239.7 -0.910  0.102 -0.385 45.0 1093.9   16.3
   174.8  156.6 -430.1  259.8 -0.909  0.085 -0.392 45.0 1093.1   12.5
   175.3  163.5 -448.8  279.7 -0.908  0.074 -0.399 45.1 1102.8   10.6
   175.7  170.3 -467.6  299.7 -0.906  0.066 -0.408 45.0 1097.4    6.8
   176.2  177.2 -486.4  319.7 -0.905  0.055 -0.417 45.1 1109.6    3.8
   176.9  184.0 -505.3  339.8 -0.903  0.047 -0.422 45.1 1108.9   -0.7
