## Nomenclature:
# PHI      Circumferential model angle
# CF       Wall shear stress coefficient (= local wall shear stress
#                       normalized with free stream dynamic pressure)
# GAMMA    Wall shear stress angle
# 
# 
##                D F V L R   RESEARCH CENTER   A V A   GOETTINGEN
# 
#            WALL SHEAR STRESS MEASUREMENTS ON A 1:6 PROLATE SPHEROID
# 
#    3MX3M LOW SPEED WIND TUNNEL              NATURAL TRANSITION
# 
#    RUN: 5 104 7                             INCIDENCE  ALPHA= 29.7 DEG.
# 
#    VELOCITY  UINF= 45.0 M/S                 REYNOLDS N0.  RE= 0.654E+07
# 
#    MEASURING STATION:    NO.  2  ,  X0/2A= 0.139
# 
#   PHI     CF    GAMMA
#  (DEG)    --    (DEG)
   -4.2  0.00132 -11.4    
   -2.6  0.00136  -7.6    
   -1.0  0.00143  -3.1    
    0.6  0.00147   0.6    
    2.2  0.00154   4.9    
    3.8  0.00158   9.0    
    5.4  0.00164  12.6    
    7.0  0.00171  16.8    
    8.6  0.00175  19.5    
   10.2  0.00182  22.5    
   11.8  0.00187  25.6    
   13.4  0.00190  28.2    
   15.0  0.00199  31.7    
   16.6  0.00202  34.3    
   18.2  0.00209  35.8    
   19.8  0.00212  37.5    
   21.4  0.00218  41.4    
   23.0  0.00219  43.9    
   24.6  0.00226  45.1    
   26.2  0.00233  46.1    
   27.8  0.00236  48.5    
   29.4  0.00238  49.9    
   31.0  0.00243  51.6    
   32.6  0.00247  52.8    
   34.2  0.00250  53.9    
   35.8  0.00255  55.4    
   37.4  0.00258  56.6    
   39.0  0.00262  57.3    
   40.6  0.00261  58.7    
   42.2  0.00263  59.4    
   43.8  0.00270  60.3    
   45.4  0.00268  61.1    
   47.0  0.00271  61.7    
   48.6  0.00273  62.4    
   50.2  0.00275  62.9    
   51.8  0.00277  63.5    
   54.2  0.00280  64.2    
   55.0  0.00280  64.6    
   56.6  0.00281  64.9    
   58.2  0.00282  65.5    
   59.8  0.00279  65.6    
   61.4  0.00280  66.1    
   63.0  0.00279  66.4    
   65.4  0.00279  66.5    
   66.2  0.00278  66.5    
   67.8  0.00277  66.6    
   69.4  0.00277  66.6    
   71.0  0.00276  66.4    
   72.6  0.00274  66.5    
   72.6  0.00272  66.5    
   74.2  0.00274  66.2    
   75.8  0.00272  66.1    
   77.4  0.00269  66.0    
   79.0  0.00263  65.9    
   80.6  0.00260  65.6    
   82.2  0.00256  65.1    
   83.8  0.00254  65.0    
   85.4  0.00250  64.5    
   87.0  0.00246  63.6    
   88.6  0.00243  63.4    
   90.2  0.00239  63.0    
   91.8  0.00240  61.9    
   93.4  0.00233  60.2    
   95.0  0.00224  59.6    
   96.6  0.00214  58.8    
   98.2  0.00205  58.0    
   99.8  0.00200  57.1    
  101.4  0.00188  56.0    
  103.0  0.00183  54.2    
  104.6  0.00174  53.1    
  106.2  0.00163  51.1    
  107.8  0.00151  49.0    
  109.4  0.00140  46.9    
  111.0  0.00131  44.7    
  112.6  0.00118  41.7    
  112.6  0.00114  40.8    
  114.2  0.00102  36.8    
  115.8  0.00083  30.9    
  117.4  0.00065  23.7    
  119.0  0.00052  15.9    
  120.6  0.00041   7.0
  122.2  0.00032  -3.1
  123.8  0.00029  -9.9
  125.4  0.00034 -14.2
  127.0  0.00061 -23.1
  128.6  0.00153 -26.7
  130.2  0.00395  -4.2
  131.8  0.00622  17.9
  133.4  0.00731  27.8
  135.0  0.00811  34.2
  136.6  0.00815  35.2
  138.2  0.00792  34.8
  139.8  0.00750  33.0
  141.4  0.00720  31.9
  143.0  0.00680  30.5
  145.4  0.00648  29.3
  146.2  0.00620  27.2
  147.8  0.00574  25.8
  149.4  0.00551  23.7
  151.0  0.00512  21.4
  152.6  0.00493  19.2
  154.2  0.00464  17.2
  155.8  0.00435  15.3
  157.4  0.00407  12.9
  159.0  0.00386  10.9
  160.6  0.00358   8.8
  162.2  0.00340   7.2
  163.8  0.00324   5.0
  165.4  0.00314   3.4
  167.0  0.00311   1.0
  168.6  0.00322  -1.5
  170.2  0.00351  -3.0
  171.8  0.00370  -1.7
  173.4  0.00383   0.5
  175.0  0.00391   1.6
  176.6  0.00401   2.5
  178.2  0.00410   4.5
  179.8  0.00421   5.9
  181.4  0.00423   6.8
  183.0  0.00423   8.1
  184.6  0.00414   9.5
