## Nomenclature:
# PHI      Circumferential model angle
# CF       Wall shear stress coefficient (= local wall shear stress
#                       normalized with free stream dynamic pressure)
# GAMMA    Wall shear stress angle
# 
# 
##                D F V L R   RESEARCH CENTER   A V A   GOETTINGEN
# 
#            WALL SHEAR STRESS MEASUREMENTS ON A 1:6 PROLATE SPHEROID
# 
#    3MX3M LOW SPEED WIND TUNNEL              NATURAL TRANSITION
# 
#    RUN: 5 104 7                             INCIDENCE  ALPHA= 29.7 DEG.
# 
#    VELOCITY  UINF= 45.0 M/S                 REYNOLDS N0.  RE= 0.654E+07
# 
#    MEASURING STATION:    NO.  1  ,  X0/2A= 0.053
# 
#   PHI     CF    GAMMA
#  (DEG)    --    (DEG)
   -4.8  0.00139 -15.1    
   -3.2  0.00142 -11.3    
   -1.6  0.00147  -6.8    
    0.0  0.00156  -1.1    
    1.6  0.00161   3.5    
    3.2  0.00169   7.5    
    4.8  0.00174  11.4    
    6.4  0.00182  15.9    
    8.0  0.00188  19.5    
    9.6  0.00196  23.3    
   11.2  0.00202  26.2    
   12.8  0.00211  29.7    
   14.4  0.00217  32.5    
   16.0  0.00224  35.4    
   17.6  0.00231  37.9    
   19.2  0.00237  40.3    
   20.8  0.00245  42.5    
   22.4  0.00252  44.5    
   24.0  0.00258  46.3    
   25.6  0.00262  48.0    
   27.2  0.00266  49.6    
   28.8  0.00275  51.0    
   30.4  0.00279  52.3    
   32.0  0.00284  53.7    
   33.6  0.00290  54.7    
   35.2  0.00294  55.6    
   36.8  0.00300  56.9    
   39.2  0.00306  58.3    
   40.0  0.00312  58.8    
   41.6  0.00315  59.9    
   43.2  0.00321  60.6    
   44.8  0.00322  61.1    
   46.4  0.00327  62.3    
   48.0  0.00331  62.6    
   50.4  0.00334  63.3    
   51.2  0.00337  63.6    
   52.8  0.00342  63.9    
   54.4  0.00345  64.4    
   56.0  0.00347  64.7    
   57.6  0.00349  64.9    
   57.6  0.00345  65.0    
   59.2  0.00352  65.2    
   60.8  0.00354  65.3    
   62.4  0.00356  65.3    
   64.0  0.00355  65.5    
   65.6  0.00356  65.3    
   67.2  0.00357  65.3    
   68.8  0.00359  65.3    
   70.4  0.00359  65.2    
   72.0  0.00359  65.1    
   73.6  0.00358  65.1    
   75.2  0.00355  64.6    
   76.8  0.00357  64.3    
   78.4  0.00356  64.2    
   80.0  0.00354  63.9    
   81.6  0.00351  63.2    
   83.2  0.00347  63.1    
   84.8  0.00347  62.1    
   86.4  0.00341  61.9    
   88.0  0.00341  61.3    
   89.6  0.00338  60.8    
   91.2  0.00330  60.2    
   92.8  0.00324  59.5    
   94.4  0.00318  58.7    
   96.0  0.00319  58.2    
   97.6  0.00311  57.5    
   97.6  0.00310  57.3    
   99.2  0.00308  56.6    
  100.8  0.00299  55.6    
  102.4  0.00291  54.7    
  104.0  0.00285  53.5    
  105.6  0.00282  52.5    
  107.2  0.00270  51.5    
  108.8  0.00261  50.3    
  110.4  0.00253  49.0    
  112.0  0.00241  47.5    
  113.6  0.00228  46.0    
  115.2  0.00218  44.6    
  116.8  0.00208  42.4    
  118.4  0.00194  40.7    
  120.0  0.00178  38.4
  121.6  0.00166  35.7
  123.2  0.00147  32.3
  124.8  0.00125  28.0
  126.4  0.00108  23.6
  128.0  0.00090  17.8
  130.4  0.00072  10.1
  131.2  0.00061   3.0
  132.8  0.00048  -7.5
  134.4  0.00043 -14.1
  136.0  0.00041 -20.0
  137.6  0.00043 -21.4
  139.2  0.00049 -22.4
  140.8  0.00057 -24.3
  142.4  0.00077 -27.3
  144.0  0.00113 -28.4
  145.6  0.00229 -15.7
  147.2  0.00325  -2.6
  148.8  0.00489   8.9
  150.4  0.00461  12.7
  152.0  0.00463  17.0
  153.6  0.00444  20.1
  155.2  0.00411  25.1
  156.8  0.00384  28.3
  158.4  0.00338  27.3
  160.0  0.00272  19.0
  161.6  0.00270  19.4
  163.2  0.00252  27.7
  164.8  0.00211  23.9
  166.4  0.00187  15.5
  168.0  0.00156   8.1
  169.6  0.00142   3.7
  171.2  0.00121  -2.2
  172.8  0.00117  -3.3
  174.4  0.00112  -4.2
  176.0  0.00112  -3.0
  177.6  0.00111  -2.0
  179.2  0.00113   0.3
  180.8  0.00114   2.4
  182.4  0.00115   4.3
  184.0  0.00123   6.1
