## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  236    X0/2A= 0.6996    PHI=  30.0    RE= 6.31E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   479.4   96.7  167.5   10.0 -0.933 -0.384 -0.262 45.0 1219.8  -68.2
   479.8   99.1  171.8   15.0 -0.945 -0.367 -0.304 44.9 1253.3 -116.6
   480.1  101.8  176.1   20.1 -0.940 -0.349 -0.321 44.9 1242.1 -104.2
   480.5  104.2  180.5   25.1 -0.937 -0.333 -0.331 45.0 1234.0  -90.4
   480.9  106.6  184.8   30.0 -0.934 -0.317 -0.338 45.0 1222.0  -77.4
   481.3  109.2  189.1   35.1 -0.931 -0.304 -0.345 44.9 1207.8  -66.3
   481.6  111.7  193.4   40.0 -0.928 -0.294 -0.352 44.9 1200.5  -58.0
   482.3  116.7  202.0   50.0 -0.922 -0.270 -0.361 45.0 1185.4  -41.9
   483.1  121.6  210.7   60.0 -0.916 -0.252 -0.370 45.0 1170.9  -27.5
   483.8  126.6  219.3   70.0 -0.911 -0.232 -0.379 44.9 1150.4  -15.4
   484.5  131.6  227.9   80.0 -0.910 -0.224 -0.384 45.0 1153.5  -12.4
   485.2  136.6  236.5   90.0 -0.909 -0.220 -0.394 45.0 1159.4  -12.2
   486.0  141.6  245.2  100.0 -0.903 -0.207 -0.398 44.9 1139.9   -3.4
   486.7  146.5  253.8  109.9 -0.899 -0.192 -0.403 45.0 1132.8    4.8
   487.4  151.5  262.5  120.0 -0.894 -0.175 -0.405 44.9 1114.4   16.8
   488.1  156.5  271.0  129.9 -0.891 -0.160 -0.411 45.1 1114.6   21.9
   488.9  161.5  279.7  140.0 -0.888 -0.147 -0.415 45.0 1105.3   24.0
   490.3  171.4  297.0  159.9 -0.886 -0.127 -0.421 44.9 1098.1   26.0
   491.6  181.4  314.3  180.0 -0.886 -0.118 -0.430 45.0 1107.4   25.0
   493.1  191.4  331.6  200.0 -0.885 -0.105 -0.436 44.9 1104.3   21.0
   494.5  201.4  348.8  219.9 -0.884 -0.097 -0.441 45.0 1108.9   21.7
   495.8  211.3  366.1  239.9 -0.881 -0.090 -0.447 44.9 1105.0   20.3
   497.2  221.3  383.4  259.9 -0.882 -0.087 -0.449 45.0 1108.0   19.6
   498.7  231.3  400.7  280.0 -0.883 -0.076 -0.452 45.0 1113.4   15.6
   500.2  241.2  418.0  300.0 -0.881 -0.072 -0.454 44.9 1104.4   17.5
   501.4  251.2  435.3  320.0 -0.881 -0.067 -0.456 44.9 1109.2   15.7
   502.9  261.1  452.5  339.9 -0.883 -0.063 -0.456 45.0 1115.3   17.2
