## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  255    X0/2A= 0.7856    PHI=  29.9    RE= 6.29E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   686.0   87.1  151.7   10.8 -0.953 -0.358 -0.295 45.0 1256.9 -121.3
   686.7   89.5  155.9   15.7 -0.961 -0.339 -0.338 45.1 1297.2 -149.9
   687.2   92.0  160.4   20.8 -0.954 -0.318 -0.351 45.0 1270.2 -130.3
   687.7   94.4  164.6   25.7 -0.948 -0.306 -0.363 45.0 1259.2 -119.5
   688.5   97.0  168.8   30.7 -0.944 -0.289 -0.367 45.0 1242.8 -102.6
   688.9   99.4  173.2   35.7 -0.940 -0.278 -0.376 44.9 1231.7  -96.3
   689.4  101.9  177.4   40.6 -0.935 -0.265 -0.379 45.0 1218.6  -80.4
   690.6  106.9  186.1   50.7 -0.927 -0.244 -0.389 45.0 1203.1  -66.1
   691.8  111.8  194.6   60.6 -0.923 -0.226 -0.395 45.0 1188.9  -51.3
   692.8  116.8  203.3   70.7 -0.919 -0.220 -0.404 45.0 1183.8  -47.5
   694.0  121.8  212.0   80.8 -0.916 -0.209 -0.410 44.9 1170.8  -40.1
   695.1  126.8  220.5   90.7 -0.912 -0.193 -0.412 44.9 1160.1  -23.3
   696.3  131.8  229.1  100.7 -0.904 -0.174 -0.414 44.9 1135.4   -4.1
   697.3  136.7  237.8  110.8 -0.900 -0.157 -0.420 45.0 1134.0   -0.9
   698.5  141.7  246.4  120.8 -0.895 -0.140 -0.427 44.9 1120.6    0.3
   699.6  146.7  255.0  130.8 -0.893 -0.127 -0.430 44.9 1117.2    1.5
   700.8  151.6  263.5  140.7 -0.893 -0.123 -0.434 45.0 1124.7    0.6
   703.0  161.5  280.9  160.8 -0.891 -0.111 -0.441 44.9 1119.0    4.8
   705.2  171.5  297.9  180.7 -0.891 -0.100 -0.445 45.0 1123.2    4.8
   707.6  181.4  315.2  200.7 -0.889 -0.095 -0.447 44.9 1118.1    9.4
   709.9  191.4  332.3  220.7 -0.888 -0.088 -0.450 44.9 1116.6   15.5
   712.1  201.3  349.6  240.7 -0.887 -0.080 -0.453 45.0 1119.5   12.3
   714.4  211.2  366.8  260.7 -0.883 -0.072 -0.459 45.0 1114.1    8.5
   716.8  221.2  384.0  280.7 -0.883 -0.069 -0.458 44.9 1111.2    9.4
   719.1  231.1  401.1  300.6 -0.882 -0.064 -0.462 44.9 1113.8    8.2
   721.3  241.0  418.4  320.7 -0.881 -0.062 -0.462 44.9 1110.6   13.0
   723.6  250.9  435.5  340.6 -0.881 -0.058 -0.463 44.9 1108.0   11.9
