## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  179    X0/2A= 0.4839    PHI=  30.0    RE= 6.62E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   -39.2  104.9  180.6    9.0 -0.871 -0.428 -0.203 45.1 1144.3   55.6
   -39.2  107.4  184.8   13.9 -0.893 -0.405 -0.240 45.2 1188.3   11.7
   -39.2  109.9  189.2   18.9 -0.889 -0.384 -0.260 45.2 1176.2   13.5
   -39.3  112.4  193.5   23.9 -0.889 -0.369 -0.271 45.1 1162.6   22.3
   -39.2  115.0  197.8   28.9 -0.889 -0.355 -0.279 45.0 1150.2   28.3
   -39.3  117.4  202.1   33.8 -0.888 -0.341 -0.289 45.0 1142.6   26.2
   -39.4  119.9  206.4   38.8 -0.887 -0.330 -0.296 45.0 1137.3   34.7
   -39.3  124.9  215.0   48.8 -0.885 -0.308 -0.314 44.9 1122.8   41.0
   -39.5  130.0  223.8   58.9 -0.882 -0.284 -0.326 45.0 1119.0   53.9
   -39.4  134.9  232.4   68.8 -0.884 -0.269 -0.334 45.0 1116.3   61.7
   -39.6  139.9  241.1   78.9 -0.881 -0.253 -0.343 45.0 1109.4   67.3
   -39.6  145.0  249.7   88.9 -0.876 -0.235 -0.353 45.1 1099.9   70.9
   -39.7  149.9  258.5   98.9 -0.874 -0.221 -0.359 45.0 1088.1   76.9
   -39.9  154.9  267.1  108.9 -0.874 -0.215 -0.366 45.0 1090.5   78.6
   -39.9  159.9  275.7  118.8 -0.875 -0.212 -0.372 45.0 1098.1   74.8
   -40.0  164.9  284.4  128.9 -0.871 -0.203 -0.379 44.9 1087.9   73.9
   -40.0  169.9  293.1  138.9 -0.868 -0.193 -0.386 45.0 1087.1   76.2
   -40.1  179.9  310.4  158.9 -0.864 -0.173 -0.395 45.0 1077.5   85.8
   -40.3  189.9  327.6  178.8 -0.862 -0.146 -0.403 44.9 1067.9   84.6
   -40.4  199.9  345.0  198.8 -0.863 -0.127 -0.409 45.0 1072.0   87.0
   -40.5  209.9  362.4  218.9 -0.862 -0.116 -0.420 45.0 1078.9   75.5
   -40.7  219.9  379.7  238.9 -0.866 -0.109 -0.421 44.9 1081.9   75.7
   -40.8  229.9  396.9  258.8 -0.864 -0.098 -0.433 45.0 1089.7   66.3
   -41.0  239.9  414.3  278.9 -0.866 -0.094 -0.434 44.9 1092.0   66.4
   -41.1  250.0  431.6  298.9 -0.865 -0.087 -0.439 44.9 1093.0   60.8
   -41.2  259.9  448.9  318.8 -0.867 -0.079 -0.441 45.0 1101.2   58.8
   -41.4  269.9  466.2  338.8 -0.865 -0.076 -0.448 45.1 1106.4   52.3
