## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  258    X0/2A= 0.7856    PHI=  99.8    RE= 6.26E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   686.3  171.4  -29.3    9.8 -0.854  0.096 -0.676 45.0 1336.0 -218.5
   687.0  176.3  -30.2   14.8 -0.857  0.086 -0.680 45.0 1348.1 -226.5
   687.4  181.3  -31.1   19.9 -0.857  0.078 -0.683 45.0 1347.6 -231.8
   688.0  186.1  -32.0   24.8 -0.863  0.063 -0.678 45.0 1348.0 -220.2
   688.5  191.1  -32.8   29.9 -0.861  0.059 -0.678 44.9 1342.3 -225.3
   689.2  196.0  -33.7   34.9 -0.863  0.049 -0.671 45.0 1338.3 -213.7
   689.6  200.8  -34.5   39.8 -0.863  0.043 -0.668 44.9 1327.1 -209.6
   690.9  210.7  -36.3   49.9 -0.864  0.039 -0.666 45.0 1330.9 -212.1
   692.1  220.4  -38.0   59.9 -0.869  0.030 -0.656 45.0 1325.3 -196.7
   693.2  230.2  -39.7   69.9 -0.867  0.026 -0.654 45.1 1322.4 -196.4
   694.3  240.0  -41.4   79.9 -0.868  0.021 -0.644 45.1 1309.3 -182.9
   695.4  249.8  -43.1   89.9 -0.868  0.013 -0.633 45.0 1292.6 -164.0
   696.5  259.6  -44.8   99.9 -0.866  0.012 -0.629 44.9 1276.5 -158.7
   697.8  269.3  -46.6  109.8 -0.868  0.011 -0.623 45.0 1278.4 -153.5
   699.0  279.1  -48.3  119.9 -0.867  0.011 -0.618 45.1 1273.3 -147.7
   700.1  288.9  -50.0  129.9 -0.868  0.009 -0.612 45.0 1258.1 -141.3
   701.4  298.6  -51.8  139.8 -0.871  0.008 -0.605 44.9 1251.9 -131.0
   703.6  318.2  -55.2  159.8 -0.867  0.008 -0.600 45.0 1240.9 -126.4
   705.8  337.8  -58.6  179.8 -0.866  0.005 -0.591 44.9 1225.1 -108.8
   708.2  357.4  -62.2  199.9 -0.870  0.004 -0.581 45.1 1230.7 -103.8
   710.5  376.9  -65.5  219.8 -0.870  0.004 -0.575 45.1 1220.5  -92.2
   712.9  396.5  -69.0  239.9 -0.870  0.005 -0.572 45.1 1216.4  -93.0
   715.2  416.0  -72.4  259.8 -0.871  0.002 -0.564 45.1 1208.6  -85.5
   717.6  435.7  -75.9  280.0 -0.868  0.000 -0.561 45.1 1201.1  -76.8
   720.0  455.2  -79.5  299.9 -0.872 -0.003 -0.551 45.0 1192.0  -63.5
   722.2  474.8  -82.9  319.9 -0.869  0.000 -0.549 45.1 1188.8  -68.1
   724.6  494.4  -86.4  340.0 -0.868 -0.002 -0.548 45.1 1184.5  -61.3
