## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3172    X0/2A= 0.8758    PHI= 150.0    RE= 6.55E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.8   70.8 -122.7    9.9 -0.850 -0.114  0.102 45.2  869.3    3.8
   904.9   73.3 -127.0   15.0 -0.928 -0.177  0.089 45.1 1043.5  -11.6
   905.7   75.7 -131.2   19.9 -0.965 -0.200  0.070 45.3 1139.3   -2.3
   906.6   78.1 -135.4   24.8 -0.976 -0.220  0.077 45.3 1175.1  -18.9
   907.5   80.6 -139.6   29.8 -0.977 -0.224  0.048 45.2 1171.2  -19.1
   908.5   83.1 -143.9   34.9 -0.981 -0.231  0.032 45.3 1186.2  -28.1
   909.5   85.5 -148.2   39.9 -0.981 -0.232 -0.005 45.2 1181.7  -33.3
   911.3   90.4 -156.6   49.8 -0.986 -0.240  0.001 45.3 1200.5  -68.5
   913.1   95.3 -165.2   59.8 -0.972 -0.239 -0.143 45.2 1189.3  -81.7
   915.1  100.3 -173.7   69.9 -0.975 -0.234 -0.139 45.3 1193.9 -110.7
   916.8  105.1 -182.1   79.7 -0.987 -0.215 -0.178 45.2 1221.6 -147.0
   918.7  110.1 -190.6   89.8 -0.971 -0.170 -0.324 45.3 1254.3 -183.7
   920.5  115.0 -199.2   99.8 -0.957 -0.127 -0.404 45.2 1268.8 -217.9
   922.5  119.8 -207.7  109.8 -0.956 -0.085 -0.455 45.3 1314.3 -264.2
   924.3  124.7 -216.2  119.8 -0.943 -0.031 -0.513 45.2 1337.3 -327.2
   926.1  129.6 -224.6  129.7 -0.921  0.033 -0.580 45.2 1373.3 -410.7
   927.9  134.5 -233.2  139.7 -0.811  0.095 -0.706 45.3 1353.9 -410.6
   931.7  144.4 -250.3  159.8 -0.806  0.157 -0.696 45.2 1341.9 -353.9
   935.5  154.2 -267.3  179.8 -0.801  0.198 -0.703 45.3 1367.9 -264.7
   939.3  164.0 -284.4  199.9 -0.806  0.217 -0.669 45.3 1331.8 -171.8
   943.1  173.8 -301.4  219.9 -0.816  0.215 -0.618 45.3 1276.3 -106.4
   946.7  183.6 -318.4  239.8 -0.818  0.198 -0.603 45.4 1254.6  -79.0
   950.6  193.5 -335.4  259.9 -0.832  0.184 -0.561 45.3 1213.5  -44.9
   954.3  203.2 -352.5  279.9 -0.837  0.165 -0.542 45.3 1191.5  -24.4
   958.1  213.1 -369.5  299.9 -0.844  0.146 -0.523 45.3 1175.3   -9.0
   961.7  223.0 -386.4  319.8 -0.832  0.130 -0.537 45.2 1162.1    2.7
   965.5  232.8 -403.5  339.9 -0.846  0.117 -0.517 45.3 1162.8    3.8
