## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3170    X0/2A= 0.8758    PHI= 145.0    RE= 6.57E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.9   81.3 -116.1   10.0 -0.695  0.006 -0.038 45.2  564.3  -40.0
   904.8   84.1 -120.1   15.0 -0.729 -0.066  0.017 45.2  624.2   -4.0
   905.6   86.9 -124.0   19.8 -0.781 -0.115  0.065 45.1  729.1   -2.2
   906.6   89.8 -128.0   24.9 -0.858 -0.162  0.058 45.3  894.6    6.8
   907.5   92.6 -132.1   29.9 -0.896 -0.181  0.047 45.3  978.3    3.1
   908.5   95.4 -136.1   34.9 -0.925 -0.192  0.032 45.2 1042.0    7.9
   909.3   98.2 -140.1   39.9 -0.940 -0.193  0.028 45.3 1077.2    3.9
   911.2  103.9 -148.2   49.9 -0.958 -0.194 -0.007 45.2 1111.9   13.1
   913.1  109.5 -156.2   59.9 -0.969 -0.169 -0.056 45.2 1129.7  -13.9
   914.9  115.0 -164.2   69.8 -0.973 -0.152 -0.124 45.2 1147.6  -35.7
   916.8  120.7 -172.3   79.8 -0.959 -0.124 -0.191 45.2 1133.4  -77.0
   918.7  126.3 -180.3   89.8 -0.923 -0.101 -0.291 45.2 1102.0 -113.0
   920.6  132.0 -188.4   99.9 -0.853 -0.064 -0.436 45.3 1074.7 -159.5
   922.5  137.6 -196.5  109.9 -0.764 -0.035 -0.567 45.2 1055.7 -189.5
   924.3  143.2 -204.5  119.8 -0.821  0.045 -0.591 45.3 1193.4 -275.1
   926.2  148.8 -212.6  129.9 -0.815  0.060 -0.638 45.2 1246.5 -276.4
   928.1  154.5 -220.6  139.9 -0.801  0.080 -0.688 45.3 1307.2 -279.2
   932.0  165.7 -236.8  159.9 -0.808  0.114 -0.716 45.3 1371.7 -243.5
   935.6  177.1 -252.9  180.0 -0.826  0.140 -0.682 45.3 1360.7 -196.1
   939.4  188.2 -269.0  199.9 -0.808  0.153 -0.671 45.3 1315.3 -144.1
   943.1  199.6 -285.0  219.9 -0.842  0.145 -0.614 45.3 1292.6 -123.6
   946.9  210.9 -301.2  240.0 -0.828  0.146 -0.606 45.2 1247.8  -83.7
   950.6  222.1 -317.3  260.0 -0.832  0.140 -0.584 45.2 1225.3  -60.7
   954.4  233.4 -333.4  280.0 -0.835  0.131 -0.569 45.2 1208.2  -41.4
   958.1  244.6 -349.4  299.9 -0.846  0.117 -0.547 45.2 1196.8  -30.9
   961.9  255.9 -365.6  320.0 -0.836  0.109 -0.550 45.2 1182.3  -16.3
   965.6  267.2 -381.7  340.0 -0.842  0.098 -0.540 45.3 1180.5  -13.2
