## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3178    X0/2A= 0.8758    PHI= 175.0    RE= 6.51E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.7   12.3 -141.3   10.1 -1.007 -0.090  0.237 45.3 1254.5  -93.0
   904.5   12.7 -146.0   14.9 -0.998 -0.110  0.264 45.3 1253.0  -96.0
   905.5   13.2 -150.9   19.9 -0.991 -0.124  0.284 45.4 1254.9 -108.5
   906.4   13.6 -155.8   24.9 -0.985 -0.117  0.312 45.4 1261.1 -113.6
   907.3   14.0 -160.7   29.9 -0.983 -0.133  0.311 45.3 1257.9 -124.6
   908.3   14.5 -165.6   34.9 -0.972 -0.121  0.364 45.3 1267.4 -134.0
   909.2   14.8 -170.5   39.9 -0.978 -0.127  0.347 45.4 1272.6 -149.4
   911.1   15.7 -180.2   49.8 -0.960 -0.131  0.413 45.3 1289.3 -179.6
   913.0   16.6 -190.1   59.9 -0.951 -0.144  0.456 45.3 1314.7 -229.0
   914.8   17.4 -199.9   69.9 -0.934 -0.158  0.516 45.3 1349.8 -300.4
   916.7   18.3 -209.6   79.9 -0.937 -0.138  0.556 45.4 1399.2 -364.3
   918.6   19.1 -219.5   90.0 -0.937 -0.122  0.594 45.4 1445.6 -410.9
   920.5   19.9 -229.2   99.9 -0.929 -0.096  0.637 45.3 1479.4 -478.6
   922.4   20.8 -239.0  109.9 -0.944 -0.045  0.645 45.4 1517.7 -530.1
   924.2   21.7 -248.8  119.9 -0.954  0.023  0.666 45.4 1572.7 -602.5
   926.1   22.6 -258.6  129.9 -0.949  0.077  0.637 45.3 1517.6 -570.0
   927.9   23.4 -268.4  139.9 -0.984  0.118  0.509 45.3 1436.5 -487.4
   931.7   25.1 -288.0  160.0 -0.966  0.148  0.371 45.4 1271.5 -302.6
   935.4   26.8 -307.6  180.0 -0.911  0.179  0.297 45.4 1108.0 -147.4
   939.2   28.5 -327.2  200.0 -0.908  0.156  0.183 45.4 1027.9  -29.8
   942.9   30.1 -346.8  220.0 -0.903  0.154  0.079 45.4  987.4   65.1
   946.7   31.9 -366.3  240.0 -0.893  0.177 -0.024 45.2  959.8  156.5
   950.6   33.6 -386.0  260.1 -0.883  0.143 -0.119 45.3  945.9  195.7
   954.2   35.2 -405.5  280.0 -0.878  0.117 -0.166 45.3  945.3  213.3
   957.9   37.0 -425.1  300.1 -0.870  0.089 -0.228 45.3  952.2  209.3
   961.7   38.7 -444.7  320.1 -0.868  0.071 -0.270 45.3  968.0  196.1
   965.4   40.3 -464.2  340.0 -0.868  0.049 -0.308 45.3  992.5  174.0
