## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3167    X0/2A= 0.8758    PHI= 120.0    RE= 6.58E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.8  122.8  -70.8   10.0 -0.693  0.044 -0.023 45.1  561.7  -69.5
   904.7  127.0  -73.2   14.9 -0.642  0.047 -0.142 45.0  503.7  -57.3
   905.6  131.2  -75.7   19.9 -0.587  0.092 -0.173 45.2  446.7  -38.2
   906.6  135.4  -78.1   24.8 -0.533  0.144 -0.454 45.1  595.0  -18.4
   907.5  139.7  -80.6   29.9 -0.703  0.112 -0.505 45.2  890.3  -21.4
   908.4  144.0  -83.1   34.9 -0.782  0.066 -0.581 45.2 1110.5  -47.1
   909.3  148.2  -85.5   39.9 -0.810  0.031 -0.631 45.2 1228.6  -73.6
   911.2  156.7  -90.4   49.9 -0.807  0.008 -0.635 45.2 1232.2  -60.7
   913.0  165.2  -95.3   59.8 -0.805  0.008 -0.646 45.1 1239.1  -76.1
   914.9  173.7 -100.3   69.9 -0.815  0.003 -0.631 45.1 1233.7  -69.3
   916.8  182.2 -105.1   79.8 -0.813  0.002 -0.636 45.2 1244.1  -74.9
   918.6  190.7 -110.0   89.8 -0.815  0.001 -0.637 45.1 1243.4  -80.7
   920.5  199.2 -115.0   99.8 -0.823  0.007 -0.634 45.2 1257.8  -91.5
   922.3  207.7 -119.9  109.8 -0.820  0.002 -0.637 45.2 1255.1  -85.9
   924.2  216.2 -124.7  119.8 -0.822  0.003 -0.634 45.1 1252.8  -88.5
   926.1  224.8 -129.7  129.9 -0.832  0.010 -0.628 45.1 1262.7  -98.1
   927.9  233.2 -134.6  139.8 -0.826  0.014 -0.634 45.2 1266.8  -98.8
   931.6  250.3 -144.4  159.8 -0.831  0.014 -0.625 45.2 1259.2  -91.9
   935.3  267.2 -154.2  179.7 -0.836  0.020 -0.619 45.2 1259.6  -93.3
   939.1  284.3 -164.0  199.8 -0.839  0.019 -0.612 45.2 1259.1  -87.1
   942.8  301.3 -173.9  219.8 -0.836  0.026 -0.613 45.2 1253.8  -82.2
   946.5  318.4 -183.6  239.8 -0.846  0.025 -0.595 45.2 1245.8  -78.4
   950.2  335.4 -193.5  259.8 -0.849  0.025 -0.587 45.1 1239.5  -72.8
   953.9  352.4 -203.3  279.8 -0.849  0.026 -0.583 45.2 1239.1  -68.2
   957.6  369.4 -213.1  299.8 -0.851  0.025 -0.575 45.1 1228.2  -65.0
   961.4  386.5 -222.9  319.8 -0.848  0.021 -0.578 45.3 1230.9  -60.4
   965.1  403.5 -232.7  339.8 -0.852  0.020 -0.569 45.2 1224.4  -54.5
