## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  143    X0/2A= 0.8279    PHI=  99.8    RE= 6.31E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   788.2  158.5  -26.8    9.8 -0.848  0.077 -0.641 45.1 1280.7 -152.3
   788.9  163.3  -27.7   14.8 -0.849  0.060 -0.648 45.2 1292.6 -162.7
   789.7  168.2  -28.6   19.8 -0.852  0.053 -0.650 45.1 1296.9 -164.8
   790.4  173.1  -29.4   24.8 -0.852  0.053 -0.660 45.1 1313.4 -184.2
   791.1  178.0  -30.3   29.9 -0.853  0.039 -0.650 45.1 1295.0 -170.4
   791.9  182.8  -31.2   34.8 -0.854  0.033 -0.646 45.1 1296.0 -162.8
   792.6  187.6  -32.0   39.7 -0.852  0.026 -0.644 45.1 1287.1 -159.9
   794.0  197.5  -33.8   49.9 -0.855  0.024 -0.646 45.2 1301.8 -165.2
   795.5  207.2  -35.5   59.8 -0.860  0.020 -0.641 45.3 1306.2 -162.2
   796.9  217.0  -37.2   69.9 -0.857  0.015 -0.634 45.2 1284.7 -151.7
   798.4  226.7  -39.0   79.9 -0.855  0.008 -0.626 45.1 1267.8 -142.9
   799.8  236.5  -40.6   89.9 -0.859  0.007 -0.621 45.2 1271.6 -134.0
   801.3  246.2  -42.4   99.9 -0.858  0.005 -0.615 45.2 1259.3 -127.7
   802.7  256.0  -44.1  109.9 -0.859  0.006 -0.613 45.2 1257.9 -127.5
   804.2  265.7  -45.9  119.9 -0.858  0.005 -0.608 45.1 1247.8 -121.8
   805.6  275.5  -47.5  129.9 -0.859  0.002 -0.601 45.2 1245.2 -111.9
   807.2  285.2  -49.3  139.9 -0.861  0.001 -0.598 45.1 1241.5 -109.7
   810.1  304.6  -52.7  159.8 -0.858 -0.001 -0.591 45.2 1230.8  -99.5
   812.8  324.1  -56.1  179.8 -0.862 -0.001 -0.581 45.1 1217.3  -88.8
   815.7  343.7  -59.6  199.9 -0.862 -0.002 -0.578 45.0 1211.0  -87.3
   818.6  363.2  -63.0  219.9 -0.861 -0.003 -0.572 45.1 1202.1  -77.4
   821.5  382.7  -66.5  239.9 -0.864 -0.001 -0.566 45.3 1211.9  -75.0
   824.3  402.2  -69.9  259.9 -0.864 -0.003 -0.559 45.2 1200.4  -69.5
   827.2  421.7  -73.3  279.9 -0.865  0.002 -0.557 45.1 1194.1  -71.9
   830.1  441.2  -76.7  299.9 -0.865 -0.002 -0.549 45.2 1189.1  -55.4
   832.8  460.7  -80.1  319.9 -0.864 -0.003 -0.549 45.1 1184.1  -60.9
   835.7  480.2  -83.5  339.9 -0.866 -0.002 -0.544 45.2 1183.3  -50.3
