## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3177    X0/2A= 0.8758    PHI= 180.0    RE= 6.52E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.7    0.0 -141.7    9.9 -1.028 -0.024  0.238 45.4 1297.3 -134.0
   904.5    0.0 -146.5   14.8 -1.016 -0.040  0.265 45.5 1291.4 -127.2
   905.4    0.0 -151.4   19.8 -1.010 -0.040  0.293 45.4 1291.8 -129.3
   906.3    0.0 -156.3   24.8 -1.006 -0.041  0.311 45.4 1295.0 -138.0
   907.3    0.0 -161.3   29.9 -0.991 -0.050  0.359 45.4 1297.0 -141.9
   908.2    0.0 -166.2   34.8 -0.983 -0.041  0.397 45.4 1309.9 -159.7
   909.1    0.0 -171.1   39.8 -0.987 -0.055  0.395 45.4 1318.9 -167.9
   911.0    0.0 -180.9   49.8 -0.980 -0.051  0.448 45.3 1352.6 -211.3
   912.8    0.0 -190.7   59.8 -0.955 -0.048  0.530 45.3 1389.5 -254.9
   914.7    0.0 -200.5   69.8 -0.957 -0.057  0.561 45.3 1431.0 -312.3
   916.5    0.0 -210.4   79.8 -0.954 -0.038  0.611 45.3 1490.8 -368.9
   918.4    0.0 -220.1   89.7 -0.933 -0.044  0.660 45.3 1516.5 -409.9
   920.3    0.0 -230.0   99.8 -0.928 -0.032  0.705 45.2 1568.2 -461.5
   922.3    0.0 -239.9  109.9 -0.937 -0.018  0.710 45.3 1599.2 -481.3
   924.1    0.0 -249.8  119.9 -0.923  0.000  0.723 45.2 1585.9 -486.3
   926.0    0.0 -259.6  129.9 -0.923 -0.017  0.682 45.3 1524.6 -403.4
   927.9    0.0 -269.4  139.9 -0.920  0.018  0.663 45.3 1490.4 -380.2
   931.6    0.0 -289.0  159.9 -0.931  0.018  0.539 45.5 1354.1 -211.2
   935.3    0.0 -308.6  179.8 -0.922  0.008  0.423 45.3 1195.2  -44.2
   939.0    0.0 -328.3  199.8 -0.928  0.029  0.278 45.3 1095.7   61.4
   942.8    0.0 -347.9  219.8 -0.911  0.024  0.165 45.4 1001.1  162.7
   946.4    0.0 -367.6  239.8 -0.891  0.004  0.055 45.4  930.2  233.3
   950.2    0.0 -387.2  259.8 -0.885  0.021 -0.047 45.3  917.3  246.6
   953.9    0.0 -406.9  279.8 -0.872  0.001 -0.122 45.3  903.6  254.6
   957.6    0.0 -426.5  299.8 -0.865 -0.005 -0.189 45.2  908.5  243.2
   961.3    0.0 -446.1  319.7 -0.861 -0.012 -0.239 45.2  926.5  232.0
   965.1    0.0 -465.7  339.7 -0.857 -0.013 -0.287 45.3  952.5  209.5
