## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  181    X0/2A= 0.4839    PHI=  90.2    RE= 6.58E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   -38.9  209.9   -1.3   10.0 -0.871 -0.027 -0.870 45.1 1743.5 -590.9
   -38.9  214.9   -1.3   15.0 -0.875 -0.019 -0.854 45.0 1714.2 -559.4
   -38.9  219.9   -1.3   20.0 -0.877 -0.016 -0.841 45.0 1692.7 -541.4
   -38.9  224.9   -1.3   25.0 -0.880 -0.018 -0.825 45.0 1666.8 -513.7
   -38.9  229.9   -1.3   30.0 -0.881 -0.017 -0.812 45.1 1649.4 -495.1
   -38.9  234.9   -1.3   35.0 -0.880 -0.019 -0.799 45.1 1630.2 -471.0
   -38.9  239.8   -1.3   39.9 -0.881 -0.019 -0.788 45.1 1604.1 -449.9
   -38.9  249.9   -1.4   50.0 -0.883 -0.021 -0.763 45.1 1569.0 -412.5
   -39.1  259.9   -1.3   60.0 -0.883 -0.023 -0.743 45.1 1533.4 -378.8
   -39.1  269.9   -1.3   70.0 -0.885 -0.024 -0.725 45.0 1503.2 -348.9
   -39.1  279.8   -1.3   79.9 -0.886 -0.027 -0.706 45.1 1481.5 -320.1
   -39.1  289.9   -1.3   90.0 -0.887 -0.028 -0.692 45.1 1461.9 -298.6
   -39.3  299.9   -1.3  100.0 -0.885 -0.026 -0.680 45.0 1431.2 -277.3
   -39.1  309.9   -1.4  110.0 -0.884 -0.026 -0.670 45.1 1416.6 -264.1
   -39.3  319.9   -1.3  120.0 -0.884 -0.028 -0.660 45.1 1403.8 -248.2
   -39.4  329.9   -1.4  130.0 -0.883 -0.027 -0.650 45.1 1386.4 -234.2
   -39.5  339.9   -1.3  140.0 -0.885 -0.027 -0.639 45.1 1372.0 -219.1
   -39.6  359.9   -1.3  160.0 -0.883 -0.029 -0.625 45.0 1347.1 -192.4
   -39.8  379.9   -1.3  180.0 -0.885 -0.029 -0.608 45.0 1325.3 -171.4
   -39.8  399.9   -1.3  200.0 -0.882 -0.026 -0.599 45.0 1307.9 -158.5
   -40.0  419.9   -1.3  220.0 -0.882 -0.024 -0.590 45.1 1301.1 -144.9
   -40.0  439.9   -1.3  240.0 -0.883 -0.028 -0.578 45.1 1286.0 -127.8
   -40.2  459.9   -1.3  260.0 -0.882 -0.026 -0.570 45.1 1276.0 -116.6
   -40.2  479.9   -1.3  280.0 -0.879 -0.023 -0.568 45.0 1261.0 -111.6
   -40.5  499.9   -1.3  300.0 -0.879 -0.024 -0.560 45.1 1252.7 -102.1
   -40.5  519.8   -1.3  319.9 -0.880 -0.026 -0.551 45.2 1252.0  -88.5
   -40.7  539.9   -1.3  340.0 -0.878 -0.026 -0.551 45.1 1240.8  -82.9
