## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3175    X0/2A= 0.8758    PHI= 165.0    RE= 6.53E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.8   36.7 -137.0   10.1 -0.993 -0.176  0.193 45.2 1224.7  -71.5
   904.7   38.1 -141.7   15.1 -0.993 -0.189  0.198 45.3 1236.1  -82.6
   905.5   39.3 -146.4   20.0 -0.993 -0.201  0.196 45.3 1238.5  -95.1
   906.3   40.6 -151.1   24.9 -0.991 -0.227  0.216 45.2 1253.4 -122.7
   907.3   41.9 -155.9   30.0 -0.987 -0.236  0.213 45.3 1253.4 -135.3
   908.1   43.2 -160.5   34.8 -0.976 -0.238  0.226 45.3 1233.3 -134.2
   909.1   44.5 -165.3   39.9 -0.979 -0.249  0.201 45.3 1232.5 -154.1
   911.2   46.9 -174.8   49.9 -0.977 -0.287  0.182 45.3 1245.6 -202.9
   913.0   49.5 -184.3   59.9 -0.976 -0.324  0.206 45.4 1281.9 -291.0
   914.8   52.1 -193.8   70.0 -0.980 -0.348  0.194 45.3 1299.9 -369.3
   916.6   54.6 -203.3   79.9 -0.995 -0.364  0.202 45.3 1350.0 -492.3
   918.4   57.2 -212.7   89.9 -0.965 -0.360  0.365 45.3 1384.0 -641.0
   920.4   59.8 -222.3  100.0 -1.010 -0.281  0.060 45.2 1269.6 -819.3
   922.3   62.2 -231.8  110.0 -1.001 -0.209  0.156 45.3 1233.8 -831.0
   924.3   64.9 -241.4  120.2 -0.975  0.087 -0.252 45.3 1176.2-1094.8
   925.9   67.3 -250.7  129.9 -1.059  0.182  0.100 45.3 1346.2 -997.0
   927.9   70.0 -260.3  140.1 -0.995  0.417  0.053 45.3 1352.1 -785.0
   931.8   75.1 -279.3  160.1 -0.985  0.458 -0.055 45.4 1378.3 -459.5
   935.4   80.1 -298.3  180.1 -0.934  0.393 -0.212 45.3 1247.4 -268.0
   939.2   85.1 -317.3  200.1 -0.892  0.347 -0.244 45.3 1133.9 -160.8
   942.9   90.2 -336.2  220.0 -0.836  0.350 -0.332 45.3 1086.5  -50.0
   946.7   95.3 -355.2  240.1 -0.837  0.338 -0.343 45.3 1086.5   30.1
   950.4  100.3 -374.2  260.0 -0.831  0.295 -0.374 45.3 1069.8   76.4
   954.2  105.5 -393.2  280.1 -0.832  0.255 -0.379 45.3 1052.5  116.7
   957.9  110.5 -412.1  300.0 -0.846  0.198 -0.384 45.3 1053.5  117.8
   961.7  115.6 -431.2  320.1 -0.856  0.164 -0.383 45.3 1057.9  110.0
   965.3  120.7 -450.1  340.0 -0.858  0.131 -0.395 45.4 1063.5  108.3
