## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3179    X0/2A= 0.8758    PHI= 185.0    RE= 6.51E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.8  -12.4 -141.2   10.0 -1.042  0.030  0.255 45.3 1336.7 -178.9
   904.5  -12.7 -146.0   14.9 -1.034  0.024  0.276 45.4 1331.8 -172.0
   905.5  -13.2 -150.9   19.9 -1.027  0.019  0.298 45.3 1324.4 -171.3
   906.4  -13.6 -155.8   24.9 -1.025  0.052  0.328 45.3 1347.6 -192.9
   907.3  -14.1 -160.7   29.9 -1.018  0.027  0.346 45.3 1343.9 -188.4
   908.3  -14.5 -165.6   34.9 -1.018  0.025  0.362 45.4 1358.0 -202.3
   909.2  -14.8 -170.5   39.9 -1.007  0.040  0.412 45.3 1376.0 -225.0
   911.1  -15.7 -180.3   49.9 -1.001  0.058  0.456 45.4 1409.2 -268.5
   913.0  -16.6 -190.1   59.9 -0.984  0.055  0.519 45.3 1435.0 -306.8
   914.8  -17.5 -199.9   69.9 -0.966  0.046  0.582 45.3 1477.4 -352.7
   916.7  -18.3 -209.7   80.0 -0.955  0.058  0.632 45.3 1518.0 -407.8
   918.6  -19.1 -219.5   90.0 -0.947  0.055  0.668 45.3 1558.2 -459.1
   920.5  -20.0 -229.2   99.9 -0.939  0.043  0.695 45.4 1584.7 -490.2
   922.4  -20.9 -239.0  109.9 -0.929  0.012  0.700 45.4 1566.5 -486.9
   924.2  -21.7 -248.8  119.9 -0.902 -0.017  0.705 45.3 1517.2 -441.7
   926.1  -22.6 -258.6  129.9 -0.912 -0.019  0.660 45.4 1471.7 -382.2
   928.0  -23.4 -268.4  139.9 -0.909 -0.053  0.594 45.4 1373.8 -296.9
   931.7  -25.1 -288.0  160.0 -0.901 -0.086  0.466 45.4 1206.1 -128.0
   935.4  -26.8 -307.6  180.0 -0.874 -0.093  0.384 45.3 1070.5    0.6
   939.2  -28.5 -327.1  199.9 -0.869 -0.132  0.247 45.4  972.2  103.7
   943.0  -30.2 -346.7  220.0 -0.867 -0.125  0.145 45.3  917.0  194.4
   946.7  -31.9 -366.3  240.0 -0.858 -0.159  0.066 45.4  895.2  246.8
   950.6  -33.6 -386.0  260.1 -0.852 -0.152 -0.047 45.4  878.5  277.0
   954.2  -35.3 -405.5  280.0 -0.846 -0.138 -0.125 45.4  875.3  287.8
   957.9  -37.0 -425.1  300.1 -0.841 -0.116 -0.189 45.4  883.3  281.1
   961.7  -38.7 -444.6  320.0 -0.839 -0.100 -0.246 45.4  904.2  262.6
   965.4  -40.3 -464.2  340.0 -0.841 -0.089 -0.279 45.3  925.1  241.7
