## Nomenclature:
# PHI      Circumferential model angle
# CF       Wall shear stress coefficient (= local wall shear stress
#                       normalized with free stream dynamic pressure)
# GAMMA    Wall shear stress angle
# 
# 
##                D F V L R   RESEARCH CENTER   A V A   GOETTINGEN
# 
#            WALL SHEAR STRESS MEASUREMENTS ON A 1:6 PROLATE SPHEROID
# 
#    3MX3M LOW SPEED WIND TUNNEL              NATURAL TRANSITION
# 
#    RUN: 5 104 7                             INCIDENCE  ALPHA= 29.7 DEG.
# 
#    VELOCITY  UINF= 45.0 M/S                 REYNOLDS N0.  RE= 0.654E+07
# 
#    MEASURING STATION:    NO.  3  ,  X0/2A= 0.223
# 
#   PHI     CF    GAMMA
#  (DEG)    --    (DEG)
   -3.6  0.00136 -10.9    
   -2.0  0.00140  -7.1    
   -0.4  0.00144  -2.6    
    1.2  0.00149   0.8    
    2.8  0.00152   4.4    
    4.4  0.00157   8.1    
    6.0  0.00163  11.4    
    7.6  0.00165  14.3    
    9.2  0.00169  17.5    
   10.8  0.00174  20.6    
   12.4  0.00177  23.0    
   14.0  0.00182  26.0    
   15.6  0.00184  28.4    
   17.2  0.00190  30.7    
   18.8  0.00192  33.3    
   20.4  0.00195  35.4    
   22.0  0.00200  37.6    
   23.6  0.00202  39.5    
   25.2  0.00207  41.7    
   26.8  0.00208  43.3    
   28.4  0.00209  45.2    
   30.0  0.00214  47.6    
   31.6  0.00214  49.0    
   33.2  0.00218  50.4    
   34.8  0.00217  51.6    
   36.4  0.00219  53.0    
   38.0  0.00222  54.8    
   39.6  0.00224  55.7    
   41.2  0.00225  56.7    
   42.8  0.00226  57.9    
   44.4  0.00228  58.8    
   46.0  0.00229  59.8    
   47.6  0.00230  60.4    
   49.2  0.00231  60.9    
   50.8  0.00232  61.7    
   52.4  0.00233  62.5    
   54.0  0.00235  62.8    
   55.6  0.00234  63.5    
   57.2  0.00235  63.6    
   58.8  0.00238  63.3    
   60.4  0.00239  63.6    
   62.0  0.00243  63.5    
   63.6  0.00245  63.8    
   65.2  0.00247  64.0    
   66.8  0.00248  64.5    
   69.2  0.00251  64.0    
   70.0  0.00256  63.4    
   71.6  0.00256  63.2    
   73.2  0.00257  63.4    
   74.8  0.00258  63.0    
   76.4  0.00261  62.4    
   78.0  0.00286  62.2    
   80.4  0.00332  57.7    
   81.2  0.00340  55.1    
   82.8  0.00300  57.2    
   84.4  0.00289  59.6    
   86.0  0.00313  59.7    
   87.6  0.00360  56.7    
   87.6  0.00368  56.4    
   89.2  0.00351  54.5    
   90.8  0.00349  52.2    
   92.4  0.00429  52.0    
   94.0  0.00460  53.2    
   95.6  0.00458  51.2    
   97.2  0.00536  49.3    
   98.8  0.00512  47.7    
  100.4  0.00572  47.9    
  102.0  0.00622  47.7    
  103.6  0.00630  48.2    
  105.2  0.00635  48.2    
  106.8  0.00648  47.0    
  108.4  0.00694  46.8    
  110.0  0.00702  46.7    
  111.6  0.00710  45.4    
  113.2  0.00703  44.7    
  114.8  0.00706  43.6    
  116.4  0.00692  42.6    
  118.0  0.00685  41.5    
  119.6  0.00679  40.9    
  121.2  0.00662  39.6    
  122.8  0.00648  38.6
  124.4  0.00631  37.5
  126.0  0.00635  36.6
  127.6  0.00612  35.0
  127.6  0.00610  34.9
  129.2  0.00608  33.8
  130.8  0.00584  32.2
  132.4  0.00576  30.9
  134.0  0.00566  28.8
  135.6  0.00559  27.0
  137.2  0.00541  24.7
  138.8  0.00521  23.4
  140.4  0.00519  22.5
  142.0  0.00502  19.8
  143.6  0.00482  18.0
  145.2  0.00454  15.7
  146.8  0.00435  13.4
  148.4  0.00410  11.7
  150.0  0.00381   9.5
  151.6  0.00355   6.9
  153.2  0.00324   4.7
  154.8  0.00286   2.6
  156.4  0.00256   0.5
  158.0  0.00227  -2.5
  160.4  0.00214  -5.9
  161.2  0.00224  -8.8
  162.8  0.00251 -12.6
  164.4  0.00298 -13.7
  166.0  0.00343 -14.7
  167.6  0.00377 -15.4
  169.2  0.00399 -15.7
  170.8  0.00412 -15.5
  172.4  0.00426 -13.8
  174.0  0.00440 -10.7
  175.6  0.00443  -6.6
  177.2  0.00437  -2.6
  178.8  0.00436   0.5
  180.4  0.00430   1.8
  182.0  0.00444   2.8
  183.6  0.00466   4.8
