## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  237    X0/2A= 0.6996    PHI=  60.0    RE= 6.31E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   479.6  167.5   96.7   10.1 -0.905 -0.350 -0.689 45.1 1589.1 -449.2
   479.8  171.8   99.3   15.1 -0.910 -0.321 -0.691 45.1 1580.0 -445.1
   480.3  176.1  101.7   20.0 -0.906 -0.302 -0.682 45.0 1543.2 -414.5
   480.8  180.5  104.2   25.1 -0.905 -0.288 -0.672 45.1 1520.7 -386.2
   481.0  184.8  106.6   30.0 -0.907 -0.277 -0.662 45.0 1497.2 -360.4
   481.5  189.1  109.1   35.0 -0.903 -0.267 -0.654 44.9 1463.3 -334.1
   481.8  193.4  111.6   40.0 -0.904 -0.259 -0.648 45.0 1460.3 -326.0
   482.5  202.0  116.6   50.0 -0.907 -0.237 -0.633 45.0 1432.3 -297.2
   483.2  210.8  121.6   60.1 -0.903 -0.220 -0.618 45.0 1395.5 -266.9
   483.8  219.4  126.7   70.1 -0.899 -0.213 -0.611 45.0 1376.4 -245.7
   484.5  228.1  131.6   80.2 -0.899 -0.207 -0.597 44.9 1348.5 -218.7
   485.3  236.7  136.6   90.1 -0.891 -0.192 -0.585 45.0 1316.6 -188.6
   486.0  245.3  141.6  100.1 -0.886 -0.181 -0.574 44.9 1284.1 -157.2
   486.6  253.9  146.7  110.1 -0.882 -0.164 -0.565 45.0 1258.5 -133.9
   487.3  262.6  151.7  120.2 -0.879 -0.150 -0.558 44.9 1237.3 -119.7
   488.1  271.3  156.6  130.2 -0.877 -0.138 -0.552 44.9 1223.6 -101.5
   488.8  280.0  161.6  140.3 -0.877 -0.129 -0.549 45.0 1220.8  -97.3
   490.1  297.2  171.7  160.2 -0.878 -0.117 -0.543 45.0 1210.6  -87.1
   491.6  314.5  181.5  180.2 -0.877 -0.108 -0.535 45.0 1200.2  -70.7
   493.0  331.8  191.5  200.2 -0.878 -0.100 -0.529 45.0 1189.5  -59.5
   494.5  349.1  201.5  220.3 -0.875 -0.094 -0.527 44.9 1175.9  -51.3
   495.8  366.4  211.5  240.3 -0.874 -0.082 -0.523 45.0 1173.8  -49.3
   497.3  383.6  221.5  260.2 -0.873 -0.080 -0.519 44.9 1161.1  -40.8
   498.8  400.9  231.4  280.2 -0.873 -0.069 -0.517 45.0 1163.8  -41.3
   500.1  418.2  241.5  300.3 -0.873 -0.065 -0.515 45.0 1160.4  -35.9
   501.6  435.4  251.4  320.2 -0.872 -0.063 -0.512 45.0 1151.9  -33.6
   503.1  452.7  261.4  340.2 -0.874 -0.060 -0.509 45.1 1158.1  -26.6
