## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN:  156    X0/2A= 0.8279    PHI= 175.0    RE= 6.22E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   788.5   14.0 -159.3    9.1 -1.013 -0.105  0.259 45.0 1232.5 -121.2
   789.2   14.4 -164.2   14.0 -1.003 -0.130  0.288 45.0 1233.9 -125.3
   789.9   14.8 -169.1   19.0 -0.997 -0.126  0.320 45.1 1245.1 -139.2
   790.6   15.3 -174.0   24.0 -0.992 -0.125  0.346 45.1 1250.4 -146.5
   791.3   15.7 -178.9   28.9 -0.982 -0.127  0.383 45.0 1253.6 -157.6
   792.0   16.1 -183.8   33.9 -0.977 -0.131  0.408 45.0 1271.0 -180.9
   792.9   16.5 -188.8   39.0 -0.971 -0.124  0.441 45.0 1285.0 -198.8
   794.2   17.5 -198.7   49.0 -0.960 -0.137  0.490 45.0 1313.6 -245.7
   795.8   18.3 -208.6   59.1 -0.950 -0.136  0.538 45.1 1349.3 -299.7
   797.2   19.1 -218.4   69.0 -0.938 -0.126  0.602 45.0 1398.2 -347.2
   798.7   20.0 -228.3   79.1 -0.934 -0.111  0.635 45.0 1431.3 -395.6
   800.1   20.9 -238.1   89.0 -0.932 -0.069  0.670 45.0 1469.8 -458.9
   801.6   21.8 -248.1   99.2 -0.931 -0.045  0.679 45.0 1475.1 -469.2
   803.1   22.6 -257.8  109.0 -0.937 -0.011  0.673 45.0 1481.5 -475.5
   804.6   23.5 -267.8  119.2 -0.949  0.078  0.631 45.0 1448.0 -491.0
   806.0   24.4 -277.6  129.1 -0.942  0.078  0.588 45.0 1378.7 -404.1
   807.6   25.3 -287.5  139.2 -0.933  0.106  0.528 45.2 1300.8 -319.3
   810.5   27.0 -307.2  159.1 -0.925  0.148  0.382 45.0 1140.7 -139.8
   813.4   28.7 -327.0  179.2 -0.920  0.147  0.258 45.0 1044.0   20.2
   816.2   30.4 -346.6  199.1 -0.904  0.162  0.116 45.1  959.5  135.2
   819.1   32.2 -366.3  219.1 -0.888  0.144  0.003 45.0  906.1  201.5
   822.0   33.9 -386.1  239.2 -0.879  0.119 -0.086 45.1  893.6  217.8
   825.0   35.6 -405.8  259.2 -0.878  0.089 -0.148 45.1  899.9  222.0
   827.7   37.3 -425.5  279.1 -0.875  0.072 -0.206 45.1  910.8  202.1
   830.7   39.1 -445.2  299.1 -0.874  0.057 -0.246 45.1  927.7  187.2
   833.6   40.9 -464.9  319.1 -0.875  0.040 -0.277 45.1  946.0  171.9
   836.4   42.5 -484.6  339.1 -0.876  0.029 -0.302 45.1  965.5  153.7
