## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3164    X0/2A= 0.8758    PHI=  90.0    RE= 6.62E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.8  141.7    0.1   10.0 -0.836  0.051 -0.688 45.4 1380.5 -196.4
   904.7  146.6    0.1   14.9 -0.830  0.034 -0.688 45.3 1364.0 -185.7
   905.6  151.6    0.0   20.0 -0.836  0.024 -0.682 45.3 1365.2 -185.6
   906.6  156.4    0.1   24.9 -0.853  0.017 -0.660 45.4 1370.4 -185.7
   907.5  161.3    0.1   29.9 -0.833  0.004 -0.663 45.3 1328.8 -153.0
   908.4  166.2    0.1   34.9 -0.836  0.000 -0.663 45.4 1339.2 -156.9
   909.3  171.1    0.1   39.9 -0.829 -0.005 -0.664 45.3 1324.2 -144.2
   911.2  181.0    0.1   49.9 -0.836 -0.012 -0.646 45.3 1308.9 -130.9
   913.1  190.8    0.1   59.9 -0.834 -0.018 -0.645 45.3 1304.3 -124.5
   914.9  200.6    0.1   69.9 -0.835 -0.024 -0.633 45.3 1289.2 -110.5
   916.8  210.4    0.1   79.9 -0.838 -0.026 -0.623 45.3 1281.6 -100.5
   918.6  220.3    0.1   89.9 -0.837 -0.027 -0.624 45.4 1284.6 -102.3
   920.5  230.1    0.1   99.9 -0.841 -0.029 -0.611 45.4 1272.0  -92.1
   922.3  239.8    0.1  109.8 -0.840 -0.032 -0.611 45.3 1268.5  -88.5
   924.2  249.7    0.1  119.9 -0.841 -0.032 -0.602 45.3 1254.2  -81.3
   926.0  259.6    0.1  129.9 -0.846 -0.028 -0.601 45.3 1262.1  -87.1
   927.9  269.4    0.1  139.9 -0.840 -0.032 -0.598 45.3 1244.8  -71.2
   931.6  289.0    0.1  159.9 -0.848 -0.032 -0.586 45.3 1246.8  -68.2
   935.3  308.7    0.2  179.9 -0.844 -0.034 -0.582 45.3 1234.6  -58.5
   939.0  328.3    0.2  199.8 -0.847 -0.034 -0.573 45.3 1228.9  -52.9
   942.8  348.0    0.2  219.9 -0.847 -0.031 -0.573 45.2 1222.4  -50.1
   946.5  367.6    0.2  239.9 -0.850 -0.030 -0.568 45.3 1229.8  -49.4
   950.2  387.3    0.2  259.9 -0.851 -0.030 -0.561 45.3 1218.7  -42.5
   953.9  406.9    0.2  279.8 -0.854 -0.030 -0.556 45.3 1220.3  -42.0
   957.6  426.5    0.2  299.8 -0.847 -0.030 -0.561 45.2 1206.2  -35.8
   961.3  446.2    0.2  319.8 -0.850 -0.028 -0.555 45.2 1204.8  -34.6
   965.0  465.9    0.2  339.9 -0.857 -0.030 -0.542 45.1 1197.4  -32.6
