## PROLATE SPHEROID 1:6, L= 2.4 M IN NWG
# MEAN VELOCITIES IN THE FLOW FIELD, ALPHA= 29.6 DEG.
#
# NOMENCLATURE:
# X,Y,Z   CARTESIAN COORDINATES ORIGINATING FROM THE CENTER OF
#         THE MODEL.
#         *** NOTE: IN THE TABLES X AND Y SHOULD BE READ -X AND -Y !!!
#         ------------------------------------------------------------
# H       DISTANCE FROM MODEL SURFACE
# U,V,W   VELOCITY COMPONENTS ALIGNED WITH CARTESIAN COORDINATES X,Y,Z
# UINF    FREE STREAM (REFERENCE) VELOCITY
# PDYN    LOCAL DYNAMIC PRESSURE
# PSTAT   LOCAL STATIC PRESSURE
#
##  RUN: 3171    X0/2A= 0.8758    PHI= 140.0    RE= 6.56E06
#
#   X(MM)  Y(MM)  Z(MM)  H(MM) U/UINF V/UINF W/UINF UINF  PDYN   PSTAT
   903.9   91.1 -108.5    9.9 -0.732  0.064  0.017 45.2  629.3  -74.5
   904.9   94.2 -112.3   15.0 -0.723  0.042  0.037 45.2  611.4  -64.3
   905.7   97.4 -116.0   19.9 -0.716  0.017  0.001 45.1  595.5  -41.5
   906.6  100.5 -119.8   24.9 -0.720 -0.021  0.052 45.3  609.2  -19.3
   907.5  103.7 -123.5   29.9 -0.749 -0.046  0.059 45.2  659.7    4.4
   908.4  106.9 -127.3   34.9 -0.787 -0.073  0.084 45.3  737.4   23.5
   909.5  110.0 -131.1   39.9 -0.821 -0.086  0.067 45.2  798.9   35.1
   911.3  116.2 -138.6   49.8 -0.866 -0.085  0.018 45.2  880.8   15.1
   913.3  122.6 -146.1   59.9 -0.869 -0.091 -0.074 45.2  896.3    2.2
   915.0  128.9 -153.7   69.9 -0.819 -0.074 -0.206 45.2  835.8  -26.6
   916.8  135.3 -161.2   79.9 -0.705 -0.041 -0.442 45.2  808.5  -58.6
   918.8  141.6 -168.7   89.9 -0.779 -0.004 -0.437 45.2  929.2 -108.3
   920.8  148.0 -176.3  100.1 -0.761  0.019 -0.588 45.3 1079.0 -149.0
   922.5  154.2 -183.8  109.9 -0.795  0.030 -0.644 45.2 1216.1 -177.3
   924.5  160.6 -191.4  120.1 -0.786  0.020 -0.690 45.3 1277.0 -178.2
   926.3  166.9 -198.8  130.0 -0.808  0.045 -0.706 45.3 1346.3 -194.0
   928.3  173.2 -206.4  140.0 -0.817  0.046 -0.698 45.3 1346.2 -192.2
   931.9  185.8 -221.4  159.9 -0.813  0.080 -0.699 45.3 1345.8 -177.9
   935.8  198.5 -236.5  180.1 -0.812  0.102 -0.681 45.2 1320.1 -150.9
   939.4  211.1 -251.5  200.0 -0.823  0.107 -0.652 45.2 1293.1 -124.1
   943.1  223.7 -266.6  220.0 -0.831  0.109 -0.626 45.3 1274.8 -107.0
   946.9  236.4 -281.7  240.1 -0.835  0.108 -0.607 45.3 1259.9  -87.9
   950.6  248.9 -296.7  259.9 -0.838  0.107 -0.591 45.1 1231.3  -67.1
   954.2  261.6 -311.7  279.9 -0.846  0.099 -0.572 45.3 1229.1  -57.7
   958.0  274.3 -326.7  299.9 -0.839  0.096 -0.571 45.2 1209.9  -45.7
   961.7  286.9 -341.8  320.0 -0.847  0.087 -0.556 45.2 1204.5  -37.9
   965.5  299.5 -356.9  340.0 -0.854  0.081 -0.542 45.4 1205.4  -32.2
